,6001,6003,6005,6007,6009,6011,6013,6015,6017,6019,6021,6023,6025,6027,6029,6031,6033,6035,6037,6039,6041,6043,6045,6047,6049,6051,6053,6055,6057,6059,6061,6063,6065,6067,6069,6071,6073,6075,6077,6079,6081,6083,6085,6087,6089,6091,6093,6095,6097,6099,6101,6103,6105,6107,6109,6111,6113,6115
190,915016,0,119,327,228,0,11714,16,286,448,26,109,37,0,184,133,153,0,1790,92,810,48,150,238,0,0,346,237,171,733,364,40,245,1821,83,242,1537,4333,4024,156,2959,188,6200,394,192,0,70,1547,754,1714,90,35,25,136,201,249,303,51
191,0,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,29,0,21389,0,79,0,0,0,44,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,118,0,0,0,22,0,0,0,0,0,0,44,0,0,0,0,16,0,0,0
193,151,0,0,121048,0,46,177,0,73,71,322,50,0,0,53,0,37,58,180,0,41,0,39,31,0,0,44,35,63,84,166,98,54,476,0,82,119,79,82,60,92,25,233,66,208,0,63,69,119,74,319,250,0,25,20,48,92,187
194,32,0,107,0,24388,0,22,0,16,0,0,0,0,0,0,0,0,0,25,0,0,0,0,24,0,0,0,0,0,14,0,0,0,97,0,0,33,0,296,12,17,0,40,0,0,0,0,0,0,83,0,0,0,0,93,0,0,0
195,0,0,0,47,0,16267,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,79,0
196,7723,0,70,222,122,0,630976,23,269,267,0,117,0,0,160,37,94,20,1201,84,676,0,79,76,0,0,194,337,211,672,344,37,229,1197,0,143,714,2275,861,147,1191,107,1231,192,218,0,37,3094,636,352,40,62,0,109,106,187,256,59
197,0,0,0,0,0,0,0,14739,0,0,0,130,34,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,32,49,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0
198,83,0,86,89,0,0,105,0,102204,42,0,44,0,0,39,0,26,0,138,0,30,0,32,0,0,0,53,20,59,81,376,0,82,1560,0,44,112,43,87,43,58,27,164,32,51,0,24,56,98,52,16,0,0,27,0,49,91,19
199,353,0,0,99,40,0,298,0,78,519882,0,61,263,0,954,1248,0,43,1454,2202,30,85,31,523,0,0,585,35,25,545,122,0,491,649,58,283,773,180,429,450,188,312,529,153,65,0,19,111,122,432,68,0,0,2570,47,299,109,0
200,0,0,0,349,0,81,0,0,0,0,19621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,114,0,0,0,0,26,0
201,97,0,0,81,0,0,64,101,42,69,0,80069,0,0,35,0,39,0,139,0,29,0,94,0,0,0,13,19,26,73,62,15,50,156,0,33,149,61,38,33,21,21,84,39,208,0,63,31,140,33,27,17,101,0,0,50,48,0
202,24,0,0,0,0,0,0,0,0,446,0,0,140264,0,417,119,0,0,1230,63,0,0,0,307,0,0,495,29,0,245,0,0,2230,54,0,410,1254,0,128,64,0,96,116,42,0,0,0,0,30,86,0,0,0,165,0,114,28,0
203,0,0,0,0,0,0,0,0,0,0,0,0,0,13559,105,0,0,0,87,0,0,0,0,0,0,61,0,0,0,0,0,0,27,0,0,40,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,185,0,0,79,0,0,147,27,66,758,0,91,252,59,427033,274,27,39,2885,84,0,0,27,132,0,36,195,32,18,456,52,17,584,280,0,592,707,77,201,348,43,351,257,56,61,0,23,86,73,173,34,0,0,1083,0,581,100,0
205,55,0,0,0,0,0,14,0,0,1213,0,0,143,0,328,72903,0,0,258,39,0,0,0,35,0,0,68,0,0,139,0,0,95,71,0,62,395,24,57,101,0,36,71,0,0,0,0,25,0,73,0,0,0,1067,0,119,0,0
206,37,0,0,27,0,0,42,0,0,0,0,0,0,0,0,0,33497,0,28,0,25,0,151,0,0,0,0,93,0,0,31,0,18,89,0,24,20,0,50,0,33,0,51,23,36,0,0,75,275,18,0,0,0,0,0,0,32,0
207,0,0,0,65,0,0,0,0,0,0,0,0,47,0,30,0,0,16744,18,0,0,0,0,0,31,0,0,0,0,0,0,60,33,73,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,33,0,0,0,0,0,0
208,3030,0,93,416,76,68,2432,86,602,2479,38,250,928,189,5544,351,108,52,6246938,471,695,93,155,748,36,182,1172,238,351,45533,652,45,19424,2290,115,42229,14913,2561,1028,1821,1497,2810,3763,778,391,0,97,639,978,867,151,89,48,1618,87,15225,429,92
209,38,0,0,0,0,0,20,0,0,1723,0,0,54,0,73,42,0,0,173,75393,0,77,0,314,0,0,93,0,0,80,0,0,63,80,0,32,194,0,52,37,0,40,134,19,0,0,0,0,27,77,0,0,0,146,0,69,32,0
210,537,0,0,54,0,0,672,0,31,22,0,62,0,0,0,0,46,0,377,0,165823,0,61,0,0,0,86,143,62,149,102,0,78,234,0,35,271,1499,46,35,417,45,327,70,33,0,0,348,2578,32,0,0,0,41,0,51,44,0
211,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,25,70,0,10227,0,96,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0,0,0,0,24,0,0,0,0,0,0,108,0,0,0,0,53,0,0,0
212,52,0,0,56,0,0,68,0,0,27,0,102,0,0,32,0,158,0,68,0,43,0,58445,0,0,0,33,44,0,26,29,0,47,76,0,25,76,55,30,21,37,0,54,24,36,0,22,24,494,21,0,30,0,0,0,0,32,0
213,136,0,0,36,25,0,95,0,21,606,0,23,132,0,214,51,0,0,379,292,0,132,0,140691,0,0,86,0,0,94,47,0,93,259,36,57,157,40,272,51,51,65,321,87,24,0,0,87,41,1583,0,0,0,105,58,41,28,34
214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,6060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,24,0,0,0,0,0,0,0,0,0,0,0
215,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,67,0,0,0,0,0,0,7299,0,0,0,52,0,0,24,0,0,29,59,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,341,0,0,89,0,0,215,23,56,493,0,36,382,0,211,108,22,0,813,56,88,0,32,176,0,0,274744,35,24,244,67,0,197,479,310,280,676,260,172,293,149,247,1064,1455,68,0,0,148,99,180,31,0,0,202,46,231,57,0
217,155,0,0,45,0,0,154,0,22,47,0,27,0,0,0,0,140,0,117,0,76,0,36,0,0,0,33,87698,14,42,29,0,21,198,0,59,110,132,88,41,67,30,79,19,46,0,0,901,451,40,0,0,0,0,0,0,64,0
218,61,0,0,69,0,0,43,0,80,19,0,20,0,0,0,0,0,0,80,0,27,0,18,0,0,0,0,0,58640,41,550,0,26,332,0,17,51,25,0,0,41,0,94,36,33,29,0,20,55,0,60,0,0,0,0,19,31,93
219,891,0,23,226,25,0,998,33,218,643,0,145,147,53,829,146,29,23,27422,157,215,44,48,136,0,86,369,88,172,1865090,318,26,14336,900,38,6133,10282,654,298,597,399,670,1455,251,165,0,52,167,354,218,45,20,0,378,57,1037,104,31
220,125,0,23,181,20,0,126,0,389,54,0,41,0,0,50,0,27,0,239,0,60,0,23,0,0,0,44,23,688,89,140740,0,82,3577,0,52,138,90,65,27,69,24,251,63,69,0,0,116,109,49,140,0,0,32,0,40,132,149
221,0,0,0,148,0,0,13,0,0,0,0,0,0,0,0,0,0,55,19,0,0,0,0,0,0,0,0,0,28,0,0,14835,25,43,0,0,0,0,0,0,0,0,0,0,43,25,0,0,0,0,0,30,0,0,0,0,0,0
222,281,0,23,127,20,0,219,0,118,476,31,86,994,33,605,60,37,46,8408,100,42,0,35,112,0,50,256,53,59,8739,148,23,893450,464,0,10307,4219,153,238,260,143,298,380,134,143,0,58,222,143,106,59,30,0,410,18,523,78,41
223,1065,0,288,544,119,40,915,41,2869,436,33,131,166,21,347,69,68,115,1230,85,197,24,130,165,22,0,281,138,468,617,6049,43,350,735523,25,328,888,577,1625,164,479,164,1212,176,377,0,95,1040,475,426,648,134,0,168,48,203,2405,478
224,39,0,0,30,0,0,0,0,0,72,0,0,0,0,0,0,0,0,51,0,0,0,0,149,0,0,233,0,0,0,0,0,0,39,32055,0,34,0,45,20,0,29,533,150,0,0,0,0,0,61,0,0,0,0,0,0,0,0
225,347,0,0,152,25,0,335,31,153,373,0,84,396,54,894,85,28,42,19290,82,26,0,50,108,23,26,195,62,63,5522,228,0,12456,673,0,1014743,2787,152,258,258,126,318,361,67,156,0,63,403,136,192,31,33,0,376,22,598,57,114
226,1306,0,19,212,42,0,747,40,171,767,0,205,1029,27,729,436,29,33,7993,151,286,40,59,162,0,94,600,84,131,7801,226,31,7520,900,30,2111,1874272,918,316,366,455,703,1340,295,199,0,73,487,371,266,63,39,26,424,29,1399,138,30
227,6189,0,20,56,0,0,3835,0,61,168,0,69,0,0,62,22,49,0,1737,23,2924,0,104,48,0,0,200,247,82,362,69,0,149,711,0,75,766,497166,262,82,11044,117,2125,258,27,0,27,927,1166,152,0,0,0,41,35,114,120,0
