"","ABW","AFG","AGO","ALB","ARE","ARG","ARM","ATG","AUS","AUT","AZE","BDI","BEL","BEN","BFA","BGD","BGR","BHR","BHS","BIH","BLR","BLZ","BOL","BRA","BRB","BRN","BTN","BWA","CAF","CAN","CHE","CHI","CHL","CHN","CIV","CMR","COD","COG","COL","COM","CPV","CRI","CUB","CUW","CYP","CZE","DEU","DJI","DNK","DOM","DZA","ECU","EGY","ERI","ESH","ESP","EST","ETH","FIN","FJI","FRA","FSM","GAB","GBR","GEO","GHA","GIN","GLP","GMB","GNB","GNQ","GRC","GRD","GTM","GUF","GUM","GUY","HKG","HND","HRV","HTI","HUN","IDN","IND","IRL","IRN","IRQ","ISL","ISR","ITA","JAM","JOR","JPN","KAZ","KEN","KGZ","KHM","KIR","KOR","KWT","LAO","LBN","LBR","LBY","LCA","LKA","LSO","LTU","LUX","LVA","MAC","MAR","MDA","MDG","MDV","MEX","MKD","MLI","MLT","MMR","MNE","MNG","MOZ","MRT","MTQ","MUS","MWI","MYS","MYT","NAM","NCL","NER","NGA","NIC","NLD","NOR","NPL","NZL","OMN","PAK","PAN","PER","PHL","PNG","POL","PRI","PRK","PRT","PRY","PSE","PYF","QAT","REU","ROU","RUS","RWA","SAU","SDN","SEN","SGP","SLB","SLE","SLV","SOM","SRB","SSD","STP","SUR","SVK","SVN","SWE","SWZ","SYC","SYR","TCD","TGO","THA","TJK","TKM","TLS","TON","TTO","TUN","TUR","TZA","UGA","UKR","URY","USA","UZB","VCT","VEN","VIR","VNM","VUT","WSM","YEM","ZAF","ZMB","ZWE"
"CAN",80,1275,475,833,507,2050,154,416,12902,2953,114,89,3838,33,26,1491,670,108,651,1987,1042,296,477,2575,1658,479,5,147,136,0,3605,86,3472,41282,202,142,568,24,1816,3,22,1055,434,29,802,2463,30291,54,3155,2180,1377,1614,3529,361,0,5178,1040,1366,2486,1862,12335,0,56,88223,65,1383,141,88,13,11,9,10585,681,1190,49,12,5957,50806,903,2118,5564,7229,1189,27761,5453,6263,1758,153,3762,35597,11419,571,5722,493,1653,117,14757,0,10128,701,1609,5732,274,508,406,4891,9,763,429,996,1278,2130,259,184,10,9857,675,46,1122,340,0,7,1549,13,42,657,32,2589,1,99,15,16,745,896,15679,1474,74,2936,52,6095,527,1882,20936,45,22317,922,82,19450,1513,412,40,148,17,4370,17777,110,992,458,104,9415,1,79,3022,1799,559,0,1,129,2234,1040,1833,19,1085,1346,40,57,2592,35,21,2,10,6669,436,2457,1367,896,5938,691,301003,259,611,1228,48,17175,0,9,94,5958,194,220
"CHE",4,226,2026,215,39,1137,38,12,5447,8100,27,25,2357,40,40,144,392,20,85,3474,84,7,461,4478,6,29,8,88,82,9757,0,8,1085,1563,188,424,347,208,1103,2,157,364,209,0,153,1551,34045,10,1323,2160,734,799,627,229,0,48379,51,258,673,10,30037,0,60,9509,47,254,166,50,33,17,62,2200,4,77,7,1,11,571,173,2437,276,2520,333,1263,999,728,479,70,1469,25073,67,145,1174,99,193,27,4176,0,549,36,90,419,334,170,15,1889,8,71,362,115,24,1131,53,134,13,2731,3855,30,56,16,96,17,76,8,10,217,6,746,1,156,6,15,223,55,3930,945,53,1773,6,324,171,940,1200,18,1936,356,34,20407,71,61,45,9,15,808,1431,53,112,102,121,441,0,39,49,288,4832,0,5,9,2106,1110,1837,6,13,197,27,105,2759,17,6,1,0,39,754,9538,49,44,414,143,27111,48,0,626,3,1291,0,1,28,1155,77,43
"CHI",0,0,12,0,2,1,0,0,148,1,0,0,13,0,0,3,0,0,0,0,0,0,0,21,0,0,0,0,0,86,9,0,0,1,0,0,0,0,0,0,0,10,0,0,2,0,19,0,2,0,0,0,0,0,0,94,0,0,0,0,147,0,0,7895,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,1,1,182,0,0,0,2,4,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,2,0,28,0,0,0,0,4,0,0,0,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,161,0,0,2,0,1,0,0,0,37,0,2
"CHL",3,1,4,3,1,30057,1,1,3326,161,0,1,710,0,0,1,11,0,1,1,4,2,1615,3549,1,0,0,1,1,4279,707,0,0,228,2,1,1,2,619,0,0,332,239,0,8,19,1367,0,248,590,6,1553,12,0,0,8810,4,1,45,1,2026,0,2,1765,2,1,0,1,0,0,3,74,1,41,1,0,1,12,150,37,59,75,9,46,89,10,4,19,605,1026,2,34,95,90,2,4,5,0,112,1,1,31,4,5,4,1,1,3,9,7,3,8,1,1,0,2021,29,5,1,0,0,0,2,0,1,0,0,3,1,6,3,1,2,36,410,829,1,111,2,11,275,3370,120,0,61,200,24,97,462,37,2,6,0,37,169,0,4,0,1,7,0,0,45,1,3,0,1,0,31,6,3864,0,0,37,2,1,9,0,0,0,11,1,2,51,4,1,20,456,22886,3,0,2472,0,7,0,0,0,73,0,0
"CHN",176,0,0,0,12,1379,0,32,31169,1356,0,0,803,0,0,13800,57,1,16,0,1,388,66,6595,0,342,61,450,0,108947,1305,1,536,0,0,0,0,49,266,0,14,37,43,0,177,180,8259,0,922,922,0,363,63,15,0,287,42,0,582,97,5205,0,20,46772,7,16,32,0,0,0,0,103,0,50,227,307,152,413238,191,0,40,2919,14214,11173,3016,0,0,56,114,9675,0,2467,82290,307,0,57,2419,0,60666,6,391,1626,0,237,14,334,13,16,111,136,44773,0,0,170,0,906,0,8,41,5459,0,144,0,14,18,3227,0,7796,0,465,12,0,0,27,4715,700,2342,15126,1,303,1910,1005,14543,9,86,562,2406,870,112,0,77,5,0,215,7433,0,30,165,0,63014,16,32,21,0,188,0,0,617,314,27,966,0,9,0,0,37,1313,6,0,187,19,108,0,387,0,88,911,0,366953,1,0,2399,0,3693,0,9,0,3126,19,0
"CIV",0,0,28,0,0,0,0,0,32,34,0,0,417,9315,234121,0,1,0,0,0,0,0,0,0,0,0,0,0,3,617,713,0,3,0,0,4,0,103,0,0,45,0,0,0,0,5,1294,0,166,0,0,0,23,0,20,634,0,0,22,0,10577,0,757,1537,0,13570,25826,0,726,47,0,30,0,0,0,0,0,0,0,0,0,12,1,0,103,0,0,1,3,5733,0,0,1,0,0,0,0,0,0,0,0,0,19027,622,0,0,0,0,0,1,0,3,0,0,0,1,0,50954,0,0,0,0,0,977,0,0,0,0,0,7,0,7600,4999,0,186,55,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,25,0,0,6,2759,0,0,651,0,0,0,0,0,0,0,2,93,0,0,0,4,5015,2,0,0,0,0,0,173,1,0,6,0,0,5216,0,0,0,0,0,0,0,0,87,1,0
"CMR",0,0,1,0,20,1,0,0,49,123,0,0,704,67,5,0,1,2,1,0,0,0,1,8,0,0,0,1,156,1592,2036,0,4,0,34,0,0,1652,1,0,1,4,0,0,15,5,4495,0,87,5,0,11,12,0,0,1133,0,0,16,0,12826,0,8860,2193,0,52,0,13,0,0,415,226,0,0,15,0,0,2,0,0,0,104,0,0,327,0,0,1,23,1882,0,0,9,0,0,0,2,0,4,8,0,0,11,1,0,0,0,0,25,1,0,0,0,4,0,11,0,69,0,0,0,0,0,39,12,1,0,0,4,21,10,199,14755,0,426,103,0,2,0,0,0,1,2,0,12,0,0,149,1,0,10,12,12,0,75,0,0,101,87,0,0,3,0,0,5,0,0,0,6,4,41,0,0,0,22591,210,2,0,0,0,0,1,3,7,0,0,0,0,8801,0,0,1,0,0,0,0,0,239,7,0
"COD",0,0,152197,0,23,0,0,0,134,196,0,13605,13463,0,0,0,4,2,0,0,0,0,0,19,0,0,0,831,8643,6900,2216,0,12,0,0,0,0,66660,0,0,7,1,0,0,132,15,5920,0,177,0,0,0,34,449,0,1455,0,386,174,0,11090,0,1394,5998,0,184,0,0,0,0,0,538,0,0,0,0,0,0,0,0,0,16,0,0,174,0,1,1,0,1235,0,1,0,0,559,0,0,0,0,3,0,1,0,44,0,0,0,0,34,1,0,0,0,0,0,7,0,1,0,0,0,0,458,4,0,0,1558,0,0,4948,0,0,0,13,2112,153,0,0,1,0,0,0,533,0,0,0,0,1302,0,0,0,2,0,0,98,638613,16,2846,176,0,0,0,0,0,0,78491,2,0,1,1,367,102,0,0,121,1086,3,0,0,0,0,0,0,11,53464,11919,0,0,2294,0,0,0,0,0,0,0,2,6391,28086,0
"COG",0,0,6696,0,4,35,0,0,74,111,0,14,728,1109,7,0,2,0,0,0,1,0,4,20,0,0,0,5,1635,291,153,0,13,55,77,554,18370,0,2,0,1,4,29,0,1,24,728,0,53,6,0,2,24,1,0,950,0,0,7,0,20089,0,3487,2032,0,4,4,25,9,1,566,519,0,0,28,0,0,14,1,0,1,38,0,0,859,0,0,1,46,1630,0,0,13,2,1,0,4,0,9,2,0,49,1,120,0,0,0,0,22,2,1,367,0,6,0,17,0,1879,0,0,0,0,4,121,24,2,161,0,7,495,20,10,32,0,311,156,0,4,0,0,1,2,406,0,35,2,0,1447,1,0,19,2,23,0,236,522,1,17,499,2,0,0,0,0,10,0,0,0,17,3,70,22,0,0,827,197,4,0,0,0,0,0,5,13,1961,32,4,0,357,1,0,2,0,1,0,0,0,6098,3368,0
"COL",3090,9,18,6,8,949,0,3,1053,148,0,0,493,0,0,1,10,0,6,0,1,1,505,2047,0,0,0,1,0,6299,1049,0,1639,188,0,0,0,0,0,0,0,2288,185,6,19,28,1939,0,682,1676,2,29293,23,0,0,21503,3,0,139,0,2109,0,0,3613,0,0,0,0,0,0,0,67,0,113,0,0,2,6,500,5,138,82,10,12,20,10,5,26,496,1941,8,23,76,1,0,0,0,0,22,5,0,101,0,2,0,0,0,4,6,3,0,7,0,0,0,2609,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,4,125,2185,843,0,33,0,5,7443,1072,18,0,57,1250,15,190,26,3,0,1,0,36,91,0,25,0,0,1,0,0,68,0,1,0,0,0,34,3,889,0,0,84,0,0,0,0,0,0,0,5,0,25,0,0,25,41,195751,1,0,129361,1,0,12,0,0,149,0,0
"COM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,124,14,0,0,0,0,0,0,2693,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,518,0,0,0,0,0,0,0,0,0,2848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
"CPV",0,0,1912,0,0,6,0,0,11,2,0,0,43,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,82,134,0,0,5,30,0,5,0,0,0,0,0,11,0,0,2,5,0,3,0,0,0,0,0,0,591,0,0,0,0,1591,0,9,78,0,8,18,0,2,113,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,1,0,1,0,0,0,0,289,0,0,0,0,0,0,5,0,0,12,0,1017,42,0,0,0,0,0,0,2,0,0,0,0,7557,0,0,0,0,0,0,13,0,0,0,34,0,0,3,0,0,0,0,536,0,0,0,27,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,4,0,5612,0,0,1,3,0,0,0,0,2,3,0
"CRI",3,1,1,0,1,144,0,1,162,23,0,0,39,0,0,1,5,0,34,0,1,89,64,83,1,0,0,0,0,1342,128,7,216,26,0,1,0,0,731,0,0,0,431,0,1,3,231,0,37,681,2,221,1,0,0,818,0,0,10,0,130,0,0,221,1,0,0,0,0,0,0,7,0,273,1,1,1,193,868,1,56,16,1,4,10,8,1,2,14,355,54,1,21,1,0,0,2,0,18,0,0,6,0,1,0,0,0,1,1,0,1,1,0,0,0,1585,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,16765,166,46,1,2,0,6,2363,288,12,0,31,243,3,6,6,0,0,0,0,5,51,0,1,0,0,3,0,0,2486,0,0,0,0,1,2,1,57,0,0,1,0,0,1,0,0,0,0,2,0,20,0,1,13,22,41037,1,0,287,1,0,0,0,0,6,0,0
"CUB",3,0,86,19,0,498,0,6,87,65,0,0,140,0,0,0,46,0,45,0,34,0,218,647,0,0,0,0,0,1875,343,0,1291,66,0,0,0,27,260,0,38,1016,0,0,6,131,1763,0,72,2139,8,339,0,0,0,21087,1,0,66,0,283,0,0,516,10,0,17,0,0,0,5,72,11,55,2,0,1,41,220,1,313,136,0,0,79,0,0,5,8,3441,454,1,12,6,0,1,1,0,19,0,0,9,4,0,8,0,0,0,5,33,3,0,1,0,0,3444,0,0,0,0,0,0,0,0,0,1,0,0,0,98,0,0,0,129,148,152,0,5,0,0,223,100,9,0,43,4219,0,205,4,0,0,0,0,10,1004,0,0,0,0,8,0,0,8,0,3,0,0,0,88,0,168,0,3,0,0,0,3,1,0,20,0,15,0,21,0,1,118,2,191911,3,0,1233,1,1,0,0,0,338,0,0
"CUW",1072,0,0,0,0,0,0,9,53,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18800,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,224,94,0,0,0,0,0,0,0
"CYP",0,0,0,15,8,14,37,0,2514,38,11,0,21,0,0,24,225,4,0,2,17,0,1,4,0,0,0,1,2,542,43,2,3,74,0,2,23,0,5,0,0,1,2,0,0,33,243,0,24,1,2,0,201,0,0,39,2,3,27,0,160,0,0,8988,378,3,0,0,0,0,0,3175,0,0,0,0,0,1,0,3,0,37,8,112,45,49,12,2,23,43,1,33,5,16,3,3,1,0,1,10,0,92,0,10,0,294,0,5,1,8,0,2,34,0,0,3,1,0,5,2,0,0,0,0,0,0,0,3,0,0,0,0,12,0,47,20,2,11,2,20,1,1,278,0,37,0,2,5,0,9,0,1,0,179,658,0,20,16,0,2,0,0,0,0,88,0,0,0,14,1,86,0,0,112,0,0,14,1,1,0,0,1,1,988,4,1,150,0,1443,8,0,5,0,3,0,0,1,477,5,7
"CZE",0,7,6,7,1,460,25,0,1594,4509,8,0,46,1,0,1,239,1,0,54,75,0,5,158,0,0,0,0,0,2014,1090,0,57,57,1,0,1,2,11,0,0,1,47,0,78,0,22507,0,32,3,13,31,23,0,0,594,4,2,48,0,1585,0,0,1787,27,2,1,0,0,0,1,732,0,0,0,0,0,1,0,295,1,727,4,10,1371,9,10,23,19,1359,0,7,8,71,1,9,4,0,4,2,0,7,0,4,0,1,0,14,11,69,0,4,60,1,0,61,23,1,14,0,4,10,0,0,0,0,1,1,0,12,0,0,3,1,647,237,1,286,0,4,7,11,2,0,1874,0,4,47,1,2,0,1,0,441,2340,0,1,2,1,1,0,0,0,0,200,0,0,0,31966,60,51,0,0,15,0,1,2,3,3,0,0,0,6,272,0,1,1273,1,12204,16,0,43,0,664,0,0,4,223,1,0
"DEU",113,5191,164,3899,156,2435,902,78,34070,53315,832,24,29752,124,151,655,3878,16,98,11410,1850,48,890,10644,14,47,3,271,8,62619,79847,29,2689,5323,285,667,1000,168,1659,0,35,1033,716,0,1617,11975,0,9,13059,3889,1624,1592,2187,334,0,139231,1424,1751,2967,0,67206,0,51,106087,595,2739,253,76,222,2,86,96956,1,124,7,3,12,1395,598,21348,378,18643,1416,4516,6672,13543,3815,676,10719,64156,225,1332,5525,24535,302,3095,7720,0,5678,74,216,5096,2883,905,54,4091,0,1427,2402,3613,4,8508,1249,71,18,12086,4829,78,381,53,3600,7,3,2,11,69,1,3109,1,1524,12,71,1781,136,46050,6221,144,4211,12,4425,420,1639,4520,1,91286,2848,202,25642,684,63,129,29,15,25698,117025,49,454,77,289,872,0,414,80,680,54024,0,0,50,5297,8191,15112,0,6,2179,36,904,7009,586,443,3,0,239,3366,272909,139,131,13134,348,338005,2962,3,1760,1,11194,0,26,153,12823,57,4
"DJI",0,0,0,0,6,0,0,0,44,2,0,0,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,344,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,0,22,0,15,0,86,2,0,43,0,2624,6,0,1019,0,0,205,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,20,0,0,0,0,177,0,0,0,0,3,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,8683,0,0,0,0,0,0,39,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,56,0,0,0,0,0,0,0,111,10,0,0
"DNK",1,154,14,6,24,194,35,0,1881,349,12,8,818,3,2,40,54,10,20,1380,92,1,55,296,2,1,3,48,2,2943,704,1,215,332,22,9,12,6,199,3,1,27,13,0,46,58,5705,9,0,39,84,64,149,6,0,3819,55,104,559,2,1589,0,1,5793,6,80,7,3,32,2,0,219,0,8,3,0,7,105,12,229,11,313,71,419,300,1197,820,1156,566,634,11,77,218,11,84,2,55,0,997,61,3,961,32,88,1,559,4,65,445,120,2,406,7,2,1,196,124,2,28,6,174,1,8,1,3,10,4,51,0,21,2,1,44,15,1246,6179,8,642,2,970,24,91,893,1,1308,2,27,194,5,21,1,6,1,142,864,5,54,14,6,80,0,19,4,560,679,0,0,2,117,49,9809,4,1,95,0,8,811,17,1,0,1,14,63,3927,44,67,85,21,9342,8,1,76,0,915,0,1,16,620,25,14
"DOM",927,0,0,0,1,876,0,570,48,330,0,0,259,0,0,0,38,3,96,1,0,1,46,154,0,0,1,0,1,1860,1000,0,316,500,0,0,0,0,652,0,0,479,876,0,2,3,1802,0,29,0,0,164,1,0,0,16513,0,0,18,0,470,0,0,276,0,0,0,195,0,0,0,32,1,58,41,0,4,1,150,0,23451,20,0,34,12,9,1,2,26,2563,44,6,157,1,0,0,81,0,74,0,0,73,0,1,16,0,0,0,4,0,0,3,1,0,0,705,1,0,3,0,0,0,0,0,46,0,0,5,0,1,0,0,5,54,1397,109,0,1,0,19,2647,256,14,0,63,23147,0,37,9,12,0,0,0,3,38,0,4,0,0,0,0,0,39,0,16,0,0,9,0,1,75,0,0,10,0,0,0,0,0,0,0,12,0,14,0,0,15,192,236157,0,0,3598,1174,0,0,0,0,36,0,0
"DZA",1,0,0,12,265,48,0,5,710,222,0,0,2904,0,0,7,78,26,1,0,93,3,8,73,2,1,0,1,97,11968,1524,3,35,27,0,0,47,0,17,0,1,20,7,0,25,105,6308,8,394,33,0,31,460,0,39936,11088,3,31,215,0,180446,0,18,5367,15,3,1,37,0,0,4,308,0,0,31,0,2,53,29,4,2,252,175,2,486,14,913,15,11498,5457,14,1430,22,7,123,1,6,0,106,266,0,748,19,803,3,1,0,0,33,15,0,1071,0,2,0,1019,0,64,15,0,0,0,0,153,36,1,0,258,3,80,179,184,0,35,1627,337,0,35,5,0,13,11,158,0,158,295,0,226,3,3817,202,23,7,4,2008,0,767,499,340,615,0,1,0,616,27,0,0,0,67,31,489,0,0,1117,121,0,30,17,0,0,0,14,1266,447,0,441,21,3,8421,4,0,50,0,11,0,1,307,161,0,0
"ECU",1,2,3,2,0,698,1,0,196,71,0,0,216,0,0,0,7,0,5,0,0,0,286,591,0,0,0,0,0,2086,572,0,3897,117,0,2,0,0,7976,0,0,334,135,0,1,20,880,0,109,276,2,0,4,0,0,13187,0,0,16,0,295,0,0,1218,0,2,0,0,1,0,0,9,0,27,0,0,0,5,194,3,4,40,3,9,29,8,1,3,24,7035,1,3,32,1,0,0,0,0,37,0,0,15,0,0,0,0,0,0,0,0,0,2,0,0,0,838,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,25,219,113,0,5,0,2,500,787,297,0,18,267,22,106,11,3,0,0,0,10,95,0,4,0,0,0,0,0,27,0,0,0,0,0,15,13,127,0,0,3,0,0,0,0,0,0,0,2,0,8,0,0,17,38,107927,1,0,5268,0,2,0,0,0,7,0,0
"EGY",4,20,15,58,69878,166,13,9,9205,2495,4,3,558,11,16,53,35,7065,3,4,90,3,12,1338,2,12,0,7,19,14357,1201,2,45,119,33,14,12,6,54,64,1,22,0,0,1181,104,5016,37,563,32,121,42,0,31,0,1933,7,85,229,0,6779,0,5,7591,3,34,55,6,3,6,4,15481,0,3,7,0,2,90,28,14,2,325,257,118,464,39,2198,13,7012,7658,14,57326,786,46,27,14,331,0,187,31186,0,43340,61,3925,3,30,0,1,24,20,2,282,6,8,4,1054,359,21,161,1,0,0,1,34,6,1,2,501,7,61,5,14,81,0,3937,214,0,869,2881,85,37,13,503,0,140,347,13,184,10,7621,5,163,8,28,2575,4,45959,3526,34,797,0,7,16,636,30,0,0,1,150,35,726,0,1,1083,47,10,185,9,4,0,0,15,272,340,10,25,49,4,61521,18,0,58,0,37,0,1,1528,1483,13,2
"ERI",0,0,237,0,2716,0,0,0,929,29,0,90,1,0,0,0,1,277,0,0,0,0,0,4,0,0,0,5,0,2303,2610,0,2,9,0,0,107,1,0,8,0,0,0,0,1,1,2487,7,42,0,0,0,146,0,0,136,0,1077,7,0,101,0,0,4280,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,5,0,8,35,0,194,0,44,4317,0,11,0,0,751,0,0,0,0,1253,0,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,218,0,0,0,25,0,1,7,0,0,0,0,182,508,0,11,0,0,0,0,2,0,1,0,0,176,0,0,0,267,0,0,0,64,21,130736,0,0,0,0,0,184,0,610,1,0,0,0,1436,1,0,0,0,0,0,0,0,0,0,0,0,0,39,103,0,0,11617,0,0,13,0,0,0,0,801,618,16,13
"ESH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11224,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,66,0,2,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",3,3,210,38,14,21941,51,2,2380,691,10,1,6713,6,19,44,266,2,8,66,24,2,496,8283,1,1,0,1,6,2141,8766,11,2777,569,46,75,94,30,3360,0,155,311,4045,0,31,133,25088,0,864,3723,1395,1889,173,1,0,0,8,16,531,1,68858,1,75,14718,20,85,359,13,316,75,2902,240,7,218,6,1,1,589,280,48,161,213,89,566,755,249,81,47,606,4087,5,133,554,11,29,5,8,0,293,12,3,141,172,76,1,7,0,101,410,16,57,16733,10,9,0,4231,8,69,17,1,0,1,14,104,10,12,2,13,1,58,22,4,205,182,4190,684,6,98,2,346,504,3353,1159,1,871,548,4,6196,267,5,16,4,16,421,687,4,38,5,406,110,0,47,182,2,31,0,4,3,98,19,1482,0,1,217,2,8,54,1,1,0,0,4,84,270,4,8,131,4349,14987,11,0,14954,1,59,0,0,0,258,5,5
"EST",0,1,0,0,0,24,63,0,232,30,225,0,7,0,0,0,9,0,0,0,2501,0,0,1,0,0,0,0,0,716,52,0,6,13,0,0,0,0,2,0,0,0,1,0,10,46,2367,0,60,0,0,1,3,0,0,36,0,0,873,0,103,0,0,268,140,0,0,0,0,0,0,117,0,0,0,0,0,0,0,1,0,68,0,4,249,0,0,3,80,81,0,1,6,965,0,371,0,0,10,0,0,0,0,2,0,0,0,414,2,1292,0,0,141,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,37,42,0,4,0,0,0,1,0,0,146,0,0,54,0,0,0,0,0,3,36440,0,0,0,0,0,0,0,0,0,1,0,0,0,23,1,1078,0,0,0,0,0,0,99,88,0,0,0,0,36,0,0,5592,0,2189,422,0,5,0,0,0,0,0,12,0,0
"ETH",0,0,0,0,2757,12,0,13,2326,264,0,2,314,0,0,0,6,282,0,0,4,0,1,0,0,0,0,0,481,6966,1412,0,4,0,0,0,880,0,0,0,0,0,0,0,13,8,3884,7770,5005,0,4293,0,4106,3499,0,329,0,0,1662,0,935,0,0,18487,0,3,0,0,0,0,0,440,0,0,0,0,0,0,0,0,0,144,0,0,322,0,74,5,9340,1602,0,67,0,0,4814,0,0,0,0,1306,0,22,0,21876,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,124,0,50,0,11,0,16,9620,3305,0,1048,23,0,0,0,0,0,9,0,0,2,0,0,0,308,0,0,68,9,10930,37430,0,0,0,0,0,62734,0,215622,0,0,3,3,4720,3,0,63,618,0,12,0,0,0,0,0,0,28,19,2362,0,0,31971,0,0,7,0,0,0,0,5588,3762,0,0
"FIN",0,13,7,2,3,34,1,0,1212,154,2,0,1098,0,0,25,41,0,0,8,805,0,9,77,1,0,0,0,0,1854,477,0,55,148,3,2,14,1,37,0,0,9,9,0,87,104,2291,2,790,21,34,23,51,0,0,3312,1033,44,0,1,653,0,0,3721,10,19,1,0,8,0,0,145,0,2,0,0,1,3,4,16,0,314,10,87,340,141,151,50,113,759,3,8,241,61,15,38,52,0,18,4,0,19,4,71,0,24,0,19,247,44,0,65,4,0,0,147,0,0,17,3,0,2,1,0,0,2,0,22,0,16,0,1,19,3,720,2640,5,9,0,28,6,26,425,0,152,22,0,160,1,1,0,1,0,46,4259,1,12,0,2,11,0,3,1,160,5,0,0,0,62,6,33476,0,0,10,0,1,145,7,3,0,0,2,23,654,8,1,127,4,5283,32,0,19,0,267,0,0,3,63,5,1
"FJI",0,0,0,0,1,0,0,0,14647,1,0,0,4,0,0,149,0,0,0,0,0,0,1,1,0,0,0,0,0,7883,6,0,6,118,0,0,0,0,0,0,0,0,0,0,2,2,1,0,9,0,0,0,0,0,0,79,0,0,2,0,20,0,0,1847,0,0,0,0,0,0,0,1,0,0,0,0,0,40,0,0,0,1,0,196,15,0,0,0,1,7,0,0,13,0,0,0,1,62,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,7,11,0,10935,0,163,0,0,5,8,0,0,0,1,0,0,9,0,0,0,0,0,2,0,0,9,62,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,3,0,0,0,268,0,0,1,0,0,0,0,15724,0,0,0,0,1,22,97,0,15,0,0
