"","ABW","AFG","AGO","ALB","ARE","ARG","ARM","ATG","AUS","AUT","AZE","BDI","BEL","BEN","BFA","BGD","BGR","BHR","BHS","BIH","BLR","BLZ","BOL","BRA","BRB","BRN","BTN","BWA","CAF","CAN","CHE","CHI","CHL","CHN","CIV","CMR","COD","COG","COL","COM","CPV","CRI","CUB","CUW","CYP","CZE","DEU","DJI","DNK","DOM","DZA","ECU","EGY","ERI","ESH","ESP","EST","ETH","FIN","FJI","FRA","FSM","GAB","GBR","GEO","GHA","GIN","GLP","GMB","GNB","GNQ","GRC","GRD","GTM","GUF","GUM","GUY","HKG","HND","HRV","HTI","HUN","IDN","IND","IRL","IRN","IRQ","ISL","ISR","ITA","JAM","JOR","JPN","KAZ","KEN","KGZ","KHM","KIR","KOR","KWT","LAO","LBN","LBR","LBY","LCA","LKA","LSO","LTU","LUX","LVA","MAC","MAR","MDA","MDG","MDV","MEX","MKD","MLI","MLT","MMR","MNE","MNG","MOZ","MRT","MTQ","MUS","MWI","MYS","MYT","NAM","NCL","NER","NGA","NIC","NLD","NOR","NPL","NZL","OMN","PAK","PAN","PER","PHL","PNG","POL","PRI","PRK","PRT","PRY","PSE","PYF","QAT","REU","ROU","RUS","RWA","SAU","SDN","SEN","SGP","SLB","SLE","SLV","SOM","SRB","SSD","STP","SUR","SVK","SVN","SWE","SWZ","SYC","SYR","TCD","TGO","THA","TJK","TKM","TLS","TON","TTO","TUN","TUR","TZA","UGA","UKR","URY","USA","UZB","VCT","VEN","VIR","VNM","VUT","WSM","YEM","ZAF","ZMB","ZWE"
"FJI",0,0,0,0,3,0,0,0,22788,9,0,0,8,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,8225,45,0,14,119,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,0,0,0,9,0,0,5,0,55,0,0,2220,0,0,13,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,173,3,0,0,0,0,20,0,0,4,0,0,0,0,91,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,12,0,20719,1,218,0,0,0,161,0,0,0,0,0,0,3,0,0,0,1,0,3,0,0,1,160,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,15567,0,0,0,0,0,154,39,0,40,0,0
"FRA",11,475,2615,566,2215,3003,2341,26,13240,7454,792,236,58566,2111,984,535,3701,596,93,1099,1362,3,588,13150,17,7,9,8,2723,102444,75775,442,5383,12814,7912,7979,7649,9194,3250,3880,2119,202,528,29,387,3626,117089,704,3551,4317,166059,1321,3868,126,131,63317,764,956,1615,14,0,0,7383,51384,881,803,2282,6102,276,314,6044,2732,1,453,3302,1,353,462,156,1550,8556,3029,553,5268,2452,2541,1534,227,11804,136910,47,1189,6283,5214,171,125,6440,1,3090,1891,3816,7652,112,871,470,4379,5,349,20000,359,19,108161,1377,18066,98,3277,481,6827,493,47,330,220,209,1292,4726,5131,32,273,2238,159,10313,546,788,81,13863,4116,87,1474,1125,2607,320,1453,1721,64,18925,31,8,102514,185,106,2302,263,59954,18429,28685,603,644,340,11202,240,1,151,138,181,10674,19,29,2154,2588,587,4745,2,125,1723,1066,2439,2985,49,56,3,7,44,46553,36722,104,99,7460,1021,46294,530,3,1608,29,13536,278,3,58,9802,89,57
"FSM",0,0,0,0,0,1,0,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,45,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1183,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,12,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3488,0,0,0,0,0,0,2,0,0,0,0
"GAB",0,0,111,0,2,0,0,0,26,9,0,13,213,3427,421,0,2,0,0,0,0,0,0,12,0,0,0,0,1,429,113,0,5,28,401,3354,613,1876,0,0,7,0,0,0,0,2,178,0,3,0,9,0,0,0,1,197,0,0,5,0,6332,0,0,97,0,490,2697,1,21,2,52579,2,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,3,150,0,0,3,0,0,0,0,0,15,1,0,194,2,1,0,0,0,0,1,0,0,55,0,0,0,0,0,4432,0,0,0,0,0,34,1,0,3,0,0,1,1,34,1837,0,28,1,0,0,0,0,0,0,0,0,1,0,13,246,0,0,0,0,3,0,1,16,5,3,1766,0,0,2,0,0,0,1,484,0,0,0,15,0,0,2,419,1743,0,0,0,0,0,0,18,1,7,3,0,0,80,0,0,0,0,0,0,0,0,209,3,0
"GBR",98,4289,1436,730,4838,1246,264,705,181115,7491,269,342,7515,64,44,24819,4643,802,880,606,1906,232,409,6076,2353,639,25,408,29,63686,13610,9662,1690,22104,546,706,1507,662,2361,12,90,151,213,70,14934,5312,108654,139,6515,195,2370,1081,3811,1257,0,49893,1128,1920,3478,494,42457,0,53,0,254,11172,180,65,691,140,178,7344,754,142,24,6,1753,12086,101,1011,38,6316,5027,81755,75102,7904,10745,460,5900,32355,14535,2152,7401,2608,15420,198,120,13,1993,2080,56,1852,302,2261,1053,11200,87,16004,2590,4694,61,2155,316,128,280,1396,246,43,5490,1180,129,159,815,10,36,4033,1694,7386,4,602,30,26,17426,42,14574,8509,1991,44550,1934,55746,413,892,13743,3246,73297,41,1154,18011,96,84,26,1051,57,20690,20506,374,3646,1655,137,4760,71,2334,87,11915,1120,62,56,71,6289,374,8567,125,353,780,49,142,3799,103,87,188,16,2561,583,12784,3107,4758,5740,323,134491,549,703,1107,108,3267,38,26,2076,44854,3816,11785
"GEO",0,4,0,1,0,2,16051,0,59,353,10190,0,143,0,0,0,105,0,0,0,2050,0,0,7,0,0,0,0,0,580,238,0,1043,7,0,0,0,0,0,0,0,1,1,0,1593,191,2095,0,23,0,2,0,0,0,0,814,408,0,35,0,748,0,0,213,0,0,0,0,0,0,0,7944,0,0,0,0,0,0,0,0,0,27,0,3,24,13,0,2,910,3169,0,0,0,1107,0,399,0,0,0,0,0,1,0,0,0,0,0,83,0,165,0,0,122,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,55,59,1,0,0,8,5,2,0,0,58,0,0,113,0,0,0,0,0,60,114092,0,0,0,0,0,0,0,0,0,5,0,0,0,15,3,253,0,0,0,0,0,0,95,29,0,0,0,0,674,0,0,16242,0,2561,126,0,1,0,0,0,0,0,0,0,0
"GHA",0,0,0,0,2,0,1,13,2569,1118,0,0,4346,5292,8366,0,9,0,20,0,1,0,4,31,0,0,0,0,0,8697,1053,0,9,26,17645,20,4,8,0,0,17,0,0,0,31,145,11834,0,815,0,2,15,27,0,0,1593,11,3,922,0,2501,0,2606,44893,0,0,426,0,133,1,0,165,0,0,0,0,0,0,0,0,0,48,0,88,108,0,1,30,5,21473,0,5,765,5,1,0,0,0,0,2,0,181,4192,77,7,2,29,0,0,0,0,0,0,0,0,0,0,1034,51,0,0,0,0,25,0,0,0,0,0,47,0,737,49820,0,4789,780,0,1,0,7,0,0,8,0,17,0,0,87,0,0,0,2,0,54,217,34,3,3,210,0,0,418,0,0,9,0,0,0,11,26,1237,0,0,5,2,18806,0,0,0,0,0,0,0,48,1,0,6,0,71301,0,0,5,0,0,0,0,0,5411,65,0
"GIN",0,0,324,0,1,18,3,1,1846,410,0,0,15294,657,1541,0,24,1,3,0,12,1,12,177,0,0,0,0,4,13050,2041,0,43,73,75285,3378,0,795,3,0,604,0,328,1,1,105,4553,0,202,5,2,21,75,0,1145,6833,3,0,163,0,30302,0,5837,3409,0,6127,0,0,17686,3906,14,22,0,5,4,0,1,2,6,1,4,56,1,0,51,0,2,20,22,5895,0,3,34,87,0,0,0,0,303,3,0,5,21662,15,0,0,0,0,41,0,0,897,0,4,0,8,0,27453,3,0,0,2,0,4028,0,1,0,0,2,51,11,2365,5175,1,2571,498,0,7,3,0,7,1,0,2,60,0,2,5903,0,13,0,1,107,118,415,0,20,7,22059,0,0,27691,0,0,1,2,0,2,5,9,809,6,0,2,6,2989,0,0,0,0,0,1,43,14,0,0,69,18,39210,3,0,1,4,1,0,0,0,644,6,0
"GLP",1,0,0,0,3,12,1,53,223,71,0,0,581,0,0,0,36,10,43,0,0,0,4,114,2,0,0,0,1,2020,1089,3,1076,3,0,1,0,32,4,1,1,0,0,59,4,40,1015,0,47,3586,24,18,2,0,3,48,12,0,19,0,7334,0,99,351,0,1,2,0,0,0,139,6,0,4,1109,0,16,4,3,5,2012,29,0,25,4,0,7,3,138,744,0,17,66,0,0,0,0,0,18,38,0,136,0,1,68,0,0,1,315,0,0,195,1,53,2,24,0,223,8,0,3,1,0,0,1632,8,0,0,21,2,154,0,0,0,208,52,0,24,26,0,6,1,0,1,90,1,0,647,0,1,3,2,1497,118,39,0,3,0,2,0,0,0,0,0,15,0,0,12,28,0,55,0,1,34,4,0,0,0,0,0,0,0,59,116,0,0,1,6,997,0,0,2,33,1,3,0,0,146,0,0
"GMB",0,0,0,0,0,0,0,0,95,455,0,0,598,0,8,0,5,0,0,0,0,0,0,27,0,0,0,0,0,871,865,0,4,0,1565,7,0,20,0,0,123,0,0,0,0,16,2799,0,436,0,0,22,7,0,39,7717,0,0,689,0,1451,0,43,5865,0,891,3946,0,0,2112,0,5,0,0,0,0,0,0,0,0,0,8,0,0,26,0,0,7,0,3742,0,0,0,0,0,0,0,0,0,0,0,0,478,3,0,0,0,0,0,0,0,3,0,0,0,0,0,1441,0,0,0,0,0,331,0,0,0,0,0,52,0,9,15,0,473,735,0,0,0,0,0,0,0,0,0,0,0,861,0,0,0,0,0,0,6,0,0,0,14243,0,0,478,0,0,0,0,0,0,0,19,3296,0,0,0,0,528,0,0,0,0,0,0,1,0,0,0,0,0,15855,0,0,0,0,0,0,0,0,11,0,0
"GNB",0,0,15,0,0,0,0,0,8,29,0,0,133,0,0,0,1,0,0,0,0,0,0,418,0,0,0,0,0,263,403,0,3,0,57,1,0,1,0,0,1931,0,0,0,0,10,11,0,28,0,0,1,9,0,506,914,0,0,4,0,1096,0,3,592,0,1,869,0,1542,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,438,0,0,1,0,0,0,0,0,1,0,0,0,211,52,0,0,0,0,13,0,0,0,0,0,0,0,0,55,0,0,0,0,1,169,0,0,0,0,0,0,0,0,1,0,83,38,0,0,0,0,0,0,0,0,0,0,0,11890,0,0,0,0,2,0,73,0,0,0,4341,0,0,356,0,0,0,0,0,0,0,13,52,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,21,0,0
"GNQ",0,0,3,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,5,0,0,0,0,219,0,92,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1261,0,0,1,0,279,0,4860,14,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"GRC",0,807,2,44225,91,198,4793,4,16113,2623,1248,14,4843,2,8,982,11530,10,28,38,1846,2,8,775,1,0,0,1,42,11851,6786,3,335,443,38,69,26,155,65,8,1,10,43,0,7521,1544,87188,5,1145,81,142,55,3689,29,0,1286,197,295,857,1,3840,0,5,14089,10125,72,22,1,8,1,2,0,0,7,0,0,1,6,10,91,9,615,57,1230,169,289,542,33,825,15088,1,750,89,9962,49,105,2,0,51,48,4,588,6,349,0,99,0,77,794,89,0,246,1897,18,8,87,1503,25,99,2,87,5,9,9,1,5,1,14,1,4,1,3,304,17,6210,1677,4,95,14,3775,91,36,979,15,2610,2,5,247,9,95,1,220,11,7617,53172,10,199,208,63,15,0,24,5,79,721,4,1,1,733,120,6335,2,2,842,5,3,46,33,45,20,0,2,86,12729,36,15,11969,37,24014,1594,1,197,1,25,19,37,6,7859,35,36
"GRD",23,0,0,0,0,1,0,37,11,3,0,0,0,0,0,0,0,0,9,0,0,0,0,4,61,0,0,0,0,1190,5,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,82,0,0,0,0,1,0,0,1536,0,0,2,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,1,0,0,0,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,764,0,0,0,0,0,0,3079,0,61,46,214,0,0,0,0,0,0,0
"GTM",0,0,0,0,0,65,0,0,126,93,0,0,118,0,0,0,1,0,7,0,0,5357,28,91,0,0,0,0,0,3369,232,0,185,68,0,0,0,0,160,0,0,449,66,0,0,13,515,0,39,60,0,122,4,0,0,1064,7,0,18,0,413,0,0,169,0,0,0,0,0,0,0,4,0,0,2,0,0,0,2698,0,1,2,4,0,14,2,0,7,14,528,35,3,18,0,0,0,0,0,177,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902,160,72,0,0,0,3,271,51,10,0,0,50,0,10,5,3,0,0,0,0,0,0,3,0,0,0,0,0,2534,0,0,0,0,0,0,0,99,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,16,167740,0,0,72,0,0,0,0,0,51,0,0
"GUF",6,0,0,0,1,1,0,6,6,1,0,0,99,0,0,1,0,0,6,0,0,0,0,2147,4,0,0,0,0,7305,9,0,10,130,0,0,0,0,0,0,0,2,0,9,0,0,9,0,1,92,10,0,0,0,0,12,0,0,0,0,2648,0,1,45,0,0,0,368,0,0,0,0,0,3,0,0,254,0,0,0,1922,0,0,0,1,0,0,0,2,38,0,0,3,0,0,0,0,0,0,0,77,0,0,0,151,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,617,0,0,0,0,0,2,0,0,0,824,1,0,0,0,0,0,44,1,0,1,0,0,6,1,0,1,0,80,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2431,0,0,1,0,0,0,0,0,12,0,0,0,0,4,0,1,0,0,0,0,336,0,0,7,34,0,0,0,0,2,0,0
"GUM",1,0,0,1,56,4,0,4,412,32,0,0,19,0,0,0,10,9,13,0,0,6,4,67,1,1,0,0,0,2026,72,0,38,437,0,0,0,0,10,0,0,3,0,1,6,25,288,0,29,2,1,46,0,0,0,64,3,0,12,0,80,1134,1,94,0,0,0,0,0,0,0,10,0,16,0,0,2,66,17,1,4,16,4,0,3,0,0,3,70,143,2,2,713,34,0,0,0,0,842,71,1,1,0,0,1,0,0,0,4,0,31,3,0,0,2,11,0,0,4,0,0,5,0,0,0,0,0,80,0,1,0,0,0,0,44,33,0,50,23,0,17,6,4009,13,13,337,6,13,0,15,0,98,0,3,27,0,147,0,0,7,0,0,3,0,1,0,0,1,6,2,30,0,0,0,0,0,0,1,0,0,0,0,1,6,0,0,9,2,3846,0,0,0,38,50,0,0,0,21,1,0
"GUY",35,0,0,0,0,0,0,1542,71,5,0,0,27,0,0,0,0,0,292,0,0,0,1,689,1053,0,0,0,0,11298,23,0,12,119,0,0,0,0,2,0,0,2,0,91,0,0,0,0,17,3,0,0,0,0,0,11,1,0,6,0,745,0,0,4876,0,0,0,13,0,0,0,1,62,0,733,0,0,0,0,0,0,4,0,0,2,0,0,2,0,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,377,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,8,0,0,0,0,8,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6288,0,0,10,0,0,0,0,0,0,0,0,0,0,802,0,0,0,0,0,0,41673,0,44,836,1,0,0,0,0,31,0,0
"HKG",0,2,0,0,104,4,1,0,17844,117,0,0,11,0,0,99,4,9,9,0,2,22,1,37,0,55,0,1,0,43687,116,2,57,347970,0,0,0,0,5,0,0,335,0,28,4,16,531,0,133,1,0,35,1,0,0,105,1,0,6,0,428,2,0,30181,0,0,0,0,0,0,0,6,0,0,0,5,0,0,1,1,1,8,15334,2052,272,0,0,1,4,259,0,12,2114,9,0,0,14,0,740,35,3,1,0,3,0,76,0,0,4,0,9724,0,1,0,1,9,0,1,5,7,0,3,0,0,0,7,0,1602,0,1,0,0,0,0,152,378,636,1139,12,866,71,4,12809,6,4,1,48,117,0,0,0,35,1,8,90,0,184,0,0,7567,0,0,1,0,1,0,0,1,2,0,85,0,0,0,0,0,2170,0,0,0,0,0,0,10,0,0,10,1,44123,1,0,57,0,1241,0,0,0,1128,0,0
"HND",0,0,0,0,0,23,0,1,64,21,0,0,83,0,0,0,0,0,7,0,0,1725,36,45,0,0,0,0,0,2204,168,0,171,49,0,0,0,0,105,0,0,524,47,0,0,13,296,0,27,58,0,137,0,0,0,11907,1,0,24,0,81,0,0,100,0,0,189,0,0,0,0,6,0,2249,0,0,0,0,0,0,4,1,0,0,1,0,0,4,8,780,20,8,12,0,0,0,0,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1819,83,23,0,0,0,0,225,40,0,0,0,201,5,0,3,8,0,0,0,0,2,0,0,0,0,0,0,0,1867,0,0,0,0,0,0,5,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,96210,0,0,39,0,0,0,0,0,0,0,0
"HRV",0,0,0,15,1,123,6,0,6956,14587,0,0,198,0,0,0,101,0,0,32868,37,0,9,193,0,0,0,0,0,7229,4674,0,337,53,0,0,0,0,12,0,0,3,0,0,19,925,61836,0,427,0,7,26,39,0,0,252,32,0,109,0,1414,0,0,2244,1,0,14,0,0,0,0,82,0,0,0,0,0,0,1,0,0,432,3,7,64,5,23,39,10,5856,0,50,9,128,0,1,0,0,4,0,0,22,0,18,0,0,0,3,259,6,0,4,19,0,1,11,1505,86,48,0,4974,0,0,0,0,0,0,0,0,1,0,0,3,0,222,1079,0,201,0,0,21,16,8,0,278,0,0,47,0,3,0,0,0,110,933,0,2,7,0,0,0,0,0,0,56987,0,0,0,507,8804,3255,0,0,21,0,0,0,0,1,0,0,0,1,176,0,0,218,4,6334,17,0,46,0,0,0,0,0,778,6,0
"HTI",175,0,0,0,0,49,0,6,14,29,0,0,207,0,0,0,1,0,4094,0,0,9,2,9,4,0,0,0,0,15717,229,0,32198,35,0,0,0,0,88,0,0,33,148,252,0,4,365,0,19,145227,0,20,0,0,0,209,0,0,1,0,8276,0,0,36,0,0,16,1411,0,0,0,4,0,3,2441,0,0,0,15,0,0,0,0,0,1,0,0,5,0,241,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,2,152,9,0,0,0,0,58,31,0,0,0,112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,77656,0,0,401,164,0,0,0,0,0,0,0
"HUN",0,76,9,16,20,128,44,0,2590,10760,24,0,1728,2,0,7,291,2,1,54,253,0,9,375,0,0,0,1,1,4794,9161,1,219,1267,2,18,3,8,38,0,0,12,68,0,87,1492,37521,0,1283,7,79,59,100,1,0,2240,140,16,799,0,2386,0,3,7062,39,13,3,0,1,1,0,415,0,2,0,0,0,3,1,379,0,0,24,116,1009,227,123,71,1901,4128,3,185,165,544,9,21,8,0,176,14,4,69,3,67,0,5,1,28,312,45,0,20,57,4,0,90,38,2,71,1,18,160,2,0,0,5,0,12,0,2,0,1,116,2,3912,1564,4,188,2,29,12,26,52,2,650,1,0,164,2,11,0,6,1,21741,7845,2,43,17,2,9,0,3,1,38,2908,0,0,0,7391,128,2198,0,0,131,0,2,76,3,2,0,0,1,21,373,5,3,4054,11,10194,52,0,129,0,364,0,0,30,131,2,3
"IDN",0,2,0,0,44403,4,2,0,23353,571,0,0,1024,0,0,17639,32,2844,15,0,0,0,3,460,0,752,0,0,0,5573,1466,4,118,23345,0,0,0,0,24,0,0,3,0,72,67,137,7937,0,453,0,539,32,286,0,0,470,13,0,328,0,1795,0,0,7190,0,0,0,0,0,0,0,122,0,19,0,0,0,37382,1,8,1,100,0,1420,43,0,35,53,5,1462,0,14368,22621,3,0,0,15,0,16851,21292,0,1002,0,1753,0,39,0,0,2,2,2,0,0,0,1,50,0,1,20,0,0,2,0,0,0,0,0,156459,0,30,123,0,0,0,31319,643,0,1590,30089,1001,50,6,908,22093,43,1,544,123,0,18,2,10850,0,0,117,0,367443,0,0,36565,7,0,0,0,11,0,0,0,26,30,852,0,57,235,0,0,2618,0,0,2339,0,0,1,379,0,0,1,0,34037,0,0,8,0,2414,0,0,0,1057,0,1
"IND",110,27866,0,0,570733,20,11,37,199863,6579,0,0,9494,0,0,353730,222,74027,258,0,90,265,35,469,172,3114,4942,565,0,331978,11607,5,732,17179,0,0,0,1,45,0,0,12,0,259,1101,1392,30171,0,4809,39,1,111,124,33,0,8791,326,0,3616,292,18564,0,3,274910,22,264,37,24,0,0,3,3243,0,4,1,0,1,5690,3,23,1,565,3218,0,4331,367,385,118,6874,73948,310,1024,12534,501,266,1,13,0,2918,365354,8,541,151,636,84,18409,82,5,112,87,59,4,0,715,10054,1271,0,3,229,9372,0,72,606,0,0,3683,288,25182,0,239,3,0,76,4,10747,6525,86514,29108,560511,373114,1689,830,1827,266,335,12,158,3798,0,33,5,296360,34,108,5399,0,581968,164,0,37582,0,445,3,0,104,173,0,4,102,101,10774,0,2736,1,0,0,2314,320,1,0,48,211,2,220,834,421,2769,2,1066258,11,0,34,4,734,0,0,0,11261,1905,0
"IRL",2,20,100,29,60,68,52,2,36428,1560,13,5,2274,5,1,346,561,13,33,55,937,3,34,1478,4,4,1,62,2,11284,3624,1029,240,1734,14,37,7,278,39,0,1,8,10,5,343,3032,20179,1,1480,16,77,115,78,4,0,5815,655,21,1311,2,4836,0,8,96857,42,59,9,2,5,0,7,266,1,20,11,1,4,431,7,83,2,1933,35,2328,0,56,173,76,187,4913,14,100,614,1076,51,55,1,0,124,43,5,42,11,53,8,25,4,4720,994,3171,15,45,621,5,4,125,73,4,291,7,6,52,8,1,1,399,11,433,1,27,9,14,2337,5,4092,3666,10,3755,19,1111,43,39,1800,122,18718,3,21,1206,4,18,1,20,114,3502,9517,8,80,66,3,52,0,23,6,57,44,1,0,14,2941,86,2131,3,2,17,2,13,66,6,2,0,0,12,19,270,13,13,2668,55,20918,70,1,27,6,77,1,1,5,12047,52,265
"IRN",0,318075,0,0,84,17,6544,0,37557,7558,2737,0,6558,0,0,0,211,7,0,0,150,0,18,244,0,0,0,0,0,77386,8897,0,101,0,0,0,0,0,33,0,0,16,0,0,434,458,59424,0,6809,8,3,99,49,0,0,2027,85,0,4290,0,8128,0,0,29713,77,0,1,0,0,0,0,505,0,8,0,0,0,0,0,14,0,1048,0,917,72,0,39420,41,16859,7711,0,107,985,315,0,1,0,0,0,118,0,51,0,72,0,13,0,68,115,19,0,1,0,0,0,63,1,4,24,0,0,0,0,0,0,0,0,6,0,11,0,0,0,1,11980,7805,0,1034,49,19516,30,7,83,0,83,0,0,90,0,0,0,113,0,443,8421,0,15966,0,0,3,0,0,5,0,20,0,0,0,128,65,26959,0,0,97,0,0,3,1614,1929,0,0,0,2,33441,0,0,2896,0,126645,9,0,11,0,0,0,0,5,604,0,0
"IRQ",0,28,0,0,85,4,134,0,7370,624,0,0,1187,0,0,0,105,6,0,0,1,0,1,66,0,0,0,0,0,7678,1100,0,7,0,0,0,0,0,2,0,0,2,0,0,157,63,11400,0,2542,3,805,4,3021,70,0,194,2,8,1347,0,691,0,0,6810,0,0,0,0,0,0,0,518,0,0,0,0,0,0,0,9,0,101,2,73,46,10547,0,6,7461,473,0,29484,0,9,2,0,0,0,0,46,0,14478,0,6302,0,4,0,0,0,4,0,235,0,0,0,5,1,0,12,0,0,0,0,22,0,0,0,114,0,0,0,0,0,0,4438,2381,0,599,931,95,0,2,7,0,48,0,0,5,0,841,0,13,0,154,171,0,622,355,0,0,0,0,0,37,19,29,0,0,9,7,14043,0,0,24885,4,0,8,8,0,0,0,0,101,17456,0,1,10,0,22414,0,0,8,0,0,0,0,1211,27,0,0
"ISL",0,1,9,3,2,5,1,0,90,96,1,0,95,0,0,1,18,0,0,12,13,0,2,164,0,0,0,0,0,228,224,0,20,60,0,0,0,0,17,0,4,1,4,0,7,50,1001,0,1769,2,3,3,3,0,0,207,31,7,89,0,146,0,0,675,2,5,1,0,1,0,1,11,0,4,0,0,1,0,4,17,1,56,13,31,20,4,8,0,7,70,2,5,12,19,5,1,0,0,5,1,0,6,0,1,0,16,0,164,142,82,0,17,2,0,0,8,4,0,1,0,0,3,2,0,0,1,0,3,0,4,0,0,6,1,89,3971,6,6,0,3,1,8,161,9,1316,0,0,82,0,0,0,1,0,24,171,0,2,0,1,2,0,1,1,0,39,0,0,0,69,6,1662,0,0,2,0,0,121,1,0,0,0,0,2,16,2,2,53,1,1300,3,0,5,0,55,0,0,0,44,1,1
"ISR",0,253,0,1,75,4321,585,0,1862,1262,1821,0,1419,0,0,3,1908,7,1,0,5395,0,30,1489,0,0,0,0,1,8202,1462,3,682,73,2,0,0,1,352,0,0,21,0,1,85,300,7871,1,540,10,5340,108,2538,0,0,1504,77,8784,277,0,7175,0,6,5646,1050,5,6,5,0,0,1,528,0,28,2,1,0,3,25,11,0,2146,3,2012,88,5822,15979,11,0,2662,0,507,9,13244,3,346,0,0,7,35,0,1470,0,1682,0,6,0,410,29,504,0,17269,1686,1,0,755,1,135,19,0,0,3,1,0,3,0,0,1,1,16,4,0,0,0,1581,273,1,23,20,18,177,269,71,2,6870,11,0,132,8,14464,2,22,9,12302,70296,0,184,6,4,1,0,0,5,2,21,1,0,0,101,46,660,0,0,1018,1,0,1,263,330,0,0,0,2660,5215,0,0,29052,836,26198,3688,0,102,1,0,0,0,3343,3161,0,1
