"","ABW","AFG","AGO","ALB","ARE","ARG","ARM","ATG","AUS","AUT","AZE","BDI","BEL","BEN","BFA","BGD","BGR","BHR","BHS","BIH","BLR","BLZ","BOL","BRA","BRB","BRN","BTN","BWA","CAF","CAN","CHE","CHI","CHL","CHN","CIV","CMR","COD","COG","COL","COM","CPV","CRI","CUB","CUW","CYP","CZE","DEU","DJI","DNK","DOM","DZA","ECU","EGY","ERI","ESH","ESP","EST","ETH","FIN","FJI","FRA","FSM","GAB","GBR","GEO","GHA","GIN","GLP","GMB","GNB","GNQ","GRC","GRD","GTM","GUF","GUM","GUY","HKG","HND","HRV","HTI","HUN","IDN","IND","IRL","IRN","IRQ","ISL","ISR","ITA","JAM","JOR","JPN","KAZ","KEN","KGZ","KHM","KIR","KOR","KWT","LAO","LBN","LBR","LBY","LCA","LKA","LSO","LTU","LUX","LVA","MAC","MAR","MDA","MDG","MDV","MEX","MKD","MLI","MLT","MMR","MNE","MNG","MOZ","MRT","MTQ","MUS","MWI","MYS","MYT","NAM","NCL","NER","NGA","NIC","NLD","NOR","NPL","NZL","OMN","PAK","PAN","PER","PHL","PNG","POL","PRI","PRK","PRT","PRY","PSE","PYF","QAT","REU","ROU","RUS","RWA","SAU","SDN","SEN","SGP","SLB","SLE","SLV","SOM","SRB","SSD","STP","SUR","SVK","SVN","SWE","SWZ","SYC","SYR","TCD","TGO","THA","TJK","TKM","TLS","TON","TTO","TUN","TUR","TZA","UGA","UKR","URY","USA","UZB","VCT","VEN","VIR","VNM","VUT","WSM","YEM","ZAF","ZMB","ZWE"
"FJI",0,0,0,0,2,0,0,0,14666,3,0,0,10,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,4864,23,0,6,94,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,4,0,0,4,0,100,0,0,1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,2,0,0,0,0,9,0,0,0,0,0,0,0,122,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0,14625,0,175,0,0,0,67,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,36,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,8563,0,0,0,0,0,34,35,0,23,0,0
"FRA",19,317,7249,494,7539,3219,1812,37,12408,6369,455,152,79222,1897,897,354,2166,603,87,1110,698,12,2529,11015,18,10,6,49,2431,26025,66223,1796,4158,8698,7414,6964,6276,11480,4167,3133,1914,445,425,287,721,3315,80627,720,3724,1047,147324,1709,3977,65,84,123555,425,776,2607,5,0,0,5903,100785,651,812,2055,5938,279,285,6220,2229,4,520,2693,1,354,480,124,2501,7870,3455,462,4836,7265,2164,603,633,26874,103735,72,760,4123,859,147,107,5233,1,2476,865,3469,4613,110,818,737,3465,8,546,15647,576,29,107669,639,15241,21,5253,429,5984,266,25,595,146,332,1419,4905,4845,21,294,1365,573,4896,520,630,71,14547,5181,90,1603,301,1858,459,971,2355,74,25906,36,11,101196,301,86,2262,776,9178,8176,14908,507,477,150,11081,352,0,153,199,181,2761,18,99,1853,1630,959,5345,4,108,1693,605,2170,1852,36,49,1,4,57,46023,34467,110,76,3859,345,45776,470,5,1651,13,12739,118,2,43,10145,91,54
"FSM",0,0,0,0,14,2,0,0,35,2,0,0,1,0,0,0,0,1,1,0,0,0,1,4,0,0,0,0,0,17,3,0,3,5,0,0,0,0,2,0,0,1,0,0,1,1,7,0,1,2,0,2,0,0,0,92,0,0,1,0,6,0,0,19,0,0,0,0,0,0,0,0,0,1,0,6900,0,3,0,0,0,1,2,0,3,0,0,0,8,6,0,1,19,1,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,14,0,0,1,0,38,0,2,0,0,0,0,0,0,4,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,6091,0,0,0,0,0,0,2,0,3,0,0
"GAB",0,0,312,0,2,0,0,0,8,3,0,8,111,2672,348,0,2,0,0,0,0,0,0,6,0,0,0,0,1,132,36,0,1,21,357,2827,595,1312,0,0,5,0,0,0,0,0,75,0,2,0,6,0,0,0,0,194,0,0,2,0,3311,0,0,45,0,458,247,1,21,2,49162,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,71,0,0,2,0,0,0,0,0,12,0,0,143,2,1,0,0,0,0,1,0,0,44,0,0,0,0,0,3882,0,0,0,0,0,18,1,0,0,0,0,1,1,21,1524,0,14,1,0,0,0,0,0,0,0,0,1,0,11,113,0,0,0,0,1,0,1,13,3,2,1559,0,0,2,0,0,0,2,445,0,0,0,4,0,0,2,216,1353,0,0,0,0,0,0,15,0,7,2,0,0,62,0,0,0,0,0,0,0,0,46,3,0
"GBR",74,3103,4404,582,4846,1103,175,441,155770,3781,326,222,5932,49,38,16772,3409,765,474,578,1149,179,436,5061,2004,545,21,702,21,73815,8821,9257,1168,17303,473,614,1531,641,2354,9,76,122,171,26,14876,9787,46123,96,4716,154,1753,886,3321,726,0,65397,1017,1639,3076,479,35857,0,41,0,192,8355,107,54,638,123,175,5480,614,111,18,4,1499,9641,73,898,25,4708,3434,58414,113035,5877,5430,463,8183,23163,12952,976,5850,1396,12330,104,85,16,1564,1794,41,1289,287,1985,914,8408,62,7727,1215,4413,44,1771,226,99,47,1258,215,62,3615,643,102,138,683,12,31,3412,1652,6873,3,656,21,17,13191,37,11250,4253,2117,37328,815,38978,387,513,8451,1450,55266,38,993,10018,96,75,21,1344,31,5273,17610,311,2527,855,126,4854,17,2866,74,7672,869,55,53,51,4725,359,6607,123,285,843,29,113,2128,102,58,98,14,2343,474,10867,3005,4203,5145,175,111450,384,587,961,60,2539,23,23,1604,41167,2779,8934
"GEO",0,3,0,1,0,2,7302,0,49,287,11727,0,111,0,0,0,95,0,0,0,3059,0,1,32,0,0,0,0,0,319,75,0,2121,7,0,0,0,3,0,0,1,1,1,0,4447,863,3553,0,47,0,2,0,0,0,0,3429,502,0,17,0,950,0,0,190,0,0,0,0,0,0,0,7634,0,0,0,0,0,0,0,2,0,44,0,3,27,41,0,7,1025,1957,0,0,0,1938,0,837,0,0,0,0,0,1,0,0,0,0,0,105,0,291,0,0,165,0,0,0,0,1,7,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,35,58,1,0,0,8,16,1,0,0,362,0,0,377,0,0,0,0,0,25,127246,0,0,0,0,0,0,0,0,0,5,0,0,0,7,6,356,0,0,0,0,0,0,168,32,0,0,0,0,695,0,0,23305,0,3305,191,0,1,0,0,0,0,0,6,0,0
"GHA",0,0,0,0,7,0,0,4,695,266,0,0,801,2684,8640,0,3,0,6,0,0,0,2,16,0,0,0,0,0,2690,354,2,3,21,13243,17,4,7,1,0,5,0,0,2,28,22,3073,0,207,1,1,5,31,0,0,1899,2,3,148,0,850,0,548,12225,0,0,57,0,5,1,0,67,0,0,0,0,0,0,0,1,0,19,1,76,126,0,0,7,26,5224,0,9,225,2,1,0,0,0,4,0,0,85,20093,59,2,2,11,3,1,1,0,0,0,0,0,34,0,958,7,0,0,0,0,25,0,0,0,0,0,23,0,872,22294,0,1598,196,0,12,0,8,1,0,8,2,43,0,0,29,0,0,0,2,0,1,98,39,2,2,185,1,0,1948,0,0,3,0,0,0,3,3,256,2,0,6,1,12987,0,0,0,0,0,0,0,19,1,0,0,0,15832,0,0,4,0,0,0,0,0,792,20,0
"GIN",0,0,381,0,19,2,0,0,1995,230,0,0,5726,422,128,0,11,2,2,0,2,1,14,130,0,0,0,1,0,3916,954,4,13,18,49961,649,0,92,4,0,425,2,53,1,3,110,3023,0,98,4,1,5,101,0,578,11109,1,0,120,0,22030,0,2768,1479,0,385,0,0,14207,2581,7,147,0,1,0,0,0,7,1,2,0,48,2,2,50,0,0,14,49,3632,0,13,13,20,0,0,0,0,67,3,0,0,112184,14,0,1,0,1,23,1,1,515,0,2,0,131,0,23338,1,0,1,1,4,1703,0,0,0,0,0,70,1,142,490,1,1390,222,0,7,1,0,3,0,9,1,87,0,1,4457,1,13,0,3,0,6,606,0,32,0,19420,8,0,65403,0,0,0,4,0,0,2,11,472,8,0,3,0,2254,1,0,0,0,0,3,5,8,0,0,40,0,23780,2,0,1,0,1,0,0,0,373,1,0
"GLP",3,0,2,0,150,17,0,46,191,44,0,0,987,0,0,0,6,11,30,1,0,0,10,120,2,0,0,0,1,630,805,18,47,0,0,0,0,93,13,0,1,5,0,147,14,26,623,0,36,453,17,13,8,0,1,1334,4,0,27,0,7094,0,58,1048,0,1,0,0,0,0,111,1,0,3,873,0,14,1,1,17,1539,29,1,21,85,0,0,4,416,1004,0,8,18,0,0,0,0,0,12,13,0,28,0,1,106,2,0,4,198,5,0,242,0,25,0,77,0,782,4,0,7,1,0,0,2130,6,0,0,1,6,21,0,0,0,189,37,0,25,4,0,8,0,19,1,170,1,0,311,3,1,2,16,55,22,47,0,1,0,2,2,0,0,1,0,1,0,0,4,18,7,48,0,1,30,0,0,0,0,0,0,0,3,48,86,0,0,1,0,1179,1,0,3,1,0,0,0,0,100,0,0
"GMB",0,0,0,0,0,0,0,0,77,300,0,0,324,0,8,0,8,0,0,0,0,0,0,14,0,0,0,0,0,326,377,0,2,0,1122,6,0,39,0,0,59,0,0,0,0,12,2176,0,327,0,0,15,15,0,10,13627,0,0,372,0,1171,0,36,4108,0,1534,4080,0,0,1762,0,18,0,0,0,0,0,0,0,0,0,8,0,0,23,0,1,9,0,688,0,1,0,0,0,0,0,0,0,0,0,0,841,3,0,0,0,0,0,0,0,7,0,0,0,0,0,1128,0,0,0,0,0,454,0,0,0,0,0,70,0,5,13,0,323,519,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,1,0,0,0,13839,0,0,1622,0,0,0,0,0,0,0,5,2357,0,0,0,0,410,0,0,0,0,0,0,1,0,0,0,0,0,11275,0,0,0,0,0,0,0,0,7,0,0
"GNB",0,0,54,0,1,0,0,0,17,27,0,0,74,0,0,0,3,0,0,0,0,0,1,788,0,0,0,0,0,58,147,5,2,0,58,1,0,2,1,0,3421,0,0,1,0,20,5,0,24,1,0,1,33,0,360,3996,0,0,3,0,1222,0,3,720,0,1,1006,0,1562,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,1,4,321,0,0,0,0,0,0,0,0,2,0,0,0,270,62,0,0,0,0,13,0,0,1,1,0,0,21,0,261,0,0,0,0,14,311,0,0,0,0,0,0,0,0,1,0,93,15,0,1,0,0,0,0,2,0,1,0,0,13486,0,0,0,0,0,1,73,0,0,0,4244,1,0,514,0,0,0,0,0,0,0,1,62,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,1,0,0,0,0,0,44,0,0
"GNQ",0,0,3,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,0,0,164,0,68,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1296,0,0,1,0,209,0,3349,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"GRC",7,345,106,42764,4589,238,4026,9,46983,8561,1502,12,7957,5,5,706,11333,245,78,44,1363,11,76,1013,1,0,0,14,23,30647,9847,17,767,273,13,70,276,192,178,5,8,51,35,46,21821,5289,53893,5,1596,84,88,161,4684,15,2,10109,230,438,1809,8,11575,0,29,31607,10057,80,10,2,6,1,10,0,2,20,3,1,5,9,13,668,8,1783,89,1107,1396,389,705,127,4555,25910,6,932,114,10995,71,293,2,0,298,161,4,382,4,736,4,172,5,169,989,170,0,199,1648,20,1,1351,1732,77,75,2,220,22,57,8,2,8,1,20,1,194,2,6,282,12,5859,1841,4,487,25,2596,191,25,1139,213,5817,4,9,962,23,100,2,1392,2,9645,96046,13,139,120,37,146,1,125,7,136,881,297,1,2,419,145,7741,3,4,2012,4,11,30,91,51,7,0,37,71,37528,45,20,12156,16,60651,1681,5,314,1,41,4,20,21,9450,44,50
"GRD",20,0,0,0,0,1,0,35,13,2,0,0,0,0,0,0,0,0,9,0,0,0,0,11,49,0,0,0,0,1760,10,0,3,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,2,0,0,0,0,0,0,56,0,0,0,0,1,0,0,1671,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,1,0,0,1,0,0,0,0,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,848,0,0,0,0,0,0,4103,0,68,50,113,0,0,0,0,0,0,0
"GTM",0,0,0,0,0,61,0,0,87,69,0,0,261,0,0,0,3,0,14,0,0,5203,37,148,0,0,0,0,0,2333,262,0,140,55,0,0,0,0,253,0,0,647,55,0,0,24,741,0,66,57,0,115,4,0,0,3148,8,0,36,0,350,0,0,167,0,0,0,0,0,0,0,4,0,0,2,0,0,0,1604,0,1,6,3,0,15,1,0,8,23,681,37,1,15,0,0,0,0,0,141,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,8779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829,135,55,0,0,0,2,412,37,9,0,0,67,0,9,5,2,0,0,0,0,0,0,2,0,0,0,0,0,2654,0,0,0,0,0,0,1,128,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,12,198175,0,0,72,0,0,0,0,0,43,0,0
"GUF",6,0,0,0,11,3,0,7,27,4,0,0,98,0,0,1,1,1,16,0,0,0,1,1991,9,0,0,0,0,158,66,1,6,154,0,0,0,7,1,0,0,3,0,13,1,2,51,0,3,154,10,1,1,0,0,98,0,0,3,0,2738,0,5,134,0,0,0,386,0,0,8,0,0,4,0,0,252,14,0,1,1754,3,0,1,6,0,0,0,33,97,0,1,10,0,0,0,0,0,14,1,74,0,0,0,363,0,0,0,16,0,2,19,0,2,0,6,0,1,0,0,1,0,0,0,699,0,0,0,0,1,3,0,0,0,743,3,0,3,0,0,1,33,1,0,14,0,1,21,1,0,1,1,46,2,5,0,0,0,1,6,0,0,0,0,0,0,0,1797,2,1,5,0,0,0,0,0,10,0,0,0,0,12,4,5,0,0,0,0,630,0,0,8,3,0,0,0,0,8,0,0
"GUM",1,0,0,0,1031,2,0,4,751,44,0,0,43,0,0,0,5,75,33,0,0,12,16,131,0,1,0,4,0,1061,122,0,23,421,0,0,0,1,55,0,1,27,0,4,33,38,319,0,48,71,0,61,9,0,0,198,5,0,34,0,99,663,1,814,0,0,0,0,0,0,0,7,0,19,0,0,3,159,11,4,3,29,38,6,116,0,0,11,307,324,4,41,744,29,0,0,0,0,714,143,2,0,0,2,3,4,0,1,1,3,49,2,0,0,1,2679,0,4,2,0,3,8,0,0,0,0,0,16,0,6,0,0,0,0,57,58,0,138,29,0,35,0,4705,12,72,206,12,10,6,10,0,253,0,14,51,0,102,0,0,113,0,0,4,0,0,0,0,1,6,2,57,1,1,0,0,0,1,1,0,0,0,22,2,23,0,0,15,0,6193,0,0,1,0,54,0,0,0,93,3,0
"GUY",24,0,0,0,0,0,0,1344,89,3,0,0,7,0,0,0,2,0,442,0,0,0,0,822,2422,0,0,0,0,16083,44,0,10,89,0,0,0,0,6,0,0,6,0,434,0,6,0,0,14,2,0,0,0,0,0,38,2,0,7,0,485,0,0,4863,0,0,0,13,0,0,0,1,52,0,259,0,0,0,0,0,0,2,0,0,3,0,0,7,0,25,19,0,0,0,0,0,0,0,0,0,0,0,0,0,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,12,0,0,0,0,6,0,0,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3111,0,0,22,0,0,0,0,0,0,0,0,0,0,4574,0,0,0,0,0,0,46403,0,40,828,1,0,0,0,0,27,0,0
"HKG",0,0,0,0,138,4,0,4,26632,140,0,0,47,0,0,91,13,10,20,0,4,33,6,55,0,59,0,4,0,52230,279,15,80,387525,0,0,0,0,38,0,0,1104,0,120,125,52,498,0,197,15,0,65,4,0,0,749,8,0,56,0,458,1,2,37271,0,1,0,0,0,0,0,6,0,6,0,4,4,0,4,18,2,41,12738,1991,1334,0,0,7,218,579,1,69,1872,3,0,0,14,0,836,25,2,1,0,3,3,87,0,18,9,11,11004,0,0,0,0,638,0,36,3,5,4,6,0,0,0,5,0,1748,0,11,0,0,0,0,166,342,780,2446,6,800,58,1,12529,28,243,2,72,171,8,2,0,38,0,9,173,0,137,0,0,20083,0,0,3,0,1,0,0,1,12,5,232,0,0,0,0,0,1391,2,0,0,0,31,0,38,0,0,5,0,67991,2,0,87,0,1138,0,0,0,1136,1,0
"HND",0,0,0,0,0,23,0,1,28,10,0,0,38,0,0,0,0,0,12,0,0,1202,40,37,0,0,0,0,0,683,86,0,93,45,0,0,0,0,136,0,0,505,43,0,0,6,306,0,18,54,0,106,0,0,0,15033,1,0,20,0,72,0,0,69,0,0,0,0,0,0,0,5,0,1425,0,0,0,0,0,0,3,2,0,0,2,0,0,9,17,374,20,7,11,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1732,52,18,0,0,0,0,169,31,0,0,0,27,5,0,3,7,0,0,0,0,8,0,0,0,0,0,0,0,1776,0,0,0,0,0,0,0,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,67389,0,0,40,0,0,0,0,0,0,0,0
"HRV",0,0,0,14,0,130,0,0,9689,7922,0,0,96,0,0,0,82,0,0,38310,7,0,7,357,0,0,0,0,0,9318,8186,0,221,25,0,0,0,0,20,0,0,6,0,0,42,1401,35964,0,474,0,3,19,34,0,0,554,15,0,143,0,1905,0,0,2157,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,933,1,4,83,2,5,91,8,3198,0,35,4,6,0,0,0,0,2,0,0,4,0,11,0,0,0,3,111,7,0,2,8,0,0,11,1547,497,10,0,13834,0,0,0,0,0,0,0,0,0,0,0,2,0,159,670,0,287,0,0,22,12,4,0,617,0,0,23,0,2,0,0,0,121,365,0,1,2,0,0,0,0,0,0,35949,0,0,0,321,18176,2082,0,0,10,0,0,0,0,0,0,0,0,0,220,0,0,57,0,10443,1,0,46,0,0,0,0,0,449,3,0
"HTI",423,0,0,0,0,53,0,7,21,32,0,0,526,0,0,0,2,0,7049,0,0,13,6,32,13,0,0,0,0,23474,572,0,61,33,0,0,0,0,127,0,0,39,153,1896,1,1,694,0,32,74045,0,32,0,0,0,461,0,0,10,0,8574,0,0,60,0,0,0,1463,0,0,0,4,0,3,1743,0,0,0,9,0,0,0,0,0,1,0,0,4,0,386,0,0,22,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,477,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,2,390,11,0,0,0,0,109,24,0,0,0,133,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,127462,0,0,436,68,0,0,0,0,0,0,0
"HUN",0,54,22,12,16,127,24,0,2816,10992,19,0,2544,2,0,5,303,2,1,53,256,0,9,260,0,0,0,1,1,4987,3139,1,145,975,2,15,3,7,47,0,0,14,54,0,149,891,36467,0,642,6,57,49,88,1,0,4379,57,15,697,0,1630,0,1,5982,30,12,3,0,1,1,0,349,0,2,0,0,0,2,1,322,0,0,16,94,2592,162,74,66,2782,4109,2,398,128,441,8,19,5,0,104,14,3,51,3,61,0,4,1,45,317,85,0,16,63,3,0,100,29,2,66,0,34,140,2,0,0,4,0,11,0,2,0,1,94,2,2563,643,4,213,2,24,15,18,101,1,849,1,0,191,2,9,0,5,1,22247,8536,1,31,9,2,9,0,3,1,37,2241,0,0,0,5952,159,2497,0,0,104,0,1,41,3,1,0,0,1,17,323,4,3,4723,7,10568,108,0,127,0,276,0,0,24,52,2,3
"IDN",4,0,0,0,190988,41,0,0,50322,750,0,0,2399,0,0,27412,28,15441,27,0,0,8,10,863,0,1913,0,25,0,11059,2454,3,136,27751,1,0,0,4,67,0,2,10,0,224,168,180,12118,0,843,0,577,42,1641,0,0,2650,11,0,415,2,3105,0,1,9137,0,1,0,0,0,0,0,311,0,28,0,0,4,66808,2,28,1,217,0,1414,130,0,3,91,204,3257,0,19695,16477,16,0,2,16,0,20316,43011,41,989,0,5297,0,221,1,0,2,4,344,7,0,4,0,156,0,41,11,0,0,59,0,0,0,0,0,458467,0,103,489,0,0,0,69510,981,0,3258,16209,774,105,5,1179,18917,133,3,989,624,2,15,3,9570,0,15,517,0,398103,0,0,107571,5,1,1,0,18,7,0,15,21,28,1568,0,33,209,0,1,1055,0,0,5739,0,5,149,143,0,0,43,0,65074,0,0,42,0,2595,0,0,0,1145,6,1
"IND",152,1400,1,0,1554275,13,0,32,225928,5189,0,0,8647,0,0,348762,85,118746,323,0,63,346,40,496,141,3326,4813,2918,0,241016,8240,13,513,12055,0,0,0,4,81,0,0,26,0,646,1907,946,29747,0,4334,20,2,96,435,13,0,25132,101,0,3284,518,16056,0,2,367684,18,277,0,33,0,0,3,3335,0,3,0,0,1,4672,2,65,1,619,3597,0,11891,622,158,173,10653,60221,371,8673,7363,377,309,1,12,0,2447,230126,0,570,330,873,138,20211,124,17,66,82,2,6,1,516,2085,710,0,54,67,6903,4,68,1226,0,0,4029,596,35097,0,472,0,0,85,6,9343,4403,108989,28899,187397,411528,1659,94,6958,172,890,7,166,3252,3,53,5,374938,0,17,7101,0,266002,135,0,70077,0,423,3,0,69,2319,0,0,27,58,9022,0,2941,75,0,0,1017,387,2,0,68,509,2,258,902,495,2906,0,806142,9,0,55,0,646,0,0,0,25426,1751,0
"IRL",1,15,339,27,77,59,14,1,8422,228,20,4,514,5,2,212,195,14,13,66,283,1,11,972,3,3,1,74,2,3782,478,423,49,1180,15,40,10,224,15,0,1,4,10,1,134,1587,3418,1,274,5,71,21,83,3,1,2445,331,33,269,2,2135,0,3,66699,33,89,5,1,6,0,0,135,1,17,1,1,3,220,2,72,1,780,28,1457,0,52,58,22,174,1344,15,53,191,214,79,15,1,0,55,29,3,19,14,58,4,27,5,3661,144,2161,1,35,364,2,0,81,77,7,57,5,18,50,9,1,1,213,12,363,0,17,2,15,1734,4,982,173,13,1153,10,716,11,26,1213,24,12684,2,19,401,5,8,1,25,2,1650,2539,9,61,43,3,50,0,71,4,73,19,3,0,1,1234,47,464,3,1,33,2,13,45,5,1,0,0,14,13,167,16,19,935,8,17189,45,1,26,0,74,0,1,29,2296,48,241
"IRN",0,244095,0,0,239,20,5473,0,25310,8287,1498,0,7516,0,0,0,214,19,0,0,57,0,40,531,0,0,0,0,0,80229,5307,0,100,0,0,0,0,0,83,0,0,52,0,0,1003,370,69979,0,7371,4,3,94,108,0,0,2980,42,0,4413,0,10194,0,0,38651,85,0,0,0,0,0,0,1086,0,10,0,0,0,0,0,40,0,1468,0,571,201,0,23051,28,39243,7790,0,9043,2331,2,0,0,0,0,0,41,0,2134,0,164,0,68,0,80,87,35,0,4,0,0,0,166,0,20,18,0,0,0,0,1,0,0,0,27,0,28,0,0,0,1,14242,7694,0,1759,36,65637,37,6,122,0,228,0,0,113,0,0,0,55,0,935,2090,0,3750,0,0,2,0,0,9,0,26,0,0,0,19,45,38062,0,0,23685,0,0,1,1489,1555,0,0,0,15,8920,0,0,2169,0,186353,1,0,28,0,0,0,0,104,551,0,0
"IRQ",0,28,0,0,1510,5,897,0,17855,1252,0,0,3517,0,0,0,291,67,0,0,0,0,5,348,0,0,0,0,0,17774,1985,0,27,0,0,0,0,0,3,0,0,4,0,0,167,335,32668,0,7218,11,758,10,3546,53,0,282,12,6,3878,0,1196,0,0,13144,0,0,0,0,0,0,0,428,0,0,0,0,0,0,1,44,0,307,3,85,57,10772,0,25,22652,1250,0,283033,0,7,9,0,0,0,0,59,0,67189,0,6829,0,15,0,0,0,7,0,294,0,0,0,7,1,0,26,0,0,0,0,63,0,0,0,286,0,0,0,0,0,0,9585,6761,0,873,1270,106,0,2,45,0,199,0,0,5,0,1923,0,169,0,586,751,0,663,328,0,0,0,1,0,49,21,469,0,0,24,18,56371,0,0,677931,3,0,7,27,0,0,0,0,450,8973,0,3,64,0,27272,0,0,10,0,0,0,0,3506,86,0,0
"ISL",0,0,7,2,1,4,0,0,90,38,1,0,37,0,0,0,44,0,0,7,4,1,2,146,0,0,0,0,0,103,50,0,11,35,0,0,0,0,13,0,4,1,2,0,8,30,361,0,1416,1,2,2,3,0,0,226,21,6,54,0,90,0,0,323,1,4,1,0,1,0,1,8,0,3,0,0,1,0,3,11,0,35,8,22,16,3,3,0,6,46,1,1,8,9,4,0,0,0,2,0,0,2,0,0,0,12,0,102,37,53,0,12,1,0,0,7,2,0,0,0,1,2,1,0,0,1,0,2,0,4,0,0,4,0,74,787,4,5,0,2,0,5,108,0,895,0,0,42,0,0,0,0,0,16,257,0,1,0,1,2,0,1,1,0,47,0,0,0,21,4,793,0,0,2,0,0,55,1,0,0,0,0,2,13,1,1,18,1,744,1,0,3,0,34,0,0,0,16,1,1
"ISR",0,203,0,1,67,3597,149,0,1530,886,2326,0,1615,0,0,2,1860,6,1,0,7035,0,25,1243,0,0,0,0,1,3506,786,2,498,75,2,0,0,17,294,0,4,16,0,0,210,5713,9191,1,570,8,3385,41,2271,0,0,2974,107,7636,217,0,5147,0,2,8902,1467,4,0,3,0,0,0,384,0,13,1,0,0,2,8,29,0,1793,2,1715,630,4423,6933,129,0,3727,0,543,7,9126,3,337,0,0,6,17,0,589,0,1679,0,5,0,804,36,722,0,15285,2025,1,0,371,1,97,7,0,31,0,1,1,3,0,0,1,1,16,3,0,0,0,1800,1261,1,20,3,21,98,148,60,0,8533,10,0,878,8,6865,1,13,5,11993,81565,0,134,6,3,1,0,0,4,3,16,2,0,0,32,20,877,0,0,1186,0,0,0,354,241,0,0,0,2918,3554,0,0,37029,553,22289,4540,0,103,0,0,0,0,3063,1855,0,1
