"","ABW","AFG","AGO","ALB","ARE","ARG","ARM","ATG","AUS","AUT","AZE","BDI","BEL","BEN","BFA","BGD","BGR","BHR","BHS","BIH","BLR","BLZ","BOL","BRA","BRB","BRN","BTN","BWA","CAF","CAN","CHE","CHI","CHL","CHN","CIV","CMR","COD","COG","COL","COM","CPV","CRI","CUB","CUW","CYP","CZE","DEU","DJI","DNK","DOM","DZA","ECU","EGY","ERI","ESH","ESP","EST","ETH","FIN","FJI","FRA","FSM","GAB","GBR","GEO","GHA","GIN","GLP","GMB","GNB","GNQ","GRC","GRD","GTM","GUF","GUM","GUY","HKG","HND","HRV","HTI","HUN","IDN","IND","IRL","IRN","IRQ","ISL","ISR","ITA","JAM","JOR","JPN","KAZ","KEN","KGZ","KHM","KIR","KOR","KWT","LAO","LBN","LBR","LBY","LCA","LKA","LSO","LTU","LUX","LVA","MAC","MAR","MDA","MDG","MDV","MEX","MKD","MLI","MLT","MMR","MNE","MNG","MOZ","MRT","MTQ","MUS","MWI","MYS","MYT","NAM","NCL","NER","NGA","NIC","NLD","NOR","NPL","NZL","OMN","PAK","PAN","PER","PHL","PNG","POL","PRI","PRK","PRT","PRY","PSE","PYF","QAT","REU","ROU","RUS","RWA","SAU","SDN","SEN","SGP","SLB","SLE","SLV","SOM","SRB","SSD","STP","SUR","SVK","SVN","SWE","SWZ","SYC","SYR","TCD","TGO","THA","TJK","TKM","TLS","TON","TTO","TUN","TUR","TZA","UGA","UKR","URY","USA","UZB","VCT","VEN","VIR","VNM","VUT","WSM","YEM","ZAF","ZMB","ZWE"
"FRA",11,356,2006,332,1656,2670,719,9,7174,7907,117,126,53096,1597,509,282,2504,206,67,764,201,1,2930,7275,5,4,75,114,2950,17885,65864,3044,3246,4667,4208,4322,3881,6409,2576,2553,2033,119,240,0,483,3808,84763,385,3178,467,121856,1966,2837,78,199,215919,193,506,1575,8,0,0,2902,64805,156,848,1636,4653,565,820,2112,3911,0,187,2605,3,3,436,83,2187,2984,3225,340,2921,6883,5096,583,591,9653,95078,42,226,3583,145,117,26,8189,0,2321,239,4633,9167,142,666,24,3159,1,421,13492,380,34,82722,186,9476,10,1442,6847,7913,377,45,78,51,188,1214,4795,4185,10,327,1784,117,4313,249,428,57,9932,1858,62,691,108,1815,232,746,842,4,27118,61,13,123153,364,66,2609,116,9718,9545,5344,281,397,135,9201,139,0,388,113,172,1911,0,22,24,1710,1684,3817,1,79,1031,372,1773,3583,17,31,2,12,33,33263,51736,116,74,1203,322,29789,76,7,8240,1,10387,51,3,94,8139,61,29
"FSM",0,0,0,0,7,7,0,0,57,3,0,0,3,0,0,0,0,1,1,0,0,0,1,9,0,0,0,0,0,38,3,0,3,3,0,0,0,0,2,0,0,0,0,0,1,1,16,0,2,3,0,3,0,0,0,103,0,0,1,0,12,0,0,12,0,0,0,0,0,0,0,2,0,0,0,6256,0,3,0,0,0,2,3,0,4,0,0,0,10,10,0,0,16,3,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,12,0,0,1,0,37,0,3,0,0,1,1,0,0,0,0,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,6546,0,0,1,0,0,0,2,0,2,0,0
"GAB",0,0,74,0,1,0,0,0,10,3,0,6,210,2830,300,0,4,0,0,0,0,0,0,25,0,0,0,0,1,213,29,0,2,17,330,4255,475,1038,0,0,8,0,0,0,0,1,122,0,2,0,8,0,0,0,1,177,0,0,4,0,9686,0,0,84,0,371,298,1,23,2,35920,4,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,112,0,0,2,0,0,0,0,0,10,0,0,142,2,1,0,0,0,0,0,0,0,37,0,0,0,0,0,12609,0,0,0,0,0,17,1,0,0,0,0,1,1,24,1199,0,23,0,0,0,0,0,0,0,0,0,1,0,9,243,0,0,0,0,1,0,1,10,2,3,1399,0,0,4,0,0,0,0,336,0,0,0,2,0,0,1,239,1252,0,0,0,0,0,0,12,0,8,1,0,0,47,0,0,0,0,0,0,0,0,43,3,0
"GBR",124,1615,731,233,2534,1188,72,547,156010,7874,83,154,11797,38,28,16992,2307,617,743,598,431,200,538,4098,2289,473,11,454,55,89572,16342,8576,1911,17636,311,614,1051,416,2052,9,52,94,126,0,27398,4750,57148,78,6552,143,1974,1406,3272,709,0,157005,585,1232,3258,332,91582,0,36,0,76,7396,57,44,449,40,20,10829,703,76,23,3,1662,8966,75,1864,19,4996,6212,51217,140674,5851,4012,485,11477,40771,13484,546,6059,411,15001,29,106,11,2286,1288,44,3004,314,1725,1111,6320,20,3269,1851,1603,35,1625,84,153,37,1003,130,63,5103,677,61,70,419,4,40,2984,1248,6760,5,510,35,15,8623,29,18283,4929,514,53373,709,37616,726,434,7103,80,31723,56,99,10723,186,65,60,396,35,1964,7713,236,1374,1220,86,4005,18,7952,66,5124,1299,0,9,49,2775,239,9221,73,346,364,149,79,1992,159,18,141,10,2846,370,13147,2987,5427,1718,179,139347,338,678,1185,72,2800,24,27,1330,91776,2464,4945
"GEO",0,4,0,1,0,2,4943,0,69,374,15712,0,38,0,0,0,162,0,0,0,2951,0,2,30,0,0,0,0,0,373,74,0,2804,7,0,0,0,0,0,0,2,1,1,0,3282,918,5338,0,63,0,3,3,0,0,0,4760,503,0,23,0,3887,0,0,1003,0,0,0,0,0,0,0,7907,0,0,0,0,0,0,0,6,0,78,0,3,40,16,0,7,1697,5723,0,0,0,3006,0,840,0,0,2,0,0,3,0,0,0,0,0,201,0,423,0,0,326,0,0,0,0,2,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,147,128,1,0,0,9,19,1,0,0,151,0,0,469,0,0,0,0,0,37,148677,0,0,0,0,0,0,0,0,0,5,0,0,0,83,3,230,0,0,0,0,0,0,178,29,0,0,0,0,703,0,0,20650,0,3621,196,0,1,0,0,0,0,0,0,0,0
"GHA",0,0,0,0,0,0,0,4,684,498,0,0,2666,5617,7190,0,4,0,7,0,0,0,5,27,0,0,0,0,0,3697,516,0,3,15,11808,12,3,3,0,0,9,0,0,0,23,54,6432,0,412,0,1,11,31,0,0,7569,0,2,325,0,1110,0,1364,18080,0,0,78,0,4,1,0,149,0,0,0,0,0,0,0,0,0,43,0,53,73,0,0,12,4,8675,0,5,207,0,1,0,0,0,0,0,0,74,3524,57,4,2,8,0,0,0,0,0,0,0,0,0,0,6232,4,0,0,0,0,25,0,0,0,0,0,20,0,1038,57650,0,2641,270,0,1,0,6,0,0,3,0,18,0,0,64,0,0,0,0,0,0,152,25,1,3,183,0,0,1311,0,0,3,0,0,0,5,5,510,0,0,3,1,17564,0,0,0,0,0,0,0,29,1,0,0,0,24168,0,0,7,0,0,0,0,0,1279,19,0
"GIN",0,0,29,0,5,1,0,0,1052,31,0,0,337,253,64,0,4,1,0,0,5,0,3,30,0,0,0,0,1,530,127,1,3,16,15201,2022,0,4,0,0,38,0,7,0,1,24,411,0,13,0,1,2,15,0,129,1527,0,0,24,0,2866,0,390,308,0,12264,0,0,4672,815,5,14,0,0,1,0,0,0,0,1,0,8,0,0,13,0,0,1,19,702,0,1,5,67,0,0,0,0,18,0,0,0,20433,3,0,0,0,0,7,0,0,78,0,7,0,0,0,5522,0,0,0,0,0,371,0,0,0,0,4,8,4,139,426,0,2331,331,0,1,0,0,1,0,0,0,13,0,0,328,2,1,0,0,5,2,335,0,44,0,5435,0,0,389728,0,0,3,0,0,0,1,1,131,0,0,2,0,520,0,0,0,0,0,0,0,1,0,0,14,0,1690,1,0,1,0,0,0,0,0,57,0,0
"GLP",10,0,0,0,466,24,0,54,41,88,0,0,3417,41,0,0,33,58,32,0,0,0,49,208,2,0,0,0,100,1606,1089,44,176,0,0,2,0,1,14,84,1,0,0,0,30,109,1559,0,69,600,35,96,0,12,29,2010,15,0,73,0,8686,0,316,84,0,7,0,0,0,0,562,7,0,0,3435,0,12,0,0,89,1204,150,4,18,322,0,0,8,1611,5576,0,0,193,0,0,0,0,0,5,5,0,153,0,1,114,0,0,21,515,24,0,2,0,710,0,19,0,964,3,0,0,3,0,0,5216,0,0,0,359,0,364,0,0,0,100,3,0,68,0,0,25,0,0,0,595,28,0,81,15,0,3,12,498,118,185,0,1,0,2,2,0,0,0,0,346,0,0,5,89,0,79,0,1,19,0,0,0,0,0,0,0,0,1,46,0,0,0,0,909,1,0,32,2,0,0,0,0,171,0,0
"GMB",0,0,5,0,0,0,0,0,63,158,0,0,260,0,8,0,6,0,0,0,0,0,0,2,0,0,0,0,0,250,175,0,1,0,883,298,0,15,0,0,17,0,0,0,0,9,1365,0,145,0,0,11,6,0,51,7542,0,0,166,0,1726,0,75,3535,0,16,6668,0,0,1379,0,19,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,2,0,667,0,0,0,0,0,0,0,0,0,0,0,0,541,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2572,0,0,0,0,0,385,0,0,0,0,0,14,0,6,12,0,345,235,0,0,0,0,0,0,0,0,2,0,0,219,0,0,0,0,0,0,2,0,0,0,12434,0,0,2710,0,0,0,0,0,0,0,0,940,0,0,0,0,216,0,0,0,0,0,0,1,0,0,0,0,0,5950,0,0,0,0,0,0,0,0,3,0,0
"GNB",0,0,22,0,1,0,0,0,16,27,0,0,152,0,0,0,3,0,0,0,0,0,1,507,0,0,0,0,0,71,152,4,2,0,71,96,0,1,0,0,2411,0,0,0,0,14,34,0,19,1,0,1,26,0,906,3843,0,0,5,0,702,0,15,1047,0,117,3607,0,3836,0,1,2,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,4,377,0,0,0,0,0,0,0,0,1,0,0,0,387,56,0,0,0,0,12,0,0,0,0,1,0,11,0,28,0,0,0,0,1,289,0,0,0,0,1,0,1,0,1,0,164,10,0,1,0,0,0,0,0,0,2,0,0,12004,0,0,0,0,1,1,104,0,0,0,6670,0,0,1363,0,0,1,0,0,0,0,0,54,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,6,0,0,0,0,0,17,0,0
"GNQ",0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2,0,0,0,0,217,0,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1238,0,0,0,0,163,0,3424,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"GRC",15,36,26,40999,54,280,1231,3,17139,5382,390,27,2842,7,1,423,5767,8,12,33,606,0,16,568,1,0,0,2,24,10362,2506,3,118,69,12,75,144,247,67,2,11,6,24,0,4833,1752,49181,3,361,30,54,32,3606,11,5,2728,33,374,482,1,3141,0,16,8890,7692,50,3,3,5,1,9,0,1,4,5,1,1,9,4,90,4,540,24,756,321,253,1381,28,1290,10807,6,421,71,11487,45,143,1,0,28,24,1,978,3,302,1,79,0,46,166,48,0,91,1131,36,1,74,963,34,21,1,0,6,8,1,1,6,0,8,5,4,6,9,186,3,3619,533,2,75,4,1239,49,17,632,0,2707,4,1,326,13,24,3,6,8,4740,36884,11,99,153,5,9,1,151,3,9,613,0,0,0,143,33,2721,1,4,968,4,9,27,60,27,0,0,10,35,16664,36,15,2825,14,22192,886,9,212,2,24,1,1,4,1392,36,30
"GRD",52,0,0,0,0,1,0,33,11,4,0,0,0,0,0,0,0,0,9,0,0,0,0,12,57,0,0,0,0,1667,8,0,2,0,0,0,0,0,1,0,0,0,5,0,0,1,1,0,3,0,0,1,0,0,0,58,0,0,0,0,5,0,0,709,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,2,0,0,1,0,0,0,0,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2210,0,0,0,0,0,0,3813,0,75,68,110,0,0,0,0,0,0,0
"GTM",0,0,0,0,1,91,0,0,143,152,0,0,92,0,0,0,5,0,17,0,0,7352,93,190,0,0,0,0,0,5578,393,0,226,54,0,0,0,0,321,0,0,484,60,0,0,22,1055,0,101,105,0,243,5,0,0,3539,0,0,34,0,2203,0,0,390,0,0,0,0,0,0,1,13,0,0,5,0,0,0,2235,2,1,13,3,0,49,4,0,12,39,1112,90,1,14,0,0,0,0,0,147,0,0,7,0,0,1,0,0,0,1,0,0,0,0,1,0,8395,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,372,179,0,1,0,2,560,39,32,0,5,183,0,21,9,2,0,0,1,3,9,0,2,0,0,0,0,0,3782,0,2,0,0,0,0,0,308,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,12,313049,1,0,224,0,0,0,0,0,32,0,0
"GUF",4,0,0,0,1,1,0,3,3,0,0,0,32,0,0,1,0,0,5,0,0,0,0,1093,4,0,0,0,1,58,8,0,1,153,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,48,14,0,0,0,0,17,0,0,0,0,2710,0,1,19,0,0,0,308,0,0,1,1,0,2,0,0,197,0,0,0,1415,0,0,0,1,0,0,0,4,31,0,0,2,0,0,0,0,0,0,0,80,0,0,0,158,0,0,0,2,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,723,0,0,0,1,0,2,0,0,0,534,0,0,0,0,0,0,29,0,0,4,0,0,5,1,0,1,0,52,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1277,0,0,1,0,0,0,0,0,8,0,0,0,0,3,0,1,0,0,0,0,209,0,0,6,3,0,0,0,0,1,0,0
"GUM",4,0,0,0,447,10,0,4,607,60,0,0,87,0,0,0,9,60,42,0,1,12,26,211,0,1,0,6,3,1719,133,0,34,472,0,10,0,0,65,0,1,2,0,0,27,38,564,0,57,102,4,131,10,0,0,326,5,0,26,0,318,518,2,535,0,4,2,0,0,0,0,62,0,4,0,0,3,169,12,6,2,47,75,0,171,0,0,7,396,504,1,13,821,59,0,0,0,0,666,63,0,4,0,3,4,2,0,3,2,5,25,3,0,1,2,1954,0,10,2,0,0,8,0,0,0,0,0,23,0,2,0,0,0,0,104,41,0,155,17,0,45,0,4478,0,99,22,18,18,17,0,1,11,0,19,60,0,138,0,0,59,0,2,0,0,0,0,0,1,10,1,76,0,1,0,0,0,10,2,0,0,0,7,0,40,0,0,19,0,6592,0,0,36,0,54,0,0,0,58,2,0
"GUY",84,0,0,0,0,0,0,1293,106,6,0,0,48,0,0,0,2,0,429,0,0,0,2,885,2055,0,0,0,0,15802,32,0,10,68,0,0,0,0,6,0,0,1,0,0,0,4,0,0,20,4,0,0,0,0,0,9,0,0,8,0,4575,0,0,2823,0,0,0,11,0,0,0,3,69,0,1029,0,0,0,0,0,0,2,0,0,5,0,0,6,0,27,16,0,0,0,0,0,0,0,0,0,0,0,0,0,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,20,0,0,0,0,6,0,0,0,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4658,0,0,38,0,0,0,0,0,0,0,0,0,0,1341,0,0,0,0,0,0,52396,0,58,3023,1,0,0,0,0,13,0,0
"HKG",1,10,0,0,83,5,0,3,24244,167,0,0,181,1,0,87,10,12,25,0,4,29,21,65,0,60,0,6,4,52809,253,3,100,351202,0,12,0,0,41,0,0,226,0,0,34,34,658,0,201,29,2,117,4,0,1,448,5,0,27,0,1100,1,9,35167,0,5,0,0,0,0,10,85,0,1,0,5,4,0,5,27,1,61,11222,1855,1046,6,0,3,271,886,0,24,1675,7,0,0,25,0,756,17,1,3,0,3,5,69,0,4,12,6,10081,1,0,13,0,535,0,19,2,5,0,5,0,0,0,4,0,1591,6,1,6,0,0,0,213,337,731,1183,4,837,74,1,11305,0,137,2,76,194,37,0,1,38,7,12,158,0,109,0,0,7047,0,1,2,0,28,0,0,1,13,3,272,0,0,0,0,0,1500,1,0,1,0,6,0,53,0,0,7,0,65919,3,0,252,0,1110,0,0,0,610,1,0
"HND",0,0,0,0,0,36,0,1,41,15,0,0,58,0,0,0,1,0,13,0,0,928,68,47,0,0,0,0,0,954,81,0,132,47,0,0,0,0,146,0,0,398,48,0,1,5,420,0,22,64,0,190,0,0,0,5451,0,0,12,0,75,0,0,84,0,0,0,0,0,0,0,10,0,1001,0,0,0,0,0,0,4,4,0,0,2,0,0,8,17,770,21,5,11,1,0,0,0,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,87,11,0,0,0,0,163,32,0,0,0,46,6,2,3,6,0,0,0,0,6,0,0,0,0,0,0,0,1711,0,0,0,0,0,0,0,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,80494,0,0,50,0,0,0,0,0,0,0,0
"HRV",0,0,0,15,0,201,0,0,13405,11213,0,0,64,0,0,0,67,0,0,45130,0,0,9,142,0,0,0,0,1,6630,5331,0,138,0,0,0,0,0,10,0,0,2,0,0,19,816,41425,0,432,0,0,13,14,0,0,782,1,0,84,0,2384,0,0,1333,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,683,0,0,113,0,0,44,2,3599,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,87,6,0,0,0,0,0,9,1168,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,1069,0,218,0,0,12,10,0,0,636,0,0,21,0,0,0,0,0,295,172,0,0,0,0,0,0,0,0,0,33155,0,0,0,271,11779,3172,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,8238,0,0,77,0,0,0,0,0,134,0,0
"HTI",524,0,0,0,1,61,0,4,12,38,0,0,334,0,0,0,3,0,5330,0,0,7,9,28,23,0,0,0,0,19356,406,0,65,34,0,0,0,0,132,0,0,67,199,0,1,3,706,0,26,60361,0,54,0,0,0,478,0,0,7,0,48138,0,1,81,0,0,0,1050,0,0,2,10,0,1,4393,0,0,0,7,3,0,2,0,0,2,0,0,3,4,429,0,0,22,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,1,0,0,0,0,1,0,274,0,2,0,0,0,0,0,0,180,0,0,0,1,0,1,0,0,2,487,12,0,0,0,0,78,26,0,0,5,140,0,2,0,0,0,0,1,3,9,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,90297,1,0,736,60,0,0,0,0,2,0,0
"HUN",0,50,6,11,15,177,15,0,2792,4763,13,0,822,2,0,4,209,1,1,44,86,0,9,320,0,0,0,0,1,5219,1758,0,76,730,2,12,2,6,32,0,0,7,46,0,56,456,19629,0,306,7,64,32,64,1,0,884,26,11,219,0,1573,0,1,5089,20,9,3,0,1,1,0,323,0,1,0,0,0,2,1,253,0,0,12,71,944,167,62,24,1990,2018,2,123,93,60,7,14,6,0,82,9,2,60,3,51,0,3,0,30,89,53,0,13,62,4,0,65,19,1,7,0,2,100,1,0,0,3,0,8,0,1,0,1,68,1,858,258,3,147,1,19,7,15,26,0,578,1,0,77,2,6,0,2,0,19828,3467,1,23,11,2,5,0,3,1,28,1657,0,0,0,3709,79,1695,0,0,57,0,1,36,2,1,0,0,1,14,256,3,3,2346,5,10374,21,0,129,0,218,0,0,17,31,1,2
"IDN",8,0,0,0,79618,95,0,1,38206,805,0,0,2608,0,0,51710,31,10004,20,0,0,8,17,627,1,2278,0,21,0,11930,2148,1,136,30112,8,0,0,0,67,0,1,5,0,0,116,153,12527,0,762,0,1147,56,1595,1,0,2344,2,0,277,0,4207,0,2,7051,0,2,0,0,0,0,0,339,0,18,4,0,4,66532,2,24,1,261,0,742,184,0,2,69,368,4090,0,10068,20139,20,0,3,79,0,13190,24674,0,3254,0,6113,0,110,0,0,3,5,759,11,0,24,0,113,0,4,29,0,0,65,0,1,0,0,0,451461,0,72,792,3,0,0,94237,775,0,3663,9205,540,113,5,1201,248,112,5,1055,364,6,11,13,9010,0,21,790,0,355928,30,1,59927,5,3,1,0,18,0,0,31,27,15,1598,0,86,119,0,2,573,0,0,12273,0,2,22,187,0,0,62,0,62875,0,0,120,0,2722,0,0,0,667,4,0
"IND",160,15926,0,0,602754,59,0,27,87567,5773,4,1,9962,1,0,414419,120,80036,256,0,71,116,67,599,120,3529,5264,1385,3,246269,7396,3,537,13795,0,4,0,0,80,1,1,4,0,0,1285,796,36317,0,4480,41,5,141,411,50,1,33799,74,0,2387,174,31577,0,8,289183,25,425,0,19,0,0,12,11829,0,2,2,0,3,5467,3,68,1,734,3721,0,11874,9345,285,119,10221,80924,334,4479,15801,564,387,3,27,0,3040,83106,0,1143,311,967,117,22833,23,28,72,79,314,1,1,1239,3126,450,0,24,111,7850,0,72,690,0,0,3086,284,36199,8,254,8,0,89,6,6280,4440,119711,27256,65871,775618,1343,20,493,4,736,14,246,3822,11,37,16,191274,14,22,6875,0,219044,634,0,44504,0,377,3,0,87,0,0,13,455,42,8164,0,2615,72,0,1,1301,392,1,1,63,251,0,395,787,511,2638,0,683141,10,0,151,0,534,0,0,0,14087,1261,0
"IRL",1,32,121,34,80,76,8,1,7110,203,20,4,550,10,2,131,151,11,12,73,125,0,16,464,3,3,1,62,3,4034,502,419,53,843,17,49,9,171,18,0,1,5,11,0,116,619,2755,1,246,7,115,31,85,5,2,2592,213,35,139,2,2660,0,3,64323,35,88,11,1,8,0,0,136,1,16,0,0,3,176,2,75,1,430,18,681,0,133,71,16,144,1011,14,31,181,110,83,12,2,0,44,24,4,72,19,61,3,27,3,2319,154,1333,1,39,224,3,0,70,75,9,56,5,0,51,6,1,1,56,9,241,0,16,2,20,1105,4,945,124,14,946,8,462,11,27,683,2,7152,2,21,307,6,6,1,5,1,905,1000,9,59,78,3,35,0,168,4,76,19,0,0,1,873,16,406,2,1,24,5,22,55,4,1,0,0,14,15,174,15,19,397,9,17733,29,0,32,0,83,0,1,5,1784,46,106
"IRN",0,211965,0,0,32,26,1278,0,7617,1910,356,0,1659,0,0,0,183,4,0,0,10,0,8,188,0,0,0,0,0,17080,1377,0,19,0,0,0,0,0,13,0,0,6,0,0,141,167,29885,0,3971,12,933,20,74,0,0,877,0,0,1763,0,3056,0,0,16213,15,0,0,0,0,0,0,237,0,1,0,0,0,0,0,25,0,373,0,297,62,0,65235,12,13301,1994,0,89941,485,1,0,0,0,0,0,12,0,41021,0,183,0,8,0,7,21,7,0,34,0,0,0,27,0,0,6,0,0,0,0,0,0,0,0,89,0,4,0,0,0,0,6618,6114,0,656,8,12413,7,4,87,0,117,0,0,23,0,0,0,5,0,380,678,0,1792,0,0,0,0,0,2,0,8,0,0,0,43,4,20631,0,0,146075,0,0,2,315,255,0,0,0,0,2127,0,0,336,0,39816,1,0,18,0,0,0,0,17,63,0,0
"IRQ",0,28,0,0,655,8,144,0,6921,908,74,0,1618,0,0,0,176,96,0,0,4,0,6,194,0,0,0,0,0,10227,1064,0,67,0,0,0,0,0,6,0,0,1,0,0,125,166,19630,0,3530,5,2817,23,8359,70,0,633,0,2,1661,0,956,0,0,13173,0,0,0,0,0,0,0,768,0,1,0,0,0,0,4,25,0,302,1,86,67,32867,0,10,14415,908,0,80111,0,10,2,0,0,0,0,52,0,61000,0,9353,0,5,0,10,0,6,0,221,0,0,0,7,1,0,11,0,0,0,0,28,0,0,0,85,0,0,0,0,0,0,6608,4852,0,931,333,103,3,2,2,0,132,0,0,6,0,4650,0,14,0,370,501,0,681,343,0,0,0,0,1,40,21,296,0,0,51,6,16866,0,0,111890,3,0,5,56,0,0,0,0,46,2913,0,4,215,0,15795,0,0,30,0,0,0,0,990,43,0,0
"ISL",0,0,3,2,0,4,0,0,191,72,0,0,88,0,0,0,88,0,0,2,3,0,3,260,0,0,0,0,0,236,138,0,14,21,0,0,0,0,9,0,4,2,2,0,12,33,622,0,2831,1,4,2,2,0,0,465,3,4,66,0,173,0,0,502,0,2,1,0,1,0,1,22,0,3,0,0,1,0,2,6,0,68,7,17,14,3,2,0,4,53,1,1,6,53,3,0,0,0,4,0,0,4,0,0,0,10,0,36,58,24,0,10,0,0,0,5,1,0,0,0,0,1,1,0,0,1,0,1,0,3,0,0,3,0,162,742,1,6,0,2,0,4,77,0,511,0,0,18,0,0,0,0,0,10,284,0,1,0,1,1,0,4,0,0,64,0,0,0,18,6,1380,0,0,1,0,0,49,1,0,0,0,0,2,19,1,1,5,1,822,1,0,2,0,25,0,0,0,17,0,1
"ISR",0,270,0,1,40,3646,107,0,1331,1130,2593,0,1985,0,0,2,2579,5,2,0,4957,0,36,1114,0,0,0,0,1,3467,728,2,493,92,2,0,0,0,266,0,11,11,1,0,183,6188,16589,1,778,17,4189,57,2266,0,0,21020,90,6655,211,0,6571,0,2,13494,2075,4,0,2,0,0,1,501,0,10,1,0,0,2,8,63,0,2646,2,1750,1524,6197,8376,141,0,32256,0,354,6,15215,2,273,0,0,61,15,0,690,0,1872,0,3,0,1263,52,1025,0,17060,4540,1,0,321,1,12,6,0,0,0,0,1,2,0,0,1,0,14,3,0,0,0,1752,383,1,44,3,18,82,122,45,0,11252,14,0,2028,9,7778,1,6,4,16794,68996,0,126,12,3,1,0,0,6,0,17,0,0,0,86,37,648,0,1,838,0,0,0,482,162,0,0,0,3855,3975,0,0,22107,523,20212,4878,0,139,0,0,0,0,3285,1438,0,1
"ITA",2,23,319,27592,110,24764,34,11,28272,7584,17,43,22943,169,508,2202,1648,13,28,3615,249,3,546,11406,2,3,4,65,28,36258,40623,5,1856,8567,1324,566,257,433,2547,2,572,223,1351,0,120,1516,70033,11,1201,2726,2702,4241,5412,810,2,17998,58,790,617,2,63751,0,59,21917,41,4311,178,34,148,34,58,6300,1,98,24,4,3,97,106,3826,183,1714,115,4874,1702,1236,197,67,1926,0,16,347,1379,122,144,20,40,1,461,47,17,733,53,1021,4,4351,0,157,2525,165,3,34099,1084,210,35,1035,4965,183,303,12,525,11,51,71,15,1191,5,55,1,135,59,26,2729,58,4407,505,19,278,16,2994,228,3717,9061,1,8824,63,6,1155,298,33,27,20,15,20825,3009,57,194,157,5264,28,0,282,539,832,8941,0,7,2,981,1541,2135,1,102,271,15,175,391,9,8,3,1,9,9591,2259,131,76,2018,1260,59276,196,1,10158,1,222,0,5,33,3064,20,12
