"","ABW","AFG","AGO","ALB","ARE","ARG","ARM","ATG","AUS","AUT","AZE","BDI","BEL","BEN","BFA","BGD","BGR","BHR","BHS","BIH","BLR","BLZ","BOL","BRA","BRB","BRN","BTN","BWA","CAF","CAN","CHE","CHI","CHL","CHN","CIV","CMR","COD","COG","COL","COM","CPV","CRI","CUB","CUW","CYP","CZE","DEU","DJI","DNK","DOM","DZA","ECU","EGY","ERI","ESH","ESP","EST","ETH","FIN","FJI","FRA","FSM","GAB","GBR","GEO","GHA","GIN","GLP","GMB","GNB","GNQ","GRC","GRD","GTM","GUF","GUM","GUY","HKG","HND","HRV","HTI","HUN","IDN","IND","IRL","IRN","IRQ","ISL","ISR","ITA","JAM","JOR","JPN","KAZ","KEN","KGZ","KHM","KIR","KOR","KWT","LAO","LBN","LBR","LBY","LCA","LKA","LSO","LTU","LUX","LVA","MAC","MAR","MDA","MDG","MDV","MEX","MKD","MLI","MLT","MMR","MNE","MNG","MOZ","MRT","MTQ","MUS","MWI","MYS","MYT","NAM","NCL","NER","NGA","NIC","NLD","NOR","NPL","NZL","OMN","PAK","PAN","PER","PHL","PNG","POL","PRI","PRK","PRT","PRY","PSE","PYF","QAT","REU","ROU","RUS","RWA","SAU","SDN","SEN","SGP","SLB","SLE","SLV","SOM","SRB","SSD","STP","SUR","SVK","SVN","SWE","SWZ","SYC","SYR","TCD","TGO","THA","TJK","TKM","TLS","TON","TTO","TUN","TUR","TZA","UGA","UKR","URY","USA","UZB","VCT","VEN","VIR","VNM","VUT","WSM","YEM","ZAF","ZMB","ZWE"
"SVK",0,3,2,0,0,4,2,0,1853,2685,1,0,20,0,0,0,38,0,0,612,11,0,5,1,0,0,0,0,0,1227,1280,0,8,5,0,0,0,0,0,0,0,2,2,0,16,44406,5458,0,14,0,1,3,8,0,0,93,1,1,8,0,386,0,0,1549,1,0,0,0,0,0,0,69,0,0,0,0,0,0,0,237,0,7563,0,1,1522,2,1,1,6,1269,0,14,1,4,0,1,0,0,0,1,0,2,0,1,0,0,0,3,9,3,0,0,2,0,0,6,8,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,1,1,0,0,0,370,0,0,10,0,1,0,0,0,172,215,0,0,0,0,0,0,0,0,0,285,0,0,0,0,33,50,0,0,4,1,0,0,0,0,0,0,0,1,97,0,0,266,0,66,2,0,3,0,25,0,0,4,77,0,0
"SVN",1,0,0,2,1,367,0,0,3283,6694,0,0,207,0,0,1,12,0,1,5875,3,0,6,48,0,0,0,2,65,2493,1231,0,16,10,0,0,0,0,5,0,0,0,0,0,9,166,14650,0,97,6,1,7,2,0,0,304,2,0,18,0,1231,0,0,625,0,0,0,0,0,0,1,363,0,0,2,0,0,5,1,8981,0,289,0,2,45,1,1,6,132,2581,1,10,7,1,1,0,1,0,4,0,0,3,0,3,0,2,0,1,88,11,0,0,2,0,0,51,695,0,6,0,389,0,0,0,0,0,0,1,1,10,3,0,0,0,85,41,0,34,0,0,1,2,4,0,62,10,0,101,2,1,0,0,4,12,56,0,0,1,0,1,0,0,0,0,11476,0,0,0,166,0,499,0,0,0,0,0,0,0,0,0,0,0,5,427,4,2,12,1,1993,1,0,20,0,0,0,0,0,135,0,0
"SWE",0,619,47,26,46,349,20,1,1635,1072,15,11,909,2,2,260,230,7,6,2888,111,1,230,559,7,1,5,57,22,1530,1367,1,2550,793,20,9,131,27,646,1,22,33,121,0,122,57,7520,23,6708,77,167,122,243,228,0,1881,816,6491,23939,3,2001,0,1,5110,9,61,5,1,87,3,1,1999,2,49,0,0,7,47,25,843,9,1595,174,1114,275,7637,4639,549,506,1194,14,372,461,24,648,8,110,0,824,51,23,5389,62,271,2,485,2,106,207,226,0,360,8,7,2,205,165,3,12,7,0,1,13,1,0,11,11,107,0,30,0,1,49,34,1165,8342,16,210,4,436,24,337,477,2,3906,2,6,369,13,96,0,9,1,901,712,221,195,868,12,65,0,6,129,1303,620,0,1,1,66,148,0,3,3,1398,3,14,541,7,6,0,1,19,373,3902,106,524,160,189,7921,19,1,90,0,942,0,1,432,505,21,20
"SWZ",0,0,1,0,0,0,0,0,42,2,0,1,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,408,2,23,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,4,0,0,1,0,4,0,1,0,0,0,0,3,0,0,267,0,0,0,0,0,0,0,35,0,0,0,0,0,1,0,0,0,4,0,0,64,0,0,0,4,3,0,2,1,0,1,0,0,0,14,0,0,0,0,0,0,2,40,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3941,0,0,0,364,0,0,32,0,0,0,0,10,1,0,73,0,0,0,0,1,0,0,5,0,107,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19,45,0,0,0,30,0,0,0,0,0,0,0,0,26236,1,83
"SYC",0,0,0,0,19,0,0,0,345,5,0,0,18,0,0,3,0,1,0,0,0,0,0,1,0,0,1,9,2,1207,26,0,0,9,0,0,0,0,0,0,0,0,2,0,2,0,37,0,4,0,0,0,1,0,0,14,0,1,2,0,74,0,0,344,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,1,0,196,1,0,0,0,7,61,0,1,2,0,6,0,0,0,1,0,0,0,0,1,0,40,0,0,2,0,0,0,0,5,0,1,0,0,1,0,0,0,744,0,0,37,0,4,0,10,1,0,3,0,12,1,18,12,7,42,0,0,9,0,1,0,0,6,0,0,0,0,1,0,29,1,10,2,0,2,0,0,0,2,1,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,37,2,0,0,23,0,0,0,0,0,0,0,1,59,0,0
"SYR",0,0,0,0,3089,399,324,20,991,269,0,0,196,0,0,0,56,245,0,0,14,0,1,481,0,0,0,0,0,1831,318,0,40,0,0,0,0,0,94,0,0,1,0,0,254,42,4183,0,242,11,629,4,998,0,0,265,0,2,39,0,1570,0,1,422,0,3,2,15,0,0,0,734,0,5,0,0,0,0,1,0,0,155,299,0,22,37,8621,2,2002,728,0,49487,0,0,1,0,0,0,0,903,0,17298,0,4904,3,3,0,0,0,2,0,137,0,0,0,54,0,0,15,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,665,136,0,0,1,0,17,0,3,0,81,0,0,7,0,18746,0,126,0,976,520,0,40468,0,0,0,0,0,0,24,43,0,0,0,30,0,2078,0,0,0,0,0,0,0,0,0,0,0,86,580,0,0,521,0,5082,0,0,1530,0,0,0,0,2602,14,0,0
"TCD",0,0,5,0,317,0,0,0,2,2,0,0,30,32,0,0,0,29,0,0,0,0,0,0,0,0,0,0,10919,154,40,0,4,0,2,12967,15,879,0,0,0,0,0,0,0,1,57,0,0,0,0,0,33,0,0,4,0,3,1,0,429,0,212,61,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,34,0,10,0,0,216,0,0,0,0,73,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,302,2456,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1095,0,0,17,0,11,43270,0,0,0,1,0,0,0,0,0,0,21,0,6,0,0,0,0,39,0,0,0,0,0,0,0,0,1,562,0,0,5,0,0,0,0,0,0,0,51,1,0,0
"TGO",0,0,7,0,4,1,0,0,15,107,0,13,764,18853,1920,1,1,0,0,0,0,0,2,11,0,0,0,1,278,529,855,0,13,42,7024,52,676,929,0,1,4,0,0,0,1,9,7188,0,69,2,0,2,0,1,0,150,0,0,11,0,9464,0,3826,423,0,86943,155,0,34,4,48,15,0,0,10,0,0,16,0,0,0,9,0,6,64,0,0,2,51,842,0,2,7,0,0,0,2,0,5,0,0,1,18,1,0,0,0,0,14,1,2,0,0,1,0,17,0,256,0,0,0,0,0,19,0,0,1,0,7,9,15,3969,22442,0,396,21,1,3,2,0,0,0,3,0,10,5,0,136,1,1,0,0,21,1,10,210,0,216,189,4,0,6,0,0,1,0,3,0,3,0,171,0,0,0,73,0,0,0,0,0,0,0,6,16,304,173,0,0,102,0,0,0,0,0,0,0,0,28,2,0
"THA",4,16,1,0,4255,272,0,4,29475,4469,0,1,5228,1,0,22980,10,432,8,0,9,0,37,1652,2,13024,84,12,80,14825,14905,0,67,10245,0,0,0,0,8,1,1,6,0,0,155,180,40431,0,5576,38,0,28,882,1,0,925,3,0,1577,0,25741,1,0,16742,0,0,0,0,0,0,6,819,2,0,170,11,2,16453,4,7,2,847,1319,4267,573,3,0,473,270,3458,6,279,23030,0,0,0,210496,0,3519,999,27977,51,0,2943,2,846,0,4,222,16,2318,0,0,1,34,384,0,0,74,31702,0,0,0,0,0,3,1,42955,10,146,181,0,0,0,5961,3558,1685,7028,192,1890,15,10,2437,0,81,114,408,389,46,8,0,2907,31,5,132,0,1604,6,0,6443,0,0,0,1,39,0,0,1,100,13,12939,0,314,0,2,0,0,0,0,428,1,1,12,580,14,13,107,1,202760,0,0,66,0,8835,0,53,0,813,0,0
"TJK",1,22938,0,0,51,9,30,0,425,382,78,0,39,0,0,3,26,4,1,0,2434,0,3,19,0,4,3,1,11,160,353,0,6,43,0,0,0,14,0,0,2,0,1,0,123,189,33128,0,109,3,26,10,38,0,0,135,149,0,1781,0,102,0,0,506,390,0,0,0,0,0,0,1784,0,0,0,0,0,5,0,0,0,54,0,142,89,1071,150,21,5443,346,0,26,138,5241,0,10108,3,0,124,0,0,14,0,271,0,1,0,124,3,601,0,0,291,0,1,41,1,0,3,0,0,0,0,0,0,0,3,10,0,7,0,3,0,0,585,58,35,138,23,253,0,0,3,0,139,4,35,106,0,0,0,0,0,6,186278,0,34,1,0,6,0,0,0,0,123,0,0,0,51,12,162,0,0,0,0,0,0,0,22746,1,0,0,3,637,1,13,14918,0,4750,7237,0,0,4,2,0,1,1,80,4,0
"TKM",0,55,0,0,0,7,862,0,39,41,1331,0,7,0,0,0,10,0,0,0,1164,0,0,2,0,0,0,0,1,81,56,0,0,2,0,0,0,1,0,0,0,0,0,0,9,29,2356,0,7,0,0,1,4,0,0,20,102,0,96,0,34,0,0,44,146,0,0,0,0,0,0,2556,0,0,0,0,0,0,0,0,0,32,0,1,8,1062,128,1,654,45,0,2,38,3234,0,312,0,0,45,0,0,1,0,19,0,0,0,74,0,143,0,0,27,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,120,5,0,8,0,3,0,0,0,0,39,0,0,19,0,0,0,0,0,1,38884,0,0,0,0,0,0,0,0,0,12,0,0,0,10,1,19,0,0,0,0,0,0,259,0,0,0,0,0,238,0,1,7098,0,508,12030,0,0,0,0,0,0,0,12,0,0
"TLS",0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16204,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,7,0,0,18,0,0,0,0,109,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0
"TON",0,0,0,0,2,0,0,0,3039,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,30,0,0,136,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,1,165,44,4,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,1,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5182,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4834,0,0,0,0,0,6,48,0,0,0,0
"TTO",17,0,0,0,11,8,0,152,398,12,0,0,1,0,0,0,0,1,32,0,0,0,5,1,491,0,1,0,0,12925,50,0,3,55,0,0,0,0,5,0,0,2,6,0,2,1,142,0,40,16,0,5,0,0,0,30,0,0,6,0,31,0,0,4101,0,0,0,0,0,0,0,5,1814,0,3,0,560,1,0,0,0,6,0,98,38,0,0,1,1,30,532,0,1,0,0,0,0,0,1,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,24,0,139,39,9,2,4,16,6,0,20,0,0,53,0,1,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,4,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,36468,0,1052,507,230,0,0,0,0,7,0,0
"TUN",0,0,0,0,160,11,0,0,50,240,0,0,1485,0,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,401,657,0,2,0,36,0,0,0,0,0,0,0,0,0,1,6,2799,0,59,0,1416,0,117,0,0,80,0,0,23,0,29052,0,8,268,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,9,0,0,5,0,43,1,4522,7345,0,101,0,0,0,0,0,0,0,67,0,19,0,349,0,0,0,0,12,0,0,825,0,0,0,0,0,12,19,0,0,0,0,37,0,0,0,0,0,0,64,0,9,0,331,47,0,0,0,0,0,0,2,0,18,0,0,4,0,146,0,30,0,0,54,0,2,0,18,0,0,0,0,0,3,0,0,0,5,0,268,0,0,48,0,0,0,0,0,0,0,0,0,31,0,0,0,0,535,0,0,2,0,0,0,0,1,10,0,0
"TUR",9,1665,0,415,5144,268,262,0,7054,30989,668,0,21241,0,0,10,39628,431,0,518,28,0,7,226,0,0,0,0,9,6224,14826,1,60,65,0,0,1,0,10,0,0,3,3,0,1966,152,466231,0,9624,21,161,2,506,0,0,339,6,41,1055,0,39677,0,0,19058,186,3,0,2,0,0,0,57163,0,2,0,0,0,4,0,122,0,753,7,211,214,15581,22377,14,14142,2139,0,2677,632,7965,48,167,0,0,16,706,0,1348,0,1774,0,15,0,20,80,16,0,13,127,0,0,86,5726,0,31,1,0,7,0,0,1,0,0,14,0,18,1,0,7,1,47156,2336,0,98,187,120,5,6,89,0,247,10,1,76,1,294,1,705,1,1404,2945,0,674,75,1,8,0,0,0,15,480,0,0,0,149,36,11460,3,0,699,0,0,4,123,65,2,0,0,21,0,8,10,500,2,16332,241,0,20,0,1,0,0,451,734,0,0
"TZA",0,0,88,0,1,0,0,0,226,12,0,27522,45,0,0,0,1,0,0,0,0,0,0,7,0,0,0,346,2,2129,72,0,2,0,0,0,5162,1568,0,56,0,0,0,0,10,2,175,1,130,0,0,0,14,212,0,10,0,15,28,0,125,0,5,3346,0,1,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,7,0,568,25,0,0,1,0,217,0,0,0,0,13601,0,0,0,0,0,0,0,0,38,0,0,22,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,14620,0,0,11,3699,0,2,235,0,0,0,0,168,68,0,0,0,53,0,0,0,3,7,0,0,352,0,0,0,0,0,0,28,20347,1,3188,0,0,0,0,0,54,0,0,1,0,0,0,101,32,14,0,1,1,0,0,0,0,0,0,0,41,0,15944,0,0,1003,0,0,0,0,0,0,0,1,3812,2422,318
"UGA",0,0,5,0,24,0,0,0,118,17,0,5126,42,0,0,4,0,3,0,0,0,0,0,0,0,0,0,47,27,924,46,0,1,11,4,0,37837,142,0,0,0,1,11,0,1,1,138,0,72,0,6,0,17,96,0,7,0,71,2,0,78,0,1,4720,0,3,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,2,0,260,8,0,2,0,0,54,0,2,6,0,16203,0,0,0,5,11,0,1,0,20,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,36,0,0,71,0,0,7,0,66,33,0,0,5,22,0,0,0,0,5,0,5,4,0,0,0,2,0,0,33,22091,109,27959,7,0,0,0,0,35,0,0,0,0,0,0,214,2,0,0,11,8,0,0,0,0,0,0,0,0,18201,0,1,0,852,0,0,0,0,0,0,0,24,368,99,6
"UKR",0,943,0,0,64,891,3416,0,2951,1098,7892,0,99,0,0,1,439,2,1,1,71375,0,14,59,0,0,1,0,14,6163,905,0,24,955,0,0,0,20,24,0,8,14,124,0,349,2287,53795,0,182,19,18,34,51,0,0,348,5703,0,2175,0,1093,0,0,1735,8658,0,5,0,0,0,0,4185,0,0,0,0,0,3,0,0,0,2533,1,595,300,843,234,21,33016,1886,0,2240,145,69152,0,12173,4,0,96,4,0,1338,0,228,0,2,0,6384,22,10837,0,216,38238,0,0,68,7,1,7,0,0,6,0,0,0,0,0,3,0,59,0,0,0,8,534,85,10,182,22,43,13,16,1,0,46111,0,2,1353,0,606,0,4,0,1712,1020269,0,97,0,0,1,0,0,0,0,339,0,0,0,770,47,377,0,0,585,0,0,0,4885,7225,0,0,0,1,1087,0,16,0,0,33316,36271,0,25,0,1662,0,0,38,386,0,0
"URY",1,0,9,0,1,17026,0,1,2085,123,0,0,162,0,0,40,14,0,1,0,8,0,100,9808,0,0,0,1,1,1421,507,0,663,147,0,0,0,0,46,0,1,26,1,0,4,31,2683,0,102,401,0,154,0,0,0,9555,1,0,27,0,1131,0,0,787,0,0,0,0,0,0,12,108,0,9,0,0,2,6,12,3,33,38,0,0,155,0,0,7,2142,2626,1,10,822,0,0,0,0,0,5,0,0,1,0,1,0,0,0,8,56,3,0,0,0,0,0,641,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,276,54,0,9,0,0,52,94,7,0,521,24,6,410,879,3,0,0,0,83,107,0,0,0,0,1,0,0,9,0,8,0,0,3,23,6,765,0,0,0,0,0,0,0,0,3,0,0,1,87,1,2,0,0,4121,0,0,769,0,0,0,0,0,109,0,0
"USA",2284,9043,1196,994,3385,15410,2970,2016,44231,28189,1193,68,24188,2,8,12523,1137,263,3483,4482,2979,2912,5333,27264,4586,127,72,547,1074,188800,44062,129,10011,106214,134,371,570,197,38680,0,1656,8538,85913,0,4298,14924,285987,6,12582,46691,1034,25272,9476,1192,0,31737,1304,24851,6369,1696,41625,468,33,145872,626,1883,149,121,77,26,10,66225,1665,22835,125,3160,11368,24405,16983,3553,26975,28276,8728,64759,23110,74134,15544,1339,71918,80241,36105,22454,52542,1167,2274,293,84395,3,82399,1149,15661,55677,382,3802,1011,1880,48,4126,5287,4120,496,1950,1383,2,10,665919,1037,28,1683,1561,0,17,24,12,23,12,421,10782,1,1126,20,2,5515,17773,27063,13354,342,12238,314,14664,11888,15289,118453,125,56544,177990,303,33392,2004,15606,66,437,15,10476,28621,1158,3466,5308,220,10255,10,286,36833,351,5933,0,24,489,7661,638,30499,23,5,5437,6,25,8547,289,134,412,893,14274,1671,27310,1901,2851,21135,2778,0,2078,1280,9340,2102,68124,1,1144,4678,42377,468,535
"UZB",0,843,0,0,0,153,938,0,884,737,4596,0,188,0,0,0,111,0,1,0,7885,0,8,35,0,0,0,3,12,389,1299,0,11,34,0,0,0,16,1,0,3,1,4,0,168,615,45123,0,140,3,4,17,22,0,0,457,503,0,1842,0,152,0,0,908,1077,0,0,0,0,0,0,5151,0,0,0,0,0,1,0,10,0,785,0,5,158,1,4,17,18252,1156,0,49,104,31966,0,2859,4,0,1724,0,0,26,0,133,0,2,0,440,3,2063,0,0,610,0,0,29,0,0,7,0,0,2,0,0,0,0,0,0,0,24,0,0,0,0,3657,70,0,149,0,0,1,0,2,0,525,0,2,445,0,0,0,0,0,14,393546,0,0,0,0,0,0,0,0,0,223,0,0,0,222,20,301,0,0,0,0,0,0,2330,11463,0,0,0,4,3581,6,15,111794,0,11463,0,0,1,0,0,0,0,0,282,0,0
"VCT",37,0,0,0,0,0,0,201,31,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,706,0,0,0,0,2767,0,0,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,15,0,0,3010,0,0,0,0,0,0,0,32,117,0,0,0,80,0,0,0,0,2,0,0,1,0,0,0,0,3,64,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1246,0,0,0,0,0,0,3904,0,0,12,42,0,0,0,0,0,0,0
"VEN",1628,0,373,4,131,2123,3,22,1110,562,0,1,1143,0,0,18,60,2,10,2,3,2,451,4758,26,0,0,9,16,3958,4094,3,3897,854,0,0,1,13,70004,0,4,355,1329,59,41,80,8418,0,365,5776,12,4923,66,2,0,33833,6,26,87,0,4592,0,0,4415,1,3,0,2,0,0,45,700,191,71,9,0,765,64,81,56,531,301,8,32,301,99,73,15,1103,8958,29,1178,449,6,0,0,1,0,35,7,0,5256,1,172,25,6,0,16,1386,21,4,172,1,0,0,1501,1,0,3,0,34,0,6,0,4,0,1,18,2,23,7,0,8,263,1306,195,3,43,6,11,469,3084,29,0,124,779,8,16238,85,281,0,2,7,148,177,0,478,18,1,12,0,0,98,0,251,0,3,16,81,34,1012,0,0,1870,0,0,4,0,0,50,0,577,18,229,3,9,26,822,39759,1,11,0,8,1,0,0,152,1357,0,2
"VIR",249,0,0,0,3,2,0,764,30,5,0,0,6,0,0,8,0,0,1,0,0,0,2,9,57,0,0,0,1,449,20,0,5,5,0,0,0,0,3,0,25,2,0,24,1,1,57,0,5,383,0,7,0,0,0,9,0,0,2,0,14,0,0,698,0,0,0,1,0,0,0,12,457,0,4,0,5,7,3,0,24,4,1,1,2,0,0,1,47,2,47,3,13,0,0,0,1,0,11,0,0,2,0,0,319,0,0,1,0,0,0,0,0,0,0,185,0,0,1,0,0,0,0,0,3,0,0,0,0,27,0,0,0,0,50,6,0,9,0,0,2,0,12,0,3,972,0,4,1,8,0,0,0,1,1,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,11,0,0,0,0,0,0,8,0,0,0,326,0,4,1,1,1,0,4183,0,45,4,0,1,0,0,0,7,0,0
"VNM",0,0,0,0,0,2,0,0,53558,727,0,0,1534,0,0,3719,41,0,0,0,138,0,2,0,0,0,0,0,0,41438,2382,0,2,4256,0,0,0,0,0,0,0,0,0,0,12,2987,27347,0,3056,0,0,7,0,0,0,139,0,0,1051,0,21814,0,0,5275,0,0,0,0,0,0,0,63,0,0,0,43,0,2204,0,0,0,1069,119,259,219,0,0,85,0,729,0,0,3374,0,0,34,56234,0,7015,0,1603,0,0,0,0,5,0,22,15,2,0,0,0,0,0,8,0,0,0,75,0,1,0,0,0,0,0,22969,0,0,168,0,0,0,3583,5093,14,1180,0,5,2,0,7603,0,420,33,221,9,0,0,0,0,0,2,3871,0,1,0,0,37,0,0,0,0,0,0,0,0,571,0,3998,0,0,0,0,0,1161,0,0,260,0,0,0,11,0,0,3693,0,263432,0,0,2,0,0,0,0,0,48,0,0
"VUT",0,0,0,0,1,3,0,0,427,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,23,0,0,0,0,0,2,1,5,0,2,0,0,0,0,0,0,4,0,0,0,37,59,0,0,89,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1040,0,0,0,2,0,0,29,0,0,0,0,1,19,0,0,0,1,0,0,24,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,3,0,0,0,0,0,0,7,0,16,0,0
"WSM",0,0,0,0,0,0,0,0,5416,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,6,0,3,0,0,0,0,0,0,0,0,0,0,32,6,8,0,125,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,4,0,0,0,0,28,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10480,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,3447,0,0,0,0,0,1,0,0,1,0,0
"YEM",0,0,0,0,3407,0,0,0,49,4,0,0,8,0,0,0,1,386,0,0,1,0,0,0,0,0,0,0,3,75,16,0,0,2,0,0,1,0,0,0,0,0,0,0,0,4,100,49,11,0,147,0,797,1,0,0,0,11790,2,0,62,0,0,418,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,14,0,0,1,19,424,0,2413,13,0,254,2,0,78,0,36,0,5,1442,0,119,0,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,13,6,0,1,1,0,0,0,4,0,7,0,0,0,0,215,0,648,0,0,46,0,18117,2217,0,0,0,0,0,2689,0,0,0,0,1,0,19,0,0,177,1,0,0,0,0,0,0,0,0,3,2,25,2,0,822,0,0,0,0,45,0,0,0,6,0,0
"ZAF",0,9,916,5,18,86,0,3,6467,465,0,188,773,13,3,194,222,14,5,8,9,0,14,140,2,2,0,3138,49,3266,840,10,70,703,59,166,953,108,14,16,0,4,23,0,243,89,3454,4,165,26,29,5,86,71,0,159,5,1395,67,3,878,0,19,18521,0,355,3,1,1,1,0,623,0,5,0,0,3,131,0,32,0,17,117,751,592,98,21,8,1250,914,13,30,90,3,374,1,0,0,150,7,2,237,4,72,1,74,18006,15,14,15,1,77,1,36,3,18,4,6,17,10,0,0,20693,1,0,374,1733,98,1,2204,0,2,1003,7,2270,112,11,1234,4,150,6,19,135,4,179,1,12,2398,10,15,0,2,83,53,135,500,64,2089,108,69,0,19,0,290,141,0,1,0,22,2,114,4379,20,11,1,1,7,0,0,0,0,2,16,112,303,992,142,9,5376,2,0,42,0,12,0,0,94,0,743,5948
"ZMB",0,0,36835,0,154,1,0,0,1732,42,0,253,94,0,0,11,2,11,0,0,0,0,2,108,1,1,8,3785,851,1147,239,1,6,15,1,1,4824,1819,0,0,9,0,0,0,38,7,461,0,169,1,0,1,33,228,0,54,0,3,47,0,133,0,1,7559,0,41,0,0,0,0,0,137,0,0,0,0,0,6,0,0,0,15,0,867,192,0,1,2,19,219,0,29,23,0,171,0,0,0,8,0,0,15,0,3,0,1,39,0,2,1,0,0,0,0,2,4,0,16,3,0,0,0,18692,0,0,1,42087,25,0,2224,0,0,16,0,450,75,109,210,52,185,0,0,4,0,12,0,0,1242,1,2,0,0,0,0,56,3652,84,695,8,11,0,0,0,0,40,0,6,0,4,0,124,40,1,0,4,0,0,4,0,0,0,0,0,23,6976,2800,0,0,2302,0,0,1,0,2,0,0,3,35451,0,8370
