"","ABW","AFG","AGO","ALB","ARE","ARG","ARM","ATG","AUS","AUT","AZE","BDI","BEL","BEN","BFA","BGD","BGR","BHR","BHS","BIH","BLR","BLZ","BOL","BRA","BRB","BRN","BTN","BWA","CAF","CAN","CHE","CHI","CHL","CHN","CIV","CMR","COD","COG","COL","COM","CPV","CRI","CUB","CUW","CYP","CZE","DEU","DJI","DNK","DOM","DZA","ECU","EGY","ERI","ESH","ESP","EST","ETH","FIN","FJI","FRA","FSM","GAB","GBR","GEO","GHA","GIN","GLP","GMB","GNB","GNQ","GRC","GRD","GTM","GUF","GUM","GUY","HKG","HND","HRV","HTI","HUN","IDN","IND","IRL","IRN","IRQ","ISL","ISR","ITA","JAM","JOR","JPN","KAZ","KEN","KGZ","KHM","KIR","KOR","KWT","LAO","LBN","LBR","LBY","LCA","LKA","LSO","LTU","LUX","LVA","MAC","MAR","MDA","MDG","MDV","MEX","MKD","MLI","MLT","MMR","MNE","MNG","MOZ","MRT","MTQ","MUS","MWI","MYS","MYT","NAM","NCL","NER","NGA","NIC","NLD","NOR","NPL","NZL","OMN","PAK","PAN","PER","PHL","PNG","POL","PRI","PRK","PRT","PRY","PSE","PYF","QAT","REU","ROU","RUS","RWA","SAU","SDN","SEN","SGP","SLB","SLE","SLV","SOM","SRB","SSD","STP","SUR","SVK","SVN","SWE","SWZ","SYC","SYR","TCD","TGO","THA","TJK","TKM","TLS","TON","TTO","TUN","TUR","TZA","UGA","UKR","URY","USA","UZB","VCT","VEN","VIR","VNM","VUT","WSM","YEM","ZAF","ZMB","ZWE"
"ABW",0,0,0,0,0,0,0,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,61,1,0,3,25,0,0,0,0,203,0,0,2,0,33,0,0,15,0,0,227,0,0,0,0,0,1,0,0,0,0,3,0,0,47,0,0,0,0,0,0,0,8,21,0,2,0,8,0,0,0,29,0,0,4,0,0,1,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,314,0,0,0,0,0,0,11,21,0,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,407,0,16,162,40,0,0,0,0,0,0,0
"AFG",0,0,0,0,148,1,0,0,541,371,15,0,5,0,0,0,12,17,0,0,20,0,0,0,0,0,0,0,0,927,155,0,0,0,0,0,0,0,7,0,0,1,0,0,0,6,3637,0,113,0,0,1,13,0,0,3,0,0,11,0,229,0,0,545,2,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,29,0,1419,5,164767,20,0,219,15,0,6,0,8,0,10,0,0,0,62,0,0,0,33,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,1,1006,24,0,34,0,103155,0,0,2,0,13,0,0,0,0,0,0,28,0,0,1388,0,12325,0,0,0,0,0,0,0,0,0,0,0,9,0,279,0,0,7,0,0,0,4061,247,0,0,0,0,650,0,0,202,0,2366,187,0,0,0,0,0,0,0,3,0,0
"AGO",0,0,0,0,0,3,0,0,41,23,0,2,109,0,0,0,0,0,0,0,0,0,1,664,0,0,0,122,2,202,464,0,3,0,1,0,37038,2057,5,0,498,0,17,0,0,6,6,0,8,0,0,2,2,66,0,165,0,0,6,0,1282,0,45,339,0,0,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,5,0,0,28,0,0,2,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,6,0,0,0,0,1727,0,0,0,9,0,0,2673,0,0,0,0,283,5,0,2,0,0,0,1,78,0,4,0,0,17378,0,0,0,0,0,0,50,9,0,1,0,0,0,0,0,0,0,0,338,0,1,0,44,18,0,0,1,0,0,0,0,0,0,0,0,0,122,4,0,0,358,0,0,20,0,0,0,0,0,2279,14314,0
"ALB",0,0,0,0,7,73,2,1,1187,1267,0,0,1210,0,0,4,202,1,2,0,0,0,2,106,1,0,0,1,3,3790,846,0,16,11,0,0,0,0,18,0,1,2,32,0,395,86,10907,0,92,12,0,25,38,0,0,352,0,0,37,0,2035,0,0,2351,0,0,0,0,0,0,0,241345,1,0,0,0,1,29,2,94,0,94,0,0,148,0,24,12,146,141574,3,6,21,8,0,0,1,0,15,0,0,1,0,146,0,5,0,1,183,4,0,0,0,0,0,103,30641,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,371,91,0,16,0,0,2,0,310,0,41,32,1,46,7,4,0,0,0,200,455,0,0,0,0,3,0,0,0,0,430,0,0,0,51,45,470,0,0,0,0,0,0,0,0,0,0,0,4,2117,3,5,1,3,19978,0,0,10,0,1,0,0,0,321,0,0
"ARE",0,250,0,0,0,2,1,0,767,57,0,0,13,0,0,17406,11,969,0,0,9,0,1,7,0,2,2,1,8,3231,132,1,1,8,0,2,4,0,7,0,0,0,0,0,35,8,108,5,105,0,23,0,19868,368,0,21,0,1834,18,1,189,0,0,4077,0,0,0,0,0,0,0,59,0,0,0,3,0,16,0,0,0,71,6516,66672,83,30,618,1,35,72,0,5939,12,1,1572,0,0,0,3,2181,0,2357,0,1131,0,4974,0,7,0,0,0,206,0,0,2,1,1,0,4,3,0,0,0,6,0,0,0,45,0,0,0,0,129,0,204,25,247,10,5002,22579,0,0,6645,0,29,1,0,1,0,8518,0,12301,0,2,69,0,964,27284,0,14,0,0,0,339,17,0,0,0,20,0,172,0,0,1865,129,0,146,0,0,1,0,0,165,1350,3,3835,8,0,3611,0,0,4,0,0,0,0,50884,74,0,0
"ARG",5,9,77,22,92,0,82,3,6744,2372,9,1,2812,0,2,175,237,5,5,12,135,1,24748,21441,1,0,1,15,11,6892,5778,1,37944,1174,0,0,1,14,683,0,27,187,200,0,91,807,31862,0,945,1217,30,1376,101,0,0,65533,18,65,252,0,15453,1,0,8621,1,0,0,2,0,0,126,1602,2,48,2,1,7,29,64,281,72,1237,8,30,1311,116,49,47,16809,42344,3,706,4925,24,3,4,34,0,1254,1,46,2788,0,142,1,61,0,256,918,119,1,54,113,2,0,2374,1206,0,27,1,0,0,3,6,1,3,4,17,0,96,12,0,9,32,2074,407,3,387,3,9,194,2377,65,0,3934,277,31,3810,50859,225,0,2,1,514,1116,0,257,24,0,4,0,0,36,1,1054,0,1,15,474,318,2399,0,0,659,0,0,11,1,1,21,0,8,116,2327,33,49,500,21326,27830,8,0,1683,0,2,2,0,111,2037,0,0
"ARM",0,1,0,3,68,660,0,0,925,1541,145344,0,27,0,0,0,201,1,0,0,4289,0,3,14,0,0,0,0,6,1453,509,0,7,17,0,0,0,8,0,0,1,1,0,0,506,488,24645,0,352,1,0,17,62,0,0,706,317,0,973,0,3830,0,0,896,591,0,0,0,0,0,0,10249,0,0,0,0,0,0,0,3,0,275,0,0,80,6662,874,9,3137,425,0,464,268,3797,0,1861,2,0,44,1,0,1349,0,249,0,2,0,549,6,823,0,0,40,0,0,57,1,0,10,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,545,69,0,67,0,0,1,0,26,0,670,0,1,140,0,46,0,0,0,36,338998,0,182,0,0,0,0,0,0,0,218,0,0,0,121,8,411,0,0,536,0,0,0,103,5364,0,0,0,2,1600,0,7,38666,0,35720,4777,0,16,0,0,0,0,90,104,0,0
"ATG",4,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,56,0,0,0,0,442,27,0,1,7,0,0,0,0,3,0,0,0,1,1,0,1,6,0,0,118,0,0,3,0,0,1,0,0,0,0,7,0,0,1372,0,1,0,5,0,0,0,3,19,0,2,0,146,0,0,0,1,0,0,4,1,0,0,0,0,10,68,1,0,0,0,0,0,0,0,0,0,26,0,0,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,144,0,0,3,2,9,0,0,1,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,19,0,0,0,0,0,0,0,46,0,0,0,0,0,0,3040,0,47,3,406,0,0,0,0,10,0,0
"AUS",67,320,61,154,268,1968,35,5,0,3854,12,4,2098,2,2,411,175,74,38,1689,77,5,106,838,37,344,11,552,27,10421,3322,134,3553,12204,4,8,65,26,271,0,3,50,40,3,3692,2396,27967,5,1811,32,93,192,4874,126,0,3078,292,377,1477,3780,3811,1,5,146801,3,85,1,4,1,1,0,26949,7,42,3,10,36,7229,28,4946,6,4330,32903,9389,6502,4765,1209,60,3914,31405,75,1351,4321,55,636,20,10698,22,3171,122,933,43521,8,423,6,5041,7,536,120,1120,147,109,10,17,11,254,3606,2,6254,707,176,1,63,1,4,2223,791,12363,0,224,194,1,87,69,14695,660,58,47792,65,891,27,395,10172,1291,9439,13,41,2566,42,840,36,48,11,1248,1338,100,518,805,11,12769,86,8,623,47,5354,0,0,25,1062,925,2669,20,196,717,2,1,1179,9,12,4601,472,103,109,5349,215,297,1438,1315,19432,43,4,191,1,15546,155,550,265,43639,268,844
"AUT",0,1157,35,133,31,498,110,0,3351,0,65,10,461,4,5,167,714,3,3,6747,112,2,52,917,1,1,2,16,20,3231,6930,1,145,1119,11,37,83,38,124,0,2,22,51,0,37,4127,36889,2,327,310,84,72,1019,6,0,679,25,530,153,1,2216,0,2,3039,147,107,5,1,16,2,2,662,1,17,0,1,1,20,7,5208,22,2482,92,957,82,2030,495,20,1209,3776,11,159,265,92,133,42,254,0,10,15,6,417,3,217,2,57,0,63,229,64,1,110,107,5,3,163,1103,4,9,3,1597,22,3,1,0,7,19,65,0,126,0,2,416,15,1497,207,43,139,5,629,9,97,831,3,4801,3,189,141,15,69,0,4,1,2480,2502,54,68,349,11,45,0,5,4,86,14441,0,0,1,2062,1967,1061,2,2,232,1,9,195,29,13,1,0,4,476,11345,26,98,574,18,9717,67,1,175,0,205,0,0,92,1372,7,16
"AZE",0,175,0,0,4,14,66572,0,111,327,0,0,8,0,0,0,353,0,0,0,3562,0,1,2,0,0,0,0,1,352,197,0,1,4,0,0,0,2,0,0,0,0,0,0,33,71,9690,0,51,0,0,1,7,0,0,51,286,0,190,0,173,0,0,296,6906,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,59,0,1,29,1600,167,3,7689,97,0,4,47,6296,0,1673,0,0,38,0,0,2,0,7,0,0,0,204,0,1191,0,0,349,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,190,13,0,13,0,3,0,0,0,0,100,0,0,24,0,0,0,0,0,2,229121,0,0,0,0,0,0,0,0,0,16,0,0,0,19,2,105,0,0,0,0,0,0,77,2685,0,0,0,0,6756,0,1,32715,0,4542,7903,0,0,0,0,0,0,0,11,0,0
"BDI",0,0,5,0,0,0,0,0,2,7,0,0,238,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,4,737,41,0,1,0,0,0,172161,228,0,0,0,0,0,0,1,0,89,0,96,0,0,0,4,807,0,2,0,23,2,0,189,0,6,678,0,1,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,173,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,3687,0,0,65,0,0,0,0,78,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,43656,0,221,8,0,0,0,0,0,0,0,0,0,0,0,9,132,0,0,0,3,0,0,0,0,0,0,0,1,138482,22801,0,0,1,0,0,0,0,0,0,0,0,213,306,0
"BEL",2,50,780,178,119,421,2,0,1342,924,2,718,0,168,34,65,120,14,5,23,22,1,149,578,2,1,21,71,1395,3646,2823,3,679,565,59,220,7722,2241,257,0,49,40,37,0,66,100,17591,14,661,283,3032,273,270,47,0,9075,6,3390,143,1,30320,0,68,6051,15,236,36,35,10,5,1055,4205,0,483,29,1,8,5,15,35,192,483,234,695,250,1326,497,30,2892,21104,24,378,436,161,424,3,573,0,39,17,85,2730,9,318,1,27,1,15,3465,14,1,30683,6,130,0,373,33,21,29,4,1,1,18,59,18,324,59,175,1,62,7,90,138,18,14113,286,67,63,9,989,16,212,830,9,1146,5,216,2062,21,328,5,9,13,267,167,4352,68,1168,107,125,0,59,26,271,98,0,4,24,143,34,647,17,7,218,34,129,255,1,0,4,0,0,8716,23073,896,2735,67,47,6539,3,0,175,0,304,0,0,341,3609,42,18
"BEN",0,0,0,0,0,0,0,0,2,7,0,0,184,0,537,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36,38,0,0,0,5788,2,0,770,0,0,0,0,0,0,0,1,122,0,3,0,0,0,5,0,0,7,0,0,0,0,1576,0,2278,19,0,1214,146,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,49,0,0,0,0,0,31,0,3928,15048,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,42,0,0,2,272,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,22,4398,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,21,0,0
"BFA",0,0,0,0,0,19,0,0,6,72,0,0,419,4372,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,230,336,0,1,0,368795,7,0,36,0,0,0,0,0,0,0,2,1541,0,17,0,0,0,40,0,0,195,0,0,2,0,3374,0,1644,93,0,16221,46,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3174,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6443,0,0,0,0,0,23,0,0,0,0,0,96,0,9145,567,0,140,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488,0,0,13,202,0,0,4,0,0,0,0,0,0,0,0,31,0,0,0,3,3886,0,0,0,0,0,0,3,0,0,0,0,0,46,0,0,0,0,0,0,0,0,8,0,0
"BGD",1,0,0,0,107565,6,0,0,5008,627,0,0,484,0,0,0,100,9829,0,0,2,0,7,92,0,491,20,3,0,10943,592,1,7,18047,0,0,0,0,0,0,0,1,0,0,119,56,2503,0,205,2,1,2,60,0,0,200,0,0,195,159,772,0,0,44150,0,0,0,0,0,0,0,818,0,0,2,1,1,828,0,0,0,43,10247,1107160,440,0,0,2,2,9467,0,5207,4317,1,0,0,9467,0,4089,12053,5093,2576,0,536,0,82,0,0,6,2,74,0,0,0,308,12,0,0,4,16979,0,0,0,0,0,103,0,43048,0,17,3,0,0,0,413,717,1469,762,31958,8,3,0,190,0,14,6,52,120,0,1,0,12719,0,3,154,0,177494,7,0,16554,0,0,1,0,4,0,0,3,11,0,1182,0,5,0,0,0,1537,0,0,403,0,0,0,139,0,38,41,0,45405,0,0,6,0,5127,0,0,0,809,0,0
"BGR",0,191,3,11,24,331,102,0,2009,7000,12,1,725,0,0,3,0,1,0,2,67,0,10,238,0,0,1,4,0,5663,2375,0,52,58,0,0,2,2,35,0,0,23,73,0,1882,1607,23176,0,423,244,5,55,32,0,0,1722,3,34,342,0,5648,0,0,3060,9,0,0,0,0,0,0,24724,0,0,0,0,0,11,0,161,0,1084,0,33,479,63,35,45,16604,6094,0,175,12,29,1,4,15,0,10,1,0,279,0,18,0,0,0,26,61,39,1,3,193,0,0,190,568,0,64,0,1,1,1,0,0,0,1,7,0,32,0,1,4,14,1035,492,12,4,6,40,35,12,3,0,1330,0,0,397,0,16,0,0,0,6290,7117,2,31,17,0,6,0,0,0,0,1024,0,0,0,850,47,2483,0,0,81,0,0,0,3,3,0,0,0,9,262183,4,5,1593,0,19650,14,0,69,0,52,0,0,63,2325,0,1
"BHR",0,69,0,0,454,3,0,0,247,5,0,0,14,0,0,11989,1,0,0,0,0,0,1,1,0,0,0,0,1,571,88,0,0,1,0,0,0,0,0,0,0,0,0,0,18,5,15,1,28,5,4,0,2612,48,0,5,0,284,2,0,21,0,0,1921,0,0,0,0,0,0,0,15,0,0,0,0,0,2,0,0,0,3,849,7858,29,6,98,1,5,16,0,1431,3,0,241,0,0,0,1,165,0,561,0,149,0,665,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,15,0,0,17,0,56,9,32,1,179,3616,0,0,865,0,0,0,0,0,0,4709,0,55,0,0,1,0,126,3889,0,11,0,0,0,44,1,0,0,0,0,0,18,0,0,243,17,0,19,0,0,0,0,0,41,152,1,552,1,0,120,0,0,1,0,0,0,0,7065,42,0,0
"BHS",0,0,0,0,2,1,0,3,187,10,0,0,11,0,0,5,1,0,0,0,0,3,1,7,38,0,0,0,0,538,46,0,1,10,0,0,0,0,4,0,0,3,6,0,4,0,48,0,8,78,0,10,4,0,0,22,0,0,2,0,35,0,0,1104,0,2,0,2,0,0,0,30,15,1,2,0,42,6,1,0,1291,4,1,25,17,0,0,0,6,23,509,1,5,0,1,0,0,0,0,0,0,1,0,0,7,3,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,4,0,27,0,0,3,3,29,6,0,20,0,8,2,4,9,0,2,1,0,2,0,0,0,0,0,0,1,0,2,0,0,4,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,34,0,5,1,1,0,0,7321,0,2,3,0,1,0,0,0,48,0,0
"BIH",0,0,0,0,0,3,0,0,13446,52561,0,0,140,0,0,0,16,0,0,0,1,0,0,1,0,0,0,0,3,9495,16041,0,5,0,0,0,0,0,0,0,0,0,0,0,16,958,75347,0,8205,4,0,1,20,0,0,508,0,0,122,0,3177,0,0,3133,0,0,0,0,0,0,0,183,0,0,1,0,0,0,0,278683,0,311,0,0,297,0,0,9,26,13231,0,69,0,1,0,0,0,0,0,0,0,1,0,137,0,0,0,0,946,2,0,0,0,0,0,1,3124,0,15,0,603,0,0,0,0,0,0,0,0,1,1,0,0,0,239,10476,0,3,0,0,0,0,0,0,1469,0,0,34,0,0,0,0,1,126,300,0,0,0,0,0,0,0,0,0,242999,0,0,0,861,19115,26269,0,0,0,0,0,0,0,0,0,0,0,1,2746,0,0,1,0,36905,0,0,7,0,0,0,0,0,74,0,0
"BLR",0,24,0,0,1,138,645,0,520,262,1539,0,27,0,0,0,51,0,0,0,0,0,3,16,0,0,0,0,0,664,258,0,3,1,0,0,0,1,1,0,0,1,5,0,53,324,8306,0,46,0,6,1,30,0,0,84,2522,5,195,0,170,0,0,415,1072,0,0,0,0,0,0,418,0,0,0,0,0,0,0,0,0,340,0,6,157,8,0,1,9580,642,0,10,2,15015,0,3367,0,0,4,0,0,9,0,124,0,0,0,9770,6,13790,0,0,2123,0,0,4,0,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,13,29,0,5,0,5,1,0,0,0,15836,0,13,154,0,1,0,0,0,33,250205,0,1,0,0,0,0,0,0,0,73,0,0,0,89,13,146,0,0,5,0,0,0,940,1600,0,0,0,0,141,0,0,70411,2,7287,6386,0,1,0,21,0,0,13,61,0,0
"BLZ",1,0,0,0,15,6,0,7,48,17,0,0,8,0,0,4,1,1,4,0,0,0,374,5,0,0,1,0,1,774,39,0,4,86,0,0,0,0,1,0,0,21,0,0,3,1,47,0,7,4,0,3,0,0,0,14,0,0,3,0,11,0,0,555,0,0,0,0,0,0,0,5,0,1402,0,0,0,22,536,0,5,5,0,40,6,0,0,1,26,10,56,2,11,0,0,0,0,0,9,0,0,30,0,4,0,0,0,0,0,0,0,0,0,0,0,1149,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,3,7,11,4,10,15,5,18,30,0,4,0,1,22,0,10,4,3,0,0,0,0,0,0,7,0,0,4,0,0,607,0,1,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,16295,0,0,7,0,1,0,0,0,24,0,0
"BOL",0,2,3,1,4,63345,0,1,248,132,0,0,216,0,0,5,5,0,1,0,1,78,0,9886,1,0,0,1,1,920,876,0,3194,97,0,0,2,1,154,0,0,43,23,10,6,28,746,0,70,97,1,251,5,0,0,1221,0,3,34,0,308,0,0,570,0,0,0,0,0,0,0,15,0,21,0,0,0,11,49,0,1,30,2,21,13,3,0,5,21,1002,1,15,168,45,0,0,1,0,68,0,0,44,0,2,0,0,1,0,1,0,1,1,0,0,0,1420,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,11,163,100,2,5,1,31,34,1054,45,0,30,31,16,27,512,3,0,1,0,6,85,2,5,3,0,5,0,0,10,0,2,0,0,0,13,0,890,0,0,3,1,0,0,0,0,0,0,0,0,6,0,1,0,47,13302,0,0,306,0,1,0,0,2,63,0,0
"BRA",1,0,614,3,19,7374,1,1,1039,964,0,0,864,0,0,3104,38,1,7,0,18,0,3189,0,0,0,0,1,0,2815,5179,10,3086,14224,0,0,16,3,434,0,27,84,44,0,9,212,9650,0,380,167,2,206,467,0,0,9268,3,0,79,0,5745,0,1,2179,1,1,14,6,0,1,0,712,0,16,868,0,274,3,53,14,26,853,1,83,682,0,2,9,2262,10199,2,131,81927,19,0,3,0,0,1,3,0,7024,1,62,1,1,0,12,154,7,11,1,3,0,0,639,0,0,4,0,0,0,81,13,12,0,0,1,0,101,0,0,0,40,1928,292,0,170,0,16,176,786,19,0,1527,28,515,36679,14084,105,0,2,1,599,1215,0,91,0,45,0,0,1,49,0,36,0,1,524,51,5,671,0,0,519,0,0,1,2,1,168,0,1,0,218,1,0,42,3635,37518,11,0,886,0,0,0,0,17,516,7,2
"BRB",1,0,0,0,2,2,0,79,119,4,0,0,5,0,0,0,0,0,22,0,0,0,0,1,0,0,0,0,0,2933,14,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,8,0,0,0,0,0,0,5,0,0,3,0,10,0,0,3534,0,0,0,1,0,0,0,3,107,0,5,0,280,0,0,0,0,2,0,60,8,0,0,1,0,10,202,0,0,0,0,0,0,0,0,0,0,0,0,0,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,27,8,2,2,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,2,0,0,35,0,0,0,0,0,0,0,0,0,0,557,0,0,0,0,0,0,7811,0,378,17,39,0,0,0,0,9,0,0
"BRN",0,0,0,0,2,0,0,0,489,2,0,0,1,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,486,5,0,0,174,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,7,0,0,3,0,0,0,0,5,0,0,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,1,449,10172,23,0,0,0,0,7,0,16,12,0,0,0,6,0,18,1,0,0,0,2,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6193,0,0,0,0,0,0,185,3,429,47,0,52,0,0,854,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,5277,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,411,3,0,5,0,0,0,2,0,0,0,0,48,0,0,0,0,0,0,0,0,5,0,0
"BTN",0,0,0,0,2,0,0,0,5,2,0,0,17,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,27,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3003,2,0,0,0,0,6,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,73523,1,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"BWA",0,0,56,0,0,0,0,0,63,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,4,0,1,78,0,0,62,0,0,0,0,0,0,0,0,0,33,0,14,0,0,0,0,0,0,1,0,0,0,0,22,0,0,481,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,192,18,0,0,0,0,15,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,32,65,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,14,0,0,24,51,0,0,133,0,0,7,0,31,15,0,2,0,16,0,0,0,0,0,0,0,12,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,2,0,0,0,0,0,0,0,0,0,0,0,60,36,0,0,58,0,0,0,0,0,0,0,0,2965,188,638
"CAF",0,0,1,0,4,0,0,0,2,3,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,0,0,0,1,12,1285,1087,0,0,0,0,0,0,1,0,2,0,0,1,1,0,10,0,0,4,0,4,0,0,1544,0,1,20,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,122,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,2,1,0,23,4,18,7535,0,0,0,0,0,0,0,0,6,0,0,3,2,0,0,0,1547,15,0,0,0,0,0,0,0,1,1,338,0,0,38,0,0,0,0,0,0,0,31,19,1,0
"CAN",344,637,360,219,269,1822,131,244,10472,5015,111,74,6279,15,8,658,274,51,279,1892,736,137,412,2809,1390,492,6,320,56,0,6854,90,2818,20967,129,34,262,25,965,3,10,312,206,36,923,3297,53134,49,3568,963,531,1174,3388,502,0,3630,699,13409,2844,1508,11192,0,19,92693,73,539,24,54,1,6,2,17658,415,830,41,10,5442,26140,346,446,4273,9327,1099,22762,3815,4463,1257,137,8371,40460,9433,2402,2472,553,4791,101,10487,0,4175,230,1180,24533,19,957,212,2688,11,777,1026,908,585,1732,287,150,6,3033,639,9,1167,172,0,2,1818,6,35,587,643,2618,1,158,11,4,282,613,17210,1639,29,2646,37,3589,178,1121,13342,48,22787,87,44,18260,874,1659,22,66,14,3302,18995,2615,607,2834,31,2789,0,12,2000,2605,701,0,2,150,2151,1069,5578,19,1644,1449,13,13,502,45,31,42,8,5297,353,3782,2939,3467,6184,633,130766,288,394,809,38,12658,1,8,1887,17228,178,249
"CHE",1,244,734,110,36,958,25,2,2290,7283,14,41,1974,19,16,86,215,11,23,3009,26,1,192,2682,4,5,10,34,109,3657,0,6,654,939,75,233,408,379,634,2,108,98,110,0,46,1261,26535,9,727,820,625,311,633,95,0,12469,23,916,523,13,19075,0,15,4682,24,127,11,20,8,6,14,1160,3,53,4,1,8,73,37,2532,148,1639,294,976,241,1084,473,25,863,26696,39,210,576,34,428,9,882,0,174,19,59,1519,12,520,6,1994,11,46,281,51,4,868,19,107,11,532,3216,13,15,8,0,3,64,5,6,193,66,304,1,115,5,6,119,31,2603,392,65,417,8,286,45,489,815,15,1296,8,14,10881,46,53,16,5,10,624,788,117,109,451,54,121,0,13,32,341,4671,0,5,6,562,569,1330,7,12,169,23,36,603,12,3,6,0,20,820,7308,521,151,201,117,7956,21,0,421,1,822,0,0,310,3072,33,47
