,6001,6003,6005,6007,6009,6011,6013,6015,6017,6019,6021,6023,6025,6027,6029,6031,6033,6035,6037,6039,6041,6043,6045,6047,6049,6051,6053,6055,6057,6059,6061,6063,6065,6067,6069,6071,6073,6075,6077,6079,6081,6083,6085,6087,6089,6091,6093,6095,6097,6099,6101,6103,6105,6107,6109,6111,6113,6115,-1
190,1040641.0,0.0,117.0,247.0,213.0,24.0,15259.0,0.0,426.0,479.0,26.0,108.0,37.0,0.0,319.0,58.0,98.0,0.0,2410.0,192.0,585.0,30.0,112.0,251.0,0.0,0.0,297.0,237.0,180.0,905.0,765.0,30.0,528.0,3062.0,55.0,406.0,1112.0,4264.0,8936.0,175.0,3487.0,171.0,8013.0,389.0,227.0,0.0,50.0,1811.0,619.0,2854.0,79.0,68.0,0.0,165.0,158.0,213.0,369.0,71.0,15780.0
191,0.0,690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0
192,0.0,0.0,24608.0,0.0,122.0,0.0,28.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,18.0,285.0,0.0,0.0,15.0,0.0,134.0,0.0,15.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
193,108.0,0.0,0.0,135174.0,0.0,42.0,159.0,0.0,75.0,50.0,461.0,53.0,0.0,0.0,48.0,0.0,41.0,48.0,154.0,0.0,42.0,0.0,64.0,0.0,0.0,0.0,34.0,51.0,69.0,62.0,225.0,86.0,74.0,590.0,0.0,54.0,179.0,70.0,140.0,63.0,51.0,36.0,139.0,49.0,278.0,0.0,22.0,85.0,97.0,83.0,349.0,278.0,31.0,33.0,0.0,49.0,105.0,184.0,1020.0
194,37.0,0.0,143.0,18.0,29933.0,0.0,59.0,0.0,26.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,20.0,123.0,0.0,40.0,32.0,0.0,357.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,17.0,23.0,110.0,0.0,0.0,0.0,0.0,160.0,0.0,16.0,0.0,47.0
195,0.0,0.0,0.0,61.0,0.0,15969.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0
196,8886.0,0.0,132.0,289.0,218.0,23.0,746055.0,16.0,448.0,308.0,0.0,69.0,21.0,0.0,207.0,36.0,122.0,0.0,1190.0,91.0,766.0,21.0,68.0,140.0,0.0,0.0,154.0,325.0,233.0,644.0,720.0,34.0,345.0,1935.0,28.0,246.0,812.0,2235.0,1675.0,160.0,1405.0,119.0,1515.0,127.0,305.0,0.0,56.0,3674.0,464.0,658.0,57.0,90.0,17.0,101.0,110.0,160.0,272.0,80.0,10362.0
197,0.0,0.0,0.0,21.0,0.0,0.0,0.0,15291.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,19.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0
198,106.0,20.0,129.0,64.0,30.0,0.0,99.0,23.0,125940.0,57.0,0.0,31.0,0.0,0.0,38.0,0.0,0.0,0.0,166.0,22.0,35.0,0.0,41.0,0.0,0.0,0.0,40.0,23.0,121.0,115.0,563.0,0.0,95.0,2026.0,0.0,58.0,178.0,62.0,88.0,54.0,50.0,21.0,152.0,33.0,55.0,0.0,0.0,61.0,60.0,39.0,36.0,0.0,0.0,31.0,0.0,44.0,93.0,51.0,1770.0
199,404.0,0.0,24.0,69.0,25.0,0.0,216.0,26.0,53.0,602451.0,0.0,54.0,87.0,0.0,639.0,1081.0,0.0,32.0,1131.0,2160.0,22.0,41.0,0.0,478.0,0.0,0.0,306.0,44.0,28.0,378.0,130.0,0.0,357.0,745.0,38.0,320.0,687.0,153.0,343.0,390.0,106.0,147.0,506.0,154.0,64.0,0.0,31.0,139.0,99.0,355.0,17.0,0.0,0.0,1942.0,42.0,161.0,94.0,0.0,3885.0
200,0.0,0.0,0.0,368.0,0.0,35.0,0.0,0.0,0.0,0.0,19654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,62.0,0.0,0.0,77.0,0.0,0.0,57.0,89.0,48.0,40.0,0.0,83940.0,0.0,0.0,27.0,0.0,45.0,0.0,139.0,0.0,22.0,0.0,115.0,0.0,0.0,0.0,20.0,14.0,37.0,68.0,59.0,0.0,46.0,146.0,0.0,47.0,112.0,67.0,22.0,43.0,21.0,30.0,53.0,64.0,210.0,0.0,65.0,29.0,114.0,29.0,0.0,45.0,74.0,23.0,25.0,34.0,36.0,0.0,834.0
202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,130843.0,0.0,124.0,0.0,0.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,137.0,0.0,0.0,864.0,51.0,0.0,248.0,1020.0,0.0,46.0,0.0,0.0,39.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,1387.0
203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13124.0,68.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,17.0,0.0,0.0,23.0,0.0,0.0,22.0,29.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
204,172.0,0.0,0.0,51.0,0.0,0.0,176.0,0.0,53.0,422.0,0.0,29.0,58.0,42.0,507575.0,165.0,0.0,0.0,2832.0,78.0,0.0,0.0,0.0,77.0,0.0,22.0,143.0,0.0,0.0,426.0,54.0,0.0,482.0,295.0,30.0,760.0,718.0,47.0,176.0,406.0,42.0,287.0,205.0,66.0,48.0,0.0,0.0,94.0,32.0,136.0,19.0,0.0,0.0,856.0,0.0,478.0,54.0,43.0,5383.0
205,76.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,932.0,0.0,0.0,40.0,0.0,217.0,88780.0,0.0,0.0,182.0,70.0,0.0,0.0,0.0,56.0,0.0,0.0,75.0,0.0,0.0,83.0,0.0,0.0,104.0,64.0,0.0,85.0,384.0,18.0,40.0,81.0,36.0,26.0,53.0,0.0,0.0,0.0,0.0,41.0,0.0,53.0,0.0,0.0,0.0,797.0,0.0,87.0,0.0,0.0,1112.0
206,47.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,37607.0,0.0,30.0,0.0,23.0,0.0,176.0,0.0,0.0,0.0,0.0,100.0,21.0,16.0,29.0,0.0,30.0,94.0,0.0,26.0,42.0,20.0,42.0,0.0,22.0,0.0,43.0,0.0,42.0,0.0,0.0,71.0,400.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,145.0
207,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,36.0,0.0,0.0,17846.0,19.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,30.0,79.0,12.0,73.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,26.0,0.0,0.0,0.0,0.0,28.0,0.0,31.0,0.0,0.0,0.0,0.0,132.0
208,2322.0,0.0,30.0,234.0,58.0,0.0,1295.0,39.0,263.0,1875.0,37.0,199.0,694.0,147.0,9282.0,254.0,64.0,48.0,6932943.0,303.0,362.0,35.0,88.0,357.0,0.0,136.0,591.0,142.0,222.0,34818.0,577.0,52.0,23475.0,2107.0,37.0,50289.0,9520.0,1831.0,716.0,1054.0,948.0,1517.0,2395.0,348.0,196.0,0.0,80.0,462.0,552.0,604.0,116.0,66.0,0.0,1633.0,76.0,9550.0,329.0,62.0,107707.0
209,67.0,0.0,0.0,17.0,0.0,0.0,33.0,0.0,0.0,1825.0,0.0,0.0,0.0,0.0,97.0,29.0,0.0,0.0,116.0,87589.0,0.0,87.0,0.0,298.0,0.0,0.0,80.0,0.0,0.0,56.0,23.0,0.0,60.0,72.0,0.0,83.0,98.0,15.0,56.0,40.0,0.0,66.0,145.0,29.0,25.0,0.0,0.0,0.0,31.0,88.0,0.0,0.0,0.0,124.0,0.0,36.0,0.0,0.0,135.0
210,569.0,0.0,0.0,33.0,0.0,0.0,924.0,0.0,65.0,29.0,0.0,31.0,0.0,0.0,0.0,0.0,49.0,0.0,336.0,0.0,161267.0,0.0,46.0,0.0,0.0,0.0,52.0,164.0,81.0,140.0,147.0,0.0,87.0,255.0,0.0,26.0,234.0,1129.0,37.0,27.0,315.0,62.0,213.0,61.0,38.0,0.0,22.0,556.0,1974.0,25.0,0.0,0.0,0.0,0.0,0.0,40.0,41.0,0.0,1587.0
211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,82.0,0.0,11664.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0
212,63.0,0.0,0.0,65.0,0.0,0.0,49.0,0.0,0.0,23.0,0.0,112.0,0.0,0.0,0.0,0.0,297.0,0.0,46.0,0.0,28.0,0.0,60728.0,0.0,0.0,0.0,0.0,0.0,24.0,20.0,36.0,0.0,32.0,107.0,0.0,17.0,54.0,51.0,51.0,25.0,17.0,20.0,34.0,33.0,81.0,0.0,68.0,60.0,415.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,303.0
213,186.0,0.0,0.0,32.0,17.0,0.0,97.0,0.0,21.0,511.0,0.0,0.0,52.0,0.0,150.0,31.0,0.0,0.0,199.0,448.0,0.0,151.0,0.0,167516.0,0.0,0.0,144.0,0.0,0.0,81.0,39.0,0.0,102.0,299.0,172.0,85.0,183.0,39.0,329.0,40.0,55.0,26.0,1061.0,86.0,28.0,0.0,0.0,67.0,32.0,2331.0,0.0,0.0,0.0,144.0,79.0,27.0,30.0,0.0,612.0
214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,5813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,8023.0,0.0,0.0,0.0,42.0,0.0,0.0,49.0,0.0,0.0,25.0,49.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,114.0
216,305.0,0.0,19.0,89.0,24.0,0.0,185.0,0.0,73.0,682.0,0.0,28.0,219.0,0.0,927.0,162.0,0.0,0.0,488.0,310.0,64.0,20.0,18.0,815.0,0.0,0.0,295154.0,33.0,38.0,241.0,170.0,0.0,418.0,618.0,671.0,174.0,519.0,167.0,225.0,406.0,181.0,144.0,1459.0,1202.0,105.0,0.0,0.0,147.0,114.0,369.0,28.0,36.0,0.0,413.0,50.0,211.0,110.0,0.0,6832.0
217,169.0,0.0,0.0,53.0,0.0,0.0,243.0,0.0,40.0,24.0,0.0,30.0,0.0,0.0,26.0,0.0,286.0,0.0,100.0,0.0,132.0,0.0,36.0,0.0,0.0,0.0,32.0,95978.0,24.0,35.0,94.0,0.0,71.0,239.0,0.0,55.0,111.0,139.0,85.0,22.0,55.0,0.0,90.0,16.0,41.0,0.0,0.0,1770.0,405.0,23.0,0.0,0.0,0.0,0.0,0.0,25.0,57.0,0.0,392.0
218,64.0,0.0,0.0,114.0,0.0,0.0,64.0,0.0,70.0,21.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,37.0,0.0,21.0,0.0,0.0,0.0,19.0,0.0,69495.0,51.0,848.0,28.0,50.0,281.0,0.0,29.0,102.0,58.0,21.0,30.0,56.0,22.0,48.0,37.0,43.0,46.0,13.0,34.0,46.0,29.0,38.0,0.0,0.0,0.0,0.0,28.0,41.0,215.0,822.0
219,676.0,0.0,0.0,117.0,0.0,0.0,502.0,0.0,171.0,512.0,0.0,104.0,161.0,31.0,1070.0,71.0,37.0,0.0,26645.0,129.0,141.0,0.0,41.0,103.0,0.0,63.0,209.0,55.0,144.0,2199771.0,362.0,16.0,29082.0,808.0,0.0,10158.0,5959.0,578.0,296.0,360.0,369.0,408.0,913.0,120.0,116.0,0.0,19.0,141.0,226.0,167.0,48.0,20.0,0.0,432.0,0.0,874.0,97.0,27.0,39829.0
220,193.0,0.0,48.0,221.0,31.0,0.0,226.0,0.0,659.0,64.0,0.0,59.0,0.0,0.0,61.0,0.0,31.0,20.0,276.0,0.0,40.0,0.0,29.0,26.0,0.0,0.0,46.0,38.0,890.0,146.0,226967.0,25.0,182.0,5848.0,0.0,83.0,278.0,139.0,127.0,90.0,110.0,52.0,278.0,93.0,136.0,0.0,18.0,117.0,92.0,64.0,251.0,28.0,0.0,48.0,17.0,80.0,165.0,747.0,2867.0
221,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,41.0,14912.0,0.0,45.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,50.0,21.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0
