Source,Target,weight
211orangecounty,211tomp_cort,0.0031087893492627683
211orangecounty,accesshelps,0.001159577462372185
211orangecounty,accgov,7.493179860575746e-4
211orangecounty,addresshomeless,0.0017509279764540053
211orangecounty,ahfe_multco,0.0012387196819019226
211orangecounty,akronohiomayor,9.99047824983498e-4
211orangecounty,alamedacounty,4.8116225867189015e-4
211orangecounty,alexandriavagov,8.232915301860825e-4
211orangecounty,allchicago_mhh,0.002216799386206319
211orangecounty,allegheny_co,3.076813761363033e-4
211orangecounty,alohaunitedway,0.002636675501669186
211orangecounty,anchomeless,0.0012463670888002742
211orangecounty,arlingtonva,9.982195368930784e-4
211orangecounty,atcaasince1981,0.004102942211524686
211orangecounty,atlantic_county,5.696434835902186e-4
211orangecounty,atxecho,0.0015364098259381712
211orangecounty,azhousing,0.0015699263514157634
211orangecounty,baltcogov,0.0013081704195778733
211orangecounty,baltimoremohs,0.0016525067862618007
211orangecounty,bostonneighbor,7.988580748485342e-4
211orangecounty,browardcounty,9.376725275225855e-4
211orangecounty,buckscountygovt,0.0016023801832161556
211orangecounty,burlconj,0.0022063373607163765
211orangecounty,caajlh,0.0016474867211326285
211orangecounty,cafthmemphis,0.0013453734671961086
211orangecounty,caguasgovpr,8.003549625846083e-5
211orangecounty,cambridgedhsp,6.224243060381758e-4
211orangecounty,capecodgov,0.0014609446444678487
211orangecounty,carrollcomd,0.001011148921963351
211orangecounty,casawspb,0.006765119739857017
211orangecounty,ccehtweets,0.0013942200556091406
211orangecounty,cecilcohealth,6.224135494524748e-4
211orangecounty,cedobtv,0.001975986342330485
211orangecounty,ceoweinbergfb,0.01207532577511669
211orangecounty,cffrvfoundation,6.82379874204619e-4
211orangecounty,cfrpr,0.003936724353993641
211orangecounty,champaignrpc,0.0010124982001977051
211orangecounty,chautopp,0.007895396248339964
211orangecounty,chemungschuy_cc,0.0012593792818534554
211orangecounty,chescogovt,0.0012953617059410856
211orangecounty,chipindy,2.1250918705769957e-4
211orangecounty,chnmi,6.395861071565765e-4
211orangecounty,city_of_roanoke,8.250609329477556e-4
211orangecounty,cityknoxvilletn,8.265190586465361e-4
211orangecounty,citylittlerock,0.006242976438331687
