Source,Target,weight
211orangecounty,211tomp_cort,0.003858202616633013
211orangecounty,accesshelps,0.0019801849996207207
211orangecounty,accgov,0.0017188222486610532
211orangecounty,ahfe_multco,0.003896183380222082
211orangecounty,akronohiomayor,0.0013891284414943611
211orangecounty,alamedacounty,0.0012836948975541256
211orangecounty,alexandriavagov,0.001779064902081763
211orangecounty,allchicago_mhh,0.0023308885201841992
211orangecounty,allegheny_co,0.0015067574663402644
211orangecounty,alohaunitedway,0.007027152918496482
211orangecounty,anchomeless,7.564401863204806e-5
211orangecounty,arlingtonva,0.0015836485511281258
211orangecounty,atcaasince1981,0.004767941707512433
211orangecounty,atlantic_county,7.950934336628905e-4
211orangecounty,atxecho,0.0032065623949581747
211orangecounty,azhousing,0.0050412361330713605
211orangecounty,baltcogov,0.0013960590593342136
211orangecounty,baltimoremohs,0.0012125536460300904
211orangecounty,bostonneighbor,0.0021982601021711384
211orangecounty,browardcounty,0.0015365479187455686
211orangecounty,buckscountygovt,9.591449066336077e-4
211orangecounty,burlconj,0.001123919265427259
211orangecounty,caajlh,0.005314726197337274
211orangecounty,cafthmemphis,0.002398411066168695
211orangecounty,cambridgedhsp,0.004604259526091433
211orangecounty,capecodgov,0.001063721868892522
211orangecounty,carrollcomd,0.0032928793327222116
211orangecounty,casawspb,0.001055179791864019
211orangecounty,ccehtweets,7.333781766248109e-4
211orangecounty,cecilcohealth,0.0013944399512023278
211orangecounty,cedobtv,0.0016352429930741696
211orangecounty,ceoweinbergfb,0.009951594958496538
211orangecounty,cfrpr,0.0017408157899415394
211orangecounty,champaignrpc,0.0012208788030859214
211orangecounty,chautopp,0.0047189484426541535
211orangecounty,chemungschuy_cc,0.0013940699058411041
211orangecounty,chescogovt,0.0033351993633992123
211orangecounty,chipindy,0.0015772495052282663
211orangecounty,chnmi,0.0018569709128463093
211orangecounty,city_of_roanoke,3.181149734186665e-4
211orangecounty,cityknoxvilletn,0.001029235297149174
211orangecounty,citylittlerock,0.0016580000263307013
211orangecounty,cityofamarillo,7.432514748979558e-4
211orangecounty,cityofasheville,0.0019574733290370953
211orangecounty,cityofaugusta,5.220215611449235e-4
211orangecounty,cityofboise,0.001085200214339278
211orangecounty,cityofdurhamnc,0.0011030871027545212
211orangecounty,cityofhampton,5.588385132231741e-4
211orangecounty,cityoflincoln,0.0011486132706235556
211orangecounty,cityoflowellma,7.181696644304161e-4
211orangecounty,cityofmadison,4.042561288474355e-4
211orangecounty,cityofmborotn,7.254412440872276e-4
211orangecounty,cityofmodesto,0.0034519051246701595
211orangecounty,cityofokc,0.0025765869815435488
211orangecounty,cityofpeabodyma,0.0010436025937906517
211orangecounty,cityofportsva,8.90814496629389e-4
211orangecounty,cityofquincy,6.232889670586177e-4
211orangecounty,cityofreno,9.823855727470053e-4
211orangecounty,cityofrockford,0.0013918347709209133
211orangecounty,cityofsgf,6.573018052148599e-4
211orangecounty,cityoftopeka,0.00229758140231845
211orangecounty,cityoftrentonnj,6.365266570238261e-4
211orangecounty,cityofvabeach,0.0027380933897674384
211orangecounty,cityofwaco,0.0025292384374658006
211orangecounty,cityofws,0.0017241353759833938
211orangecounty,citystjoemo,0.0011205765948884372
211orangecounty,clackamascounty,0.001303718763305354
211orangecounty,clarkcountynv,0.0011723529283775092
211orangecounty,claycountymn,4.958747765200979e-4
211orangecounty,cmhaonline,0.002489566366192643
211orangecounty,coalicionpr,1.4452778043514306e-4
211orangecounty,cocoalition,0.00356130037972061
211orangecounty,cocohealth,9.285808317236273e-4
211orangecounty,cohhio,0.0014931246621197164
211orangecounty,commshelterbd,6.97473372261743e-4
211orangecounty,communitystc,0.0011503029776770294
211orangecounty,countyeldorado,6.65379461208361e-4
211orangecounty,countymendocino,0.001135890166445602
211orangecounty,countyoferie,0.0018555370786420612
211orangecounty,countyofnapa,8.417726556431376e-4
211orangecounty,countyofsb,0.004702280868661817
211orangecounty,countyofslo,0.002164464302944723
211orangecounty,countyofunionnj,0.001172819226393259
211orangecounty,countyventura,6.047241914067859e-4
211orangecounty,crisisnetworkaz,0.0025858940703568315
211orangecounty,ctdmhas,0.0013427402167171334
211orangecounty,cumberlandnc,9.507101673440566e-4
211orangecounty,cuyahogahhs,0.004517286033783485
211orangecounty,decipherhmis,0.0034721165737620894
211orangecounty,delcocouncil,0.0019774974475464126
211orangecounty,deptofamiliapr,3.779381018975737e-5
211orangecounty,desmoinesgov,7.9024658707294e-4
211orangecounty,dhhsnevada,0.0023274331907141466
211orangecounty,doveinc_il,0.005309535647264742
211orangecounty,dupagecounty,6.76159634778581e-4
211orangecounty,dutchesscogov,0.0019896855530389347
211orangecounty,fairfaxcounty,0.0010263470898929572
211orangecounty,fcsabq,0.005581772867574872
211orangecounty,flacrany,0.0017197006101760768
211orangecounty,flaglerhospital,0.0010750620866349038
211orangecounty,fredcitygovt,0.001457840922751433
211orangecounty,fresnohousing,0.002984936990390201
211orangecounty,fultoninfo,0.0014241577867588585
211orangecounty,ga_dca,0.0026179387092653645
211orangecounty,handetroit,0.0019444005953078293
211orangecounty,harborcare,7.008456723709472e-4
211orangecounty,harfordcaa,0.003400342524609237
211orangecounty,harrisonburgva,0.0016952929350244458
211orangecounty,havenforhope,0.0012035271002451117
211orangecounty,hawny716,0.0010242361826383886
211orangecounty,hennepin,0.0015209459499779887
211orangecounty,hhccny,0.009074101972340256
211orangecounty,hocogov,0.001991994094656111
211orangecounty,homelesshou,0.004384564141721662
211orangecounty,hosphousenwnc,9.336948002152835e-5
211orangecounty,hri_wisconsin,0.05274291709906309
211orangecounty,hsncfl,0.004971046226525686
211orangecounty,hudcotweet,7.440471551003217e-4
211orangecounty,humcodhhs,0.0030598603559822326
211orangecounty,hwmuw,0.0025302675243352576
211orangecounty,idahohousing,9.642389376614392e-4
211orangecounty,ihcda,0.009147488860013157
211orangecounty,indydmd,8.462991264957821e-4
211orangecounty,itsindekalb,0.0025174633828743184
211orangecounty,jobsut,0.0014310984000158121
211orangecounty,joe_d_essexexec,0.001825177052184386
211orangecounty,kibois_caf,7.488940073692406e-4
211orangecounty,kingcountywa,0.0014431651558363908
211orangecounty,kingsunitedway,0.0024019168949103572
211orangecounty,kt_alliance,3.809071445423723e-4
211orangecounty,kyhousing,0.0018344576223427004
211orangecounty,lahomeless,0.0026554330597502998
211orangecounty,lahousingcorp,0.002647909899912259
211orangecounty,lakecountyil,8.048397637560064e-4
211orangecounty,lanecountygov,0.0012176690457688555
211orangecounty,lansingmichigan,9.582667924755559e-4
211orangecounty,lbhealthdept,8.793436189418491e-4
211orangecounty,leecountyflbocc,0.0010216202451671407
211orangecounty,lexingtonkygov,3.6528375732062087e-4
211orangecounty,lghealth,0.001239959154846697
211orangecounty,locatesiouxcity,0.0016822103243535889
211orangecounty,loudouncogovt,0.0012451861612270433
211orangecounty,louhomeless,2.627083537110871e-4
211orangecounty,m_d_h_i,0.003060683205232881
211orangecounty,magregion,0.0016649146597557997
211orangecounty,maine_housing,0.006303587702436977
211orangecounty,marinhhs,9.146035971899441e-4
211orangecounty,mayorofmke,0.0016351289842804228
211orangecounty,mchenrycountyil,0.0025904541777363463
211orangecounty,mcohio,0.0027662752528738776
211orangecounty,meckcounty,0.0015711200541513688
211orangecounty,mercedcounty,0.0018990067549903436
211orangecounty,mercyhealthwm,8.324938886133175e-4
211orangecounty,metrocommunity2,0.0031114214272992785
211orangecounty,miamidadecounty,0.0015604658300938541
211orangecounty,middlesexcntynj,0.0012059490717821184
211orangecounty,mihomeless,0.0019699024843860984
211orangecounty,miriamshouselyh,2.2221721089232333e-4
211orangecounty,monmouthgovnj,8.991016749178549e-4
211orangecounty,montcopa,0.0014898626706870395
211orangecounty,montgomerycomd,0.0014832128849544125
211orangecounty,morriscountynj,0.0016346657982322422
211orangecounty,mshda,0.004156700004633138
211orangecounty,myglendale,0.0028330384403851385
211orangecounty,nashvillemdha,0.0014361495921957194
211orangecounty,newbedford_ma,0.002238592484630692
211orangecounty,nhdhhspio,0.001932502982408867
211orangecounty,njhousing,0.00443476107755098
211orangecounty,nwdcsalva,0.0013981795131768212
211orangecounty,nycdhs,0.0027867324281760763
211orangecounty,nysotda,0.0038313927556481346
211orangecounty,ochealth,0.0024625117788358453
211orangecounty,ocncgov,0.001555520847494827
211orangecounty,ohiodevelopment,0.003187754991584533
211orangecounty,olhsacommaction,0.002388747350580427
211orangecounty,one80place,0.0045212520572487525
211orangecounty,oregonhcs,0.007146877910772087
211orangecounty,padcednews,0.0020515464812841722
211orangecounty,partnersforhome,8.211478904928604e-4
211orangecounty,partnershipdc,0.004468498799271403
211orangecounty,pasadenagov,0.00182581871131754
211orangecounty,passaic_county,0.0011085623103010882
211orangecounty,pathcrisis,0.004563919053851032
211orangecounty,pbcgov,0.0013281783969772783
