Source,Target,weight
211orangecounty,211tomp_cort,0.0010997371583214945
211orangecounty,accesshelps,9.316931722600984e-4
211orangecounty,accgov,6.658378633901605e-4
211orangecounty,acdsinc,5.565560729144505e-4
211orangecounty,addresshomeless,9.198336963413875e-4
211orangecounty,ahfe_multco,0.001053250674430939
211orangecounty,akronohiomayor,0.0010221805730368297
211orangecounty,alamedacounty,7.209764248527206e-4
211orangecounty,alexandriavagov,0.0018853515221794685
211orangecounty,allchicago_mhh,0.001294769399577751
211orangecounty,allegheny_co,9.150457087372038e-4
211orangecounty,alohaunitedway,7.997209631805039e-4
211orangecounty,anchomeless,8.877621686380497e-4
211orangecounty,arlingtonva,0.001119757731542227
211orangecounty,atlantic_county,9.162910934273367e-4
211orangecounty,atxecho,9.188481992247826e-4
211orangecounty,azhousing,7.642927024127688e-4
211orangecounty,baltcogov,0.0011559958640053286
211orangecounty,baltimoremohs,0.0011245943589359095
211orangecounty,bostonneighbor,7.372253136933732e-4
211orangecounty,browardcounty,0.0017076333149927596
211orangecounty,buckscountygovt,7.357958623685917e-4
211orangecounty,burlconj,8.139796497245418e-4
211orangecounty,caajlh,0.0010741906927668726
211orangecounty,cafthmemphis,9.753263475826291e-4
211orangecounty,caguasgovpr,9.639864265610736e-5
211orangecounty,cambridgedhsp,0.0011714669759488405
211orangecounty,capecodgov,0.0011089407200736304
211orangecounty,carrollcomd,0.0010944674238567622
211orangecounty,casawspb,0.004611807666916724
211orangecounty,ccehtweets,0.0012138845784703761
211orangecounty,cecilcohealth,5.042282164291626e-4
211orangecounty,cedobtv,6.496994422437385e-4
211orangecounty,ceoweinbergfb,0.0012896508737158749
211orangecounty,cfrpr,7.660549007109564e-4
211orangecounty,champaignrpc,0.0012281860989971916
211orangecounty,chautopp,0.0012415827653500344
211orangecounty,chemungschuy_cc,4.0113940560057413e-4
211orangecounty,chescogovt,0.0015740098152573173
211orangecounty,chipindy,0.0034193791275496477
211orangecounty,chnmi,0.0010832988937552277
211orangecounty,chspmosb,9.547566063800778e-4
211orangecounty,city_of_roanoke,5.228074339353898e-4
211orangecounty,cityknoxvilletn,8.608045962165931e-4
211orangecounty,citylittlerock,0.0019054173798052907
211orangecounty,cityofamarillo,4.840919651910209e-4
211orangecounty,cityofasheville,8.296595241440059e-4
211orangecounty,cityofaugusta,6.450573950190437e-4
211orangecounty,cityofboise,9.794834599982957e-4
211orangecounty,cityofdurhamnc,0.0010455403739244463
211orangecounty,cityofhampton,0.001026475250970508
211orangecounty,cityoflincoln,4.8425236714378923e-4
211orangecounty,cityoflowellma,5.636208180327698e-4
211orangecounty,cityofmadison,3.826925659767128e-4
211orangecounty,cityofmborotn,7.576971092222157e-4
211orangecounty,cityofmodesto,4.5565943032647234e-4
211orangecounty,cityofokc,9.045720977345242e-4
211orangecounty,cityofpeabodyma,1.6840098933740416e-4
211orangecounty,cityofportsva,8.686196674385666e-4
211orangecounty,cityofquincy,6.046189177675348e-4
211orangecounty,cityofreno,7.055799774903915e-4
211orangecounty,cityofrockford,0.001052192485976413
211orangecounty,cityofsgf,0.001132012735600766
211orangecounty,cityoftopeka,7.211785499167781e-4
211orangecounty,cityoftrentonnj,6.819638573707645e-4
211orangecounty,cityofvabeach,7.561635384257769e-4
211orangecounty,cityofwaco,6.661620763984213e-4
211orangecounty,cityofws,9.263930085360089e-4
211orangecounty,citystjoemo,9.115646933520948e-4
211orangecounty,clackamascounty,0.0013911251775155199
211orangecounty,clarkcountynv,8.384069665746181e-4
211orangecounty,claycountymn,8.31831633484991e-4
211orangecounty,cmhaonline,0.0011165512665603787
211orangecounty,coalicionpr,0.002131473519139628
211orangecounty,cocoalition,0.0011413428898386542
211orangecounty,cocohealth,6.133131460583905e-4
211orangecounty,cohhio,0.0015043863049147856
211orangecounty,commshelterbd,8.375963062167999e-4
211orangecounty,communitystc,0.0012824315886330261
211orangecounty,countyeldorado,5.384874683875517e-4
211orangecounty,countymendocino,3.6801814175628505e-4
211orangecounty,countyoferie,0.0012856387239853792
211orangecounty,countyofnapa,4.250806312016406e-4
211orangecounty,countyofsb,5.682184706899783e-4
211orangecounty,countyofslo,9.370415252304719e-4
211orangecounty,countyofunionnj,0.0012803581875052664
211orangecounty,countyventura,7.081462066261798e-4
211orangecounty,crisisnetworkaz,0.001184051511961115
211orangecounty,ctdmhas,0.001344348734381829
211orangecounty,cumberlandnc,0.0018013203689923195
211orangecounty,cuyahogahhs,0.0024039725702987144
211orangecounty,decipherhmis,9.83126264136293e-4
211orangecounty,delcocouncil,0.0015129775924447497
211orangecounty,deptofamiliapr,1.23534614574049e-4
211orangecounty,desmoinesgov,6.852594308116303e-4
211orangecounty,dhhsnevada,0.001781418282324285
211orangecounty,doveinc_il,0.00300727027888425
211orangecounty,dupagecounty,0.0017661115802753617
211orangecounty,dutchesscogov,0.0016296928398652928
211orangecounty,fairfaxcounty,0.001046918849137642
211orangecounty,fcsabq,4.021596526919078e-4
211orangecounty,flacrany,0.0020948248201803194
211orangecounty,fpsussex,0.001578810781035394
211orangecounty,fredcitygovt,0.0020110780185381007
211orangecounty,fresnohousing,0.0013745788345696762
211orangecounty,fultoninfo,7.538749743659123e-4
211orangecounty,ga_dca,0.001065829900756682
211orangecounty,handetroit,0.0029388014870778715
211orangecounty,harborcare,9.079493797180885e-4
211orangecounty,harfordcaa,9.053586448624109e-4
211orangecounty,harrisonburgva,9.311523038544801e-4
211orangecounty,havenforhope,6.169914574358402e-4
211orangecounty,hawny716,4.711490505431038e-4
211orangecounty,hennepin,6.31020664790835e-4
211orangecounty,hhccny,0.001667803840515892
211orangecounty,hocogov,0.0010728925295219358
211orangecounty,homelesshou,0.001075109366056021
211orangecounty,hosphousenwnc,8.333734448374924e-4
211orangecounty,hudcotweet,7.462080451049497e-4
211orangecounty,humcodhhs,0.004681374915470891
211orangecounty,hwmuw,0.0011288496532201667
211orangecounty,idahohousing,6.938208436716967e-4
211orangecounty,ihcda,0.0012619285594160092
211orangecounty,imperialcntyca,2.2279808232808374e-4
211orangecounty,indydmd,6.390126056466496e-4
211orangecounty,itsindekalb,0.0014813081191645825
211orangecounty,jobsut,8.997749463105285e-4
211orangecounty,joe_d_essexexec,9.241657764718491e-4
211orangecounty,kibois_caf,8.604074559846228e-4
211orangecounty,kingcountywa,0.0013286273165852931
211orangecounty,kingsunitedway,0.0033016864736124113
211orangecounty,kt_alliance,8.771485800728618e-4
211orangecounty,kyhousing,0.0010796988706738319
211orangecounty,lahomeless,0.001255657174288735
211orangecounty,lahousingcorp,0.0027620381042524804
211orangecounty,lakecountyil,7.469701159096077e-4
211orangecounty,lanecountygov,0.0012613563788850632
211orangecounty,lansingmichigan,6.36575622857533e-4
211orangecounty,lbhealthdept,6.367722704952547e-4
211orangecounty,leecountyflbocc,0.001327345658657946
211orangecounty,lexingtonkygov,9.638082553845187e-4
211orangecounty,lghealth,8.274990841402346e-4
211orangecounty,locatesiouxcity,0.0010880628461612
211orangecounty,loudouncogovt,0.0011085482613150583
211orangecounty,louhomeless,5.347185874054293e-4
211orangecounty,m_d_h_i,4.1724901480423153e-4
211orangecounty,ma_dhcd,0.0015563842496463761
211orangecounty,magregion,0.0010005387313107748
211orangecounty,marinhhs,0.0011922945765260027
211orangecounty,mayorofmke,9.121435469435536e-4
211orangecounty,mchenrycountyil,0.0020610708466685477
211orangecounty,mcohio,0.0011908328328821452
211orangecounty,meckcounty,0.001098161125464165
211orangecounty,mercedcounty,0.001206920424629678
211orangecounty,mercyhealthwm,7.828508015353104e-4
211orangecounty,metrocommunity2,1.3904683367798592e-4
211orangecounty,miamidadecounty,0.0011089695953136506
211orangecounty,middlesexcntynj,0.0012988950231822818
211orangecounty,mihomeless,0.0015449618311764088
211orangecounty,miriamshouselyh,0.0017195027948974657
211orangecounty,monmouthgovnj,0.001000552393237924
211orangecounty,montcopa,0.0010881002622559494
211orangecounty,montgomerycomd,9.859460231286382e-4
211orangecounty,morriscountynj,0.0015801006993837968
211orangecounty,msbehavioral,1.4118665816391403e-4
211orangecounty,mshda,0.0012234411061385502
211orangecounty,myglendale,0.0010230020689851254
211orangecounty,nashvillemdha,8.948873671797539e-4
211orangecounty,nashvillemss,1.4510025603519687e-4
211orangecounty,newbedford_ma,8.250910681851427e-4
211orangecounty,nhdhhspio,0.0011040484710611851
211orangecounty,njhousing,0.0016607926339426678
211orangecounty,nmf_1986,4.043892635761725e-4
211orangecounty,nwdcsalva,7.935046370943851e-4
211orangecounty,nycdhs,0.001649511732098723
211orangecounty,nysotda,0.0013629524039314345
211orangecounty,ochealth,0.00120294590443544
211orangecounty,ocncgov,0.0014545751801757845
211orangecounty,ohiodevelopment,6.4313705575647e-4
211orangecounty,olhsacommaction,9.992055133967949e-4
211orangecounty,one80place,0.002376252345888592
211orangecounty,oregonhcs,0.0013873899577922296
211orangecounty,padcednews,7.101167814888253e-4
211orangecounty,partnersforhome,3.6908467428011925e-4
211orangecounty,partnershipdc,0.003897816366256424
211orangecounty,pasadenagov,9.730371043517728e-4
211orangecounty,passaic_county,0.001291544311015487
211orangecounty,pbcgov,0.0011009154042382844
211orangecounty,pgcdss,0.002868251802271035
211orangecounty,phlcityhomeless,0.0011910078561022553
211orangecounty,pierceco,9.985606589048126e-4
211orangecounty,pwcgov,0.0017788627472430727
211orangecounty,ramseycounty,0.0011848918979305092
211orangecounty,rihousing,0.0010462856084372826
211orangecounty,rivcodpss,0.003213178875769185
211orangecounty,rtfhsd,0.0011446315439486683
211orangecounty,rupco_,0.0015038372711436113
211orangecounty,sacstepsforward,0.0013013400403318323
211orangecounty,sanmateoco,0.0017571137002508454
211orangecounty,sarahomeless,0.0015363051587032204
211orangecounty,sbcounty,0.0010544666790660564
211orangecounty,sccgov,0.001074373917661972
211orangecounty,sccounty,9.131878649960677e-4
211orangecounty,sf_hsh,0.0015059547532903785
211orangecounty,shastahhsa,0.0011541883782658525
211orangecounty,sjgov,0.001471824361632716
211orangecounty,slcoregionaldev,7.812104197055849e-4
211orangecounty,snocounty,9.423596672552451e-4
211orangecounty,somersetcntynj,9.717886801297326e-4
211orangecounty,somersethdmd,0.001473296289773952
211orangecounty,somervillecity,0.0010333380016930033
211orangecounty,spfldmacityhall,0.001152556495869664
211orangecounty,spokanecity,9.419086088437269e-4
211orangecounty,starkmharnews,0.0017502370860163219
211orangecounty,stlcitygov,6.43621515301663e-4
211orangecounty,stlouiscountymn,8.748859782064186e-4
211orangecounty,thecenternow,9.04370973978587e-4
211orangecounty,threeriverscap,0.0016197602022752309
211orangecounty,toendhomeless,9.375090605691191e-4
211orangecounty,tucsonhcd,9.037927938815051e-4
211orangecounty,tuscaloosacity,8.146296554836871e-4
211orangecounty,tvchomeless,0.0022606142355323213
211orangecounty,txhomenet,0.0012298332379455936
211orangecounty,ucsjoco,8.924118329251108e-4
211orangecounty,uncnepa,0.0016923144132735923
211orangecounty,unitedwaybckr,0.001614773598256418
211orangecounty,unitedwayncfl,3.980382370967624e-4
211orangecounty,unitedwayplains,0.001253938554871895
211orangecounty,unitedwayuc,8.588414402921963e-4
211orangecounty,unitygno,0.001970499782595529
211orangecounty,unlccfl,0.0033470713948921685
211orangecounty,utahgov,9.824640570812399e-4
211orangecounty,uwcfc,0.0012290732106600337
211orangecounty,uwmidlands,0.0024030077747920734
211orangecounty,vadhcd,8.691107763822172e-4
211orangecounty,washcooregon,7.280850564458446e-4
211orangecounty,washtenawoced,0.0011062928405396336
211orangecounty,wastatecommerce,0.001018920281417548
211orangecounty,waynemetrocaa,9.096627765826431e-4
211orangecounty,wellskyhealth,0.0014277895094989127
211orangecounty,westchestergov,8.118115670056818e-4
211orangecounty,wthealthcare,0.001056134576205224
211orangecounty,yorkcountypa,8.7600927748601e-4
211tomp_cort,accesshelps,0.0015152786207883184
211tomp_cort,accgov,5.215403784360779e-4
211tomp_cort,acdsinc,0.0012294074446468457
211tomp_cort,addresshomeless,0.0067497513100002815
211tomp_cort,ahfe_multco,0.001478901551333151
211tomp_cort,akronohiomayor,7.611586510995694e-4
211tomp_cort,alamedacounty,0.002778956033591114
211tomp_cort,alexandriavagov,9.156973889817397e-4
211tomp_cort,allchicago_mhh,0.0018844908308677441
211tomp_cort,allegheny_co,7.579635022580584e-4
211tomp_cort,alohaunitedway,0.0013687651196902784
211tomp_cort,anchomeless,5.614885932677143e-4
211tomp_cort,arlingtonva,7.172259407142453e-4
211tomp_cort,atlantic_county,5.29107450917933e-4
211tomp_cort,atxecho,6.420655925559705e-4
211tomp_cort,azhousing,8.309910861511828e-4
211tomp_cort,baltcogov,7.289198081496101e-4
211tomp_cort,baltimoremohs,6.983932293997875e-4
211tomp_cort,bostonneighbor,9.055504261364173e-4
211tomp_cort,browardcounty,6.260569723587419e-4
211tomp_cort,buckscountygovt,6.980745821030495e-4
211tomp_cort,burlconj,0.001086366822022916
211tomp_cort,caajlh,9.625066400771221e-4
211tomp_cort,cafthmemphis,0.0010860001148103166
211tomp_cort,caguasgovpr,5.612412355073501e-5
211tomp_cort,cambridgedhsp,5.884747377361314e-4
211tomp_cort,capecodgov,7.640305887659934e-4
211tomp_cort,carrollcomd,6.758704222185474e-4
211tomp_cort,casawspb,8.021319159651057e-4
211tomp_cort,ccehtweets,7.094748531984187e-4
211tomp_cort,cecilcohealth,9.740089630342625e-4
211tomp_cort,cedobtv,0.001883680750297884
211tomp_cort,ceoweinbergfb,2.692543023786577e-4
211tomp_cort,cfrpr,4.8045603924387343e-4
211tomp_cort,champaignrpc,7.302688806795061e-4
211tomp_cort,chautopp,0.001045358969347671
211tomp_cort,chemungschuy_cc,8.002485706321877e-4
211tomp_cort,chescogovt,9.637441009883965e-4
211tomp_cort,chipindy,4.639578801889926e-4
211tomp_cort,chnmi,0.0010280882646399208
211tomp_cort,chspmosb,5.218736546420065e-4
211tomp_cort,city_of_roanoke,4.0404273532068473e-4
211tomp_cort,cityknoxvilletn,8.081463171368171e-4
211tomp_cort,citylittlerock,5.608025575889174e-4
211tomp_cort,cityofamarillo,0.0010678466563022867
211tomp_cort,cityofasheville,7.42021332395831e-4
211tomp_cort,cityofaugusta,0.0010627772766882138
211tomp_cort,cityofboise,6.943609382187769e-4
211tomp_cort,cityofdurhamnc,6.240075373147124e-4
211tomp_cort,cityofhampton,4.2870533453626906e-4
211tomp_cort,cityoflincoln,3.663030821403281e-4
211tomp_cort,cityoflowellma,0.001069298555623778
211tomp_cort,cityofmadison,5.398514981863731e-4
211tomp_cort,cityofmborotn,6.753443109787261e-4
211tomp_cort,cityofmodesto,5.67991032705174e-4
211tomp_cort,cityofokc,7.706450611855788e-4
211tomp_cort,cityofpeabodyma,1.4280052173004613e-4
211tomp_cort,cityofportsva,8.280732669676794e-4
211tomp_cort,cityofquincy,7.810344126490592e-4
211tomp_cort,cityofreno,4.949513698998924e-4
211tomp_cort,cityofrockford,0.0010016964782406574
211tomp_cort,cityofsgf,6.894542413200491e-4
211tomp_cort,cityoftopeka,6.30607852623504e-4
211tomp_cort,cityoftrentonnj,0.00103436642427466
211tomp_cort,cityofvabeach,7.758025581644085e-4
211tomp_cort,cityofwaco,7.065048905765019e-4
211tomp_cort,cityofws,6.36861847242292e-4
211tomp_cort,citystjoemo,6.189516964831704e-4
211tomp_cort,clackamascounty,7.690937250187074e-4
211tomp_cort,clarkcountynv,8.48211542916647e-4
211tomp_cort,claycountymn,9.329343022101773e-4
211tomp_cort,cmhaonline,9.49162944409079e-4
211tomp_cort,coalicionpr,4.834451331300248e-4
211tomp_cort,cocoalition,0.001994940690381335
211tomp_cort,cocohealth,9.45056435216649e-4
211tomp_cort,cohhio,8.46131634767402e-4
211tomp_cort,commshelterbd,0.0013009690159559491
211tomp_cort,communitystc,0.0056085775049117105
211tomp_cort,countyeldorado,6.870452525580138e-4
211tomp_cort,countymendocino,2.667713761168619e-4
211tomp_cort,countyoferie,8.592625233934266e-4
211tomp_cort,countyofnapa,6.563963133511099e-4
211tomp_cort,countyofsb,0.0012030310195462407
211tomp_cort,countyofslo,8.109178437218428e-4
211tomp_cort,countyofunionnj,8.685282085745419e-4
211tomp_cort,countyventura,0.0010955878331680175
211tomp_cort,crisisnetworkaz,0.0013465536165430706
211tomp_cort,ctdmhas,0.0012111730633953695
211tomp_cort,cumberlandnc,8.812889534110871e-4
211tomp_cort,cuyahogahhs,9.908105336440332e-4
211tomp_cort,decipherhmis,0.0011979376907556949
211tomp_cort,delcocouncil,0.0013553105311283748
211tomp_cort,deptofamiliapr,1.0281635299703561e-4
211tomp_cort,desmoinesgov,9.06158379423492e-4
211tomp_cort,dhhsnevada,7.395078077063545e-4
211tomp_cort,doveinc_il,0.0013162169971225465
211tomp_cort,dupagecounty,0.0011767662413560442
211tomp_cort,dutchesscogov,9.287919438294876e-4
211tomp_cort,fairfaxcounty,9.367465294180193e-4
211tomp_cort,fcsabq,8.306394970638461e-4
211tomp_cort,flacrany,0.001366772925005229
211tomp_cort,fpsussex,0.001107768281259775
211tomp_cort,fredcitygovt,9.708954096803969e-4
211tomp_cort,fresnohousing,9.994269636107473e-4
211tomp_cort,fultoninfo,6.563029354397051e-4
211tomp_cort,ga_dca,0.001243374517665604
211tomp_cort,handetroit,3.3747176821750463e-4
211tomp_cort,harborcare,0.0016403763264252456
211tomp_cort,harfordcaa,0.0010629110722427209
211tomp_cort,harrisonburgva,0.0011302127571077012
211tomp_cort,havenforhope,5.055029726543858e-4
211tomp_cort,hawny716,6.446226309370604e-4
211tomp_cort,hennepin,5.248370828003824e-4
211tomp_cort,hhccny,8.283308158708741e-4
211tomp_cort,hocogov,8.967601620724801e-4
211tomp_cort,homelesshou,0.0017145643538142672
211tomp_cort,hosphousenwnc,7.847948056782584e-4
211tomp_cort,hudcotweet,7.260923110854887e-4
211tomp_cort,humcodhhs,0.00195810718371968
211tomp_cort,hwmuw,0.0016186488505446068
211tomp_cort,idahohousing,4.3902953526316237e-4
211tomp_cort,ihcda,5.973607955275612e-4
211tomp_cort,imperialcntyca,1.5621060612543383e-4
211tomp_cort,indydmd,0.001083029956356041
211tomp_cort,itsindekalb,0.0024364189330763125
211tomp_cort,jobsut,6.207206354761935e-4
211tomp_cort,joe_d_essexexec,7.811163393597557e-4
211tomp_cort,kibois_caf,0.004505629866283616
211tomp_cort,kingcountywa,0.0012462457653873514
211tomp_cort,kingsunitedway,0.0010591518823820356
211tomp_cort,kt_alliance,9.97442663913492e-4
211tomp_cort,kyhousing,8.760925561114852e-4
211tomp_cort,lahomeless,8.405794220407516e-4
211tomp_cort,lahousingcorp,0.0010778189524489094
211tomp_cort,lakecountyil,3.167314080755316e-4
211tomp_cort,lanecountygov,7.258805214019519e-4
211tomp_cort,lansingmichigan,6.100827950477477e-4
211tomp_cort,lbhealthdept,9.463847959419828e-4
211tomp_cort,leecountyflbocc,9.306201097780534e-4
211tomp_cort,lexingtonkygov,5.293035788757506e-4
211tomp_cort,lghealth,0.0011970065909515043
211tomp_cort,locatesiouxcity,5.892823756104647e-4
211tomp_cort,loudouncogovt,9.149693952699915e-4
211tomp_cort,louhomeless,1.3331500866907442e-4
211tomp_cort,m_d_h_i,2.3217930405281458e-4
211tomp_cort,ma_dhcd,0.0012953062116610452
211tomp_cort,magregion,9.761979291144613e-4
211tomp_cort,marinhhs,6.702718419313473e-4
211tomp_cort,mayorofmke,9.570456680304894e-4
